molecula|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
13j_a6|0|0|7.412764017000001|1|1|1.430640326|1|0.041728395|0.07522656|-0.855284356|-0.011017781|-0.0951246069999999|10.95129557|-0.047513534|1|1|-0.007703306|-0.073507141|-0.562698347|1|0.783333463|-0.063948098|-0.079161042|0|0.6229641429999999|-0.120219472|-0.129511589|-80.33128667|20.78979124|-0.046428683|-57.82670518|114.6910805|-53.67779048|99.85109065|-31.02389141|101.1210779|0.433600896|416.2679342|-1644.266245|2634.320708|-20.73032827|15.43329684|0.765539515|6276.316063|-1098.707398|39.56287079|-379.7635712|673.8038326000001|1.0|1.0|1.0|1.0|3.0|2.26|23.0|-8.5|1.18|1.0|120.17|1.0|-5.03|32.0|427.46|0.0|1.0|2.82|-4.48|3.28e-05|14.0|2.95|0.0|0.0|3.18e-09|1.36e-06|3.6504|4.94|-1426.5532050000002|-1426.520775|712.52|1196.6|348.28|339.64|555.0|0.69993|0.7045100000000001|0.0259|8.3187|-1426.335207|10.9731|6.5817
12ap_a36|0|0|7.412764017000001|2|2|1.2970441659999998|2|0.042739018|0.066185994|-0.424579308|-0.000143196|-0.105824575|10.95430638|-0.042675894|1|1|0.001194592|-0.175397741|-0.436880644|1|0.832758813|-0.025198947|-0.074596774|0|0.830587483|-0.082622504|-0.106173763|-54.21070432|14.26936622|-0.037473093|-45.7078307|0.0|-35.56900768|83.16347311|-24.58703954|68.48007054|0.464588|544.9693552|-1253.939017|2328.307856|-16.13217554|16.37284224|0.86772056|6003.481614|-822.7409526|33.32245946|-312.1212186|642.3830552000001|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.66|1.38|1.0|128.47|1.0|-3.99|31.0|406.44|0.0|0.0|1.66|-3.95|0.000113|0.0458|2.4|0.0|0.0|2.21e-07|8.97e-05|4.9124|2.98|-1325.199863|-1325.159466|691.41|1160.79|319.54|252.39|553.28|0.59563|0.6929|0.3982|7.0249|-1325.0127220000002|9.6512|7.4949
47r_a18|0|0|7.03438793|1|1|0.403924645|0|0.035706215|0.041686585|-0.40455848|-0.005176133|-0.02952923|10.35082951|-0.030106257|0|0|-0.0001597829999999|-0.362261236|-0.360670551|0|0.7698681909999999|0.017110504|-0.048143486|0|0.769578222|-0.083915825|-0.087091542|-62.75220741|11.59378448|-0.031669652|-48.70193962|60.66168882|-46.92606587|81.99788849|-23.68254797|74.34599189|0.49394971|575.4901675|-1563.048166|1504.28892|-17.70979622|19.40516312|0.976088187|7727.455993|-1168.846551|34.41856352|-281.2845386|1005.982493|1.0|1.0|1.0|1.0|2.0|0.0|18.0|-7.46|2.23|3.0|145.82|1.0|-6.65|36.0|504.6|0.0|0.0|2.2|-5.64|2.31e-06|0.00117|4.59|0.0|1.0|3.48e-08|1.76e-05|3.1705|9.2|-1964.841529|-1964.813473|790.57|1387.23|391.06|391.06|729.75|0.69545|0.69545|0.6007|2.3873|-1964.516246|3.2001|6.6364
14d_a23|1|2|7.423568444|0|0|1.197963465|2|0.043538647|0.03253552|-0.288522152|0.01269616|-0.019307114|10.313217800000002|-0.054430189|2|2|0.01180744|-0.136106024|-0.4483522929999999|2|0.772008792|0.006563565|-0.088996384|1|0.921694462|-0.053736319|-0.078282292|-35.40917327|12.25371621|-0.032878563|-33.99063559|83.40396369|-23.33262837|61.49227899|-21.66510006|47.66288948|0.454495683|607.3441532|-1083.255003|2261.37838|-14.27606695|14.358677900000002|0.833166062|6459.554383|-713.8033475|27.41215037|-382.6437544|666.0036144999999|0.0|1.0|1.0|1.0|1.0|3.62|26.0|-7.78|3.24|2.0|125.25|1.0|-5.85|31.0|425.51|0.0|0.0|3.8|-5.25|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|7.03e-06|3688.0|3.79|-1669.24571|-1669.224874|696.21|1186.17|3688.0|336.18|554.84|8.1555|8.1555|336.18|5.6156|-1669.045136|8.1555|8.4001
4b_a46|0|1|7.825245291|1|1|1.1346370890000002|2|0.047736111|-0.082722572|-0.058945144|0.012332859|-0.135121207|10.96200942|-0.111103941|1|1|0.011806162|-0.123416853|-0.16915334|2|0.7306307590000001|-0.263387881|-0.153841155|0|0.935245062|-0.0524080009999999|-0.070236212|-28.58477842|4.127907383|-0.0229342729999999|-20.89467173|56.7922535|-15.59093155|42.65239101|-12.50898928|32.7126858|0.428987199|510.1086157|-612.9404746|1750.333702|-6.822749952000001|10.09436488|0.751274223|4681.895329999999|-334.31474760000003|15.43427855|-338.6757579|538.4165208|0.0|0.0|1.0|1.0|0.0|3.03|17.0|-7.2|2.58|1.0|101.7|1.0|-4.35|25.0|332.44|0.0|1.0|3.76|-4.63|2.35e-05|0.00782|3.74|0.0|0.0|6.38e-08|2.12e-05|4.5515|3.98|-1033.556797|-1033.535029|588.79|1020.9|272.4|272.4|508.79|0.68682|0.68682|0.1784|3127.0|-1033.378455|3.7571|6.2612
A8301_a51|0|1|6.86171134|0|0|1.197963627|2|0.039058957|0.078523314|-0.242873103|0.00740124|-0.012770742|10.31321735|-0.1227504419999999|1|1|0.007083041|-0.0618359079999999|-0.4354420879999999|2|0.6959300979999999|-0.013846396|-0.21474885|1|0.934739895|-0.055295165|-0.0780376929999999|-35.90764428|5.293803823|-0.032775831|-32.90818536|78.46116212|-23.3177516|56.90163721|-21.28401067|41.20144811|0.4799553379999999|607.0025787000001|-1064.200534|2461.663545|-13.82143785|13.24988678|0.922911768|6401.6494600000005|-691.0718926|24.89475504|-461.0082758|690.8826121000001|1.0|1.0|1.0|1.0|1.0|3.5|27.0|-9.38|3.35|2.0|129.04|1.0|-6.6|31.0|421.52|0.0|1.0|4.58|-5.93|1.17e-06|0.000495|5.02|0.0|0.0|4.12e-10|1.74e-07||||||||||||||||7.9208
33_a20|0|1|6.842683282|0|0|1.4175014119999998|2|0.0388043479999999|0.148855442|-0.078557022|0.009265667|-0.061975089|10.93244905|-0.062750442|1|1|0.008780074|-0.060582944|-0.1771816269999999|2|0.74131936|-0.0854333469999999|-0.10978034|1|0.9493896|-0.058927252|-0.069838312|-38.58254635|8.340767701|-0.0265385579999999|-29.9394021|64.93395624|-25.26187502|54.60811436|-17.37608867|46.92331405|0.465855239|621.611679|-868.8044333999999|2274.654579|-11.3769728|15.094865900000002|0.8721516570000001|5916.443448|-568.84864|22.88265911|-339.6262863|664.4562602999999|0.0|1.0|1.0|1.0|0.0|3.59|27.0|-9.69|2.61|2.0|121.62|1.0|-5.6|31.0|401.46|0.0|1.0|4.28|-5.53|2.98e-06|0.0012|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|5443.0|4.07|-1275.852801|-1275.823229|689.51|1174.95|318.99|227.79|563.98|0.27375|0.6129|0.0463|3.5714|-1275.662457|5.0369|7.4685
23_a10|0|1|7.535296702|1|1|1.34383709|2|0.036666667|-0.031558374|-0.17741132|0.010305237|-0.000458688|10.92966139|-0.0253481679999999|1|1|0.010662507|-0.207994181|-0.233801237|2|0.754150918|-0.149057824|-0.043248272|1|0.915208645|-0.049653973|-0.072395864|-35.17017083|6.81095873|-0.02685653|-36.32074126|53.00900704|-24.91121732|60.76548004|-19.02262196|41.98112956|0.485561757|648.2471057|-1179.402562|1945.384475|-13.47382337|17.02048484|0.943867925|7034.375112000001|-835.377049|24.9903188|-370.018179|930.6293092|1.0|1.0|1.0|1.0|0.0|4.13|27.0|-9.84|2.99|2.0|139.11|1.0|-5.38|35.0|461.56|0.0|1.0|4.5|-5.7|2e-06|0.000923|4.48|0.0|0.0|1.44e-10|6.66e-08|3.8034|3.9|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|325.98|606.18|0.67647|0.67647|0.2089|3.8115|-1469.902562|4.8954|6.1249
14_a15|0|0|0.0|0|0|1.43568901|2|0.037073171|-0.033982971|-0.374014235|0.001740635|-0.053931584|10.9597359|-0.015736888|0|0|0.0034254209999999|-0.184255041|-0.3848940629999999|2|0.719993769|-0.021648026|-0.028227917|0|0.8870890459999999|-0.063809873|-0.0917424269999999|-40.89540491|9.403293601|-0.032888795|-37.68282812|2.923143027|-26.20964538|68.59458198|-21.0782518|50.29869851|0.406717767|568.5306056|-1117.1473460000002|2731.841165|-13.50893838|10.18067005|0.685538423|5861.387612|-715.9737342999999|27.36334635|-346.4801021|673.7288405|1.0|0.0|1.0|1.0|1.0|3.72|24.0|-9.82|2.87|2.0|119.95|1.0|-6.22|30.0|397.47|1.0|1.0|4.7|-5.83|1.47e-06|0.000584|5.29|0.0|0.0|1.51e-10|5.99e-08|4.4518|5.16|-1281.105795|-1281.0669369999998|689.8|1177.14|342.41|278.5|584.18|0.65079|0.7055899999999999|0.0054|3.3596|-1280.87015|5.0894|7.5229
9h_a40|0|1|7.515889085|0|0|0.604992856|0|0.039444444|0.157606277|-0.343593366|0.003782277|0.133376308|10.31197223|-185.0|2|2|0.003099029|0.08305063|-0.503000695|0|0.740778143|-0.160855189|-0.299768519|1|0.864310149|-0.09201708|-0.095803029|-46.04148264|6.199629554|-0.041058441|-23.98506758|0.0|-23.03722449|53.60044379|-20.54391962|52.2411122|0.482124665|432.46450360000006|-719.0371868|418.2915223|-10.27931468|13.366649|0.930966649|4322.734135|-359.7760137|23.78085181|-364.1454816|336.23227030000004|1.0|1.0|0.0|1.0|0.0|3.55|20.0|-6.51|3.22|1.0|93.19|1.0|-5.65|23.0|321.4|0.0|1.0|4.06|-5.12|7.6e-06|0.00244|4.51|0.0|0.0|3.09e-07|9.93e-05|4.2372|3.9|-1293.174246|-1293.151333|526.38|868.84|368.18|292.61|410.18|0.64952|0.69809|0.2721|2.1413|-1293.083512|2841.0|5.4001
22_a20|0|1|6.842683282|0|0|1.4170330269999998|2|0.0388043479999999|0.09301076|-0.079707783|0.009265667|-0.066832578|10.93106272|-0.038668966|1|1|0.008780074|-0.060582944|-0.177976478|2|0.7478675859999999|-0.044184455|-0.067650395|1|0.946515026|-0.059893667|-0.067797027|-39.00017609|8.001165067999999|-0.027118811|-28.7463017|54.71081293|-25.39523478|52.90592556|-17.65860151|47.00134116|0.477376285|616.3298149|-882.9300756000001|2396.806062|-11.49852068|14.17638345|0.913422548|5924.626340999999|-574.9260339|22.91425458|-352.4559681|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.41|27.0|-9.69|2.61|2.0|121.62|1.0|-5.6|31.0|401.46|0.0|1.0|4.24|-5.53|2.98e-06|0.0012|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|5.5591|4.07|-1275.84854|-1275.816275|694.15|1181.95|312.05|223.03|563.43|0.38233|0.66063|0.0015|4.8308|-1275.657902|6141.0|6.6364
4c_a46|0|1|7.825245291|1|1|1.134637091|1|0.0440307329999999|-0.111750026|-0.300069396|0.010177371|-0.051150771|10.94298307|-0.068256579|1|1|0.010040825|-0.083788154|-0.421467037|1|0.726862617|0.072412685|-0.0976963169999999|0|0.890777395|-0.063644365|-0.087503927|-40.22007179|8.799732282999999|-0.029688832|-34.9456654|53.13410852|-25.41708422|60.67664538|-18.76186479|49.01980408|0.450883931|562.9269925|-1050.664428|2487.942529|-11.85656505|13.06174141|0.8211086059999999|5571.088357|-663.9676426|22.31552819|-430.6788754|696.2528933|0.0|1.0|1.0|1.0|0.0|3.8|17.0|-7.62|3.4|2.0|115.03|1.0|-5.55|29.0|389.49|0.0|0.0|4.44|-5.28|5.3e-06|0.00207|4.63|0.0|0.0|2.39e-08|9.32e-06|5.4579|6.38|-1245.4159619999998|-1245.392965|683.75|1176.07|302.21|227.16|617.56|0.42391|0.6986600000000001|0.2083|4.1039|-1245.176359|5.4491|5.6972
4c_a49|0|1|7.535296702|1|1|1.343847672|2|0.03583878|-0.099764463|-0.339843311|0.001379959|-0.102999091|10.92777281|0.006194124|1|1|0.00202792|-0.001647802|-0.412652341|2|0.7796063109999999|-0.052237757|0.010868461|1|0.76159824|-0.087753156|-0.086290519|-56.5385923|7.782541015|-0.029809452|-35.82016427|59.70585149|-36.42732137|66.77901229|-19.20596967|64.32113331|0.473304159|490.6910965|-1056.328332|1683.872161|-12.37423857|16.089682800000002|0.898629005|6046.668361|-680.5831211|26.5256103|-288.71184960000005|707.2397315000001|1.0|1.0|1.0|1.0|2.0|2.97|21.0|-7.97|1.47|1.0|120.43|1.0|-3.5|31.0|412.49|0.0|1.0|2.6|-3.58|0.000265|109.0|1.81|0.0|0.0|1.07e-08|4.4e-06|5.74|3.04|-1332.647233|-1332.607539|705.55|1199.04|325.7|216.0|533.87|0.4164199999999999|0.67789|0.0821|3.4931|-1332.398001|4.9358|6.5935
5_a15|0|0|0.0|0|0|1.419941043|2|0.035982906|0.0729170329999999|-0.54157893|0.000420839|-0.0156037999999999|10.95880662|0.0118220069999999|0|0|0.003194793|-0.28098676|-0.340979744|2|0.704479781|0.092692253|0.020920163|0|0.8740541479999999|-0.06128567|-0.0989946469999999|-45.57134103|24.25353664|-0.0273088679999999|-54.73655332|64.12413387|-33.88634094|100.6631306|-20.30656983|69.82487767|0.486150431|649.9369163|-1177.78105|2179.757502|-15.09973885|15.1701491|0.946094849|6656.720346|-875.7848531999999|39.89581513|-13.36968593|779.0599798999999|1.0|1.0|1.0|1.0|1.0|3.68|24.0|-9.65|2.0|3.0|127.97|1.0|-6.16|33.0|443.49|1.0|1.0|4.29|-5.66|2.18e-06|0.000967|4.86|0.0|0.0|2.25e-10|9.970000000000001e-08|4.3299|4.36|-1470.816175|-1470.779775|737.16|1272.84|341.96|286.35|629.67|0.62664|0.70244|0.0199|4.3576|-1470.55517|6.35|7.8861
14a_a5|0|0|6.605297921|1|1|1.226142247|3|0.027375887|-0.132625457|-0.316624785|0.002956745|-0.086229994|10.9488747|0.024793388|1|1|0.003668464|-0.016337128|-0.36152442|2|0.79661948|0.144729708|0.047169811|0|0.7909255559999999|-0.080875277|-0.078681402|-54.69145586|11.74431806|-0.0271808479999999|-35.98151967|55.04914434|-36.98479273|69.71575554|-18.38089729|66.43577392|0.470085022|534.8590069|-1010.949351|1315.573182|-12.42997952|15.89694877|0.88709518|6177.303329|-683.6488737000001|29.18606491|-175.53051609999997|723.0631751|1.0|1.0|1.0|1.0|2.0|2.41|23.0|-8.84|1.37|1.0|123.0|1.0|-4.15|32.0|425.48|0.0|1.0|3.05|-4.22|6.02e-05|0.0256|2.55|0.0|0.0|1.45e-09|6.16e-07|4.1501|4.3|-1390.592722|-1390.546425|692.8|1195.01|298.75|298.75|508.64|0.65789|0.65789|0.5853|2.7115|-1390.352729|2.8163|6.9508
9_a4|0|1|7.535296702|1|1|1.300485838|2|0.040449735|-0.019160308|-0.064266379|0.010709527|-0.091393763|10.92992723|-0.0454860859999999|1|1|0.009731833|-0.076824065|-0.172904817|2|0.801082857|-0.151437311|-0.072130166|1|0.937102792|-0.052625548|-0.069566741|-28.63837014|4.918284148|-0.025885299|-20.60179129|45.21212204|-15.58475436|43.71760622|-14.08655666|33.55665428|0.43745176|509.9632679|-605.7219363|2012.840082|-7.665782805|10.21134541|0.777625327|5387.230364999999|-329.6286606|17.76608225|-318.7769026|489.7528555|0.0|1.0|1.0|1.0|0.0|3.37|21.0|-8.16|3.15|2.0|105.09|1.0|-4.76|26.0|360.84|0.0|1.0|4.17|-5.15|7.06e-06|0.00255|4.14|0.0|0.0|6.9e-09|2.49e-06|4.7284|3.87|-1489.554198|-1489.533032|586.24|999.93|308.91|262.21|430.12|0.5182100000000001|0.6464|0.0584|4.4343|-1489.41872|5.4739|7.3188
13d_a5 (GW788388)|0|0|6.605297921|1|1|1.236844097|3|0.027375887|-0.092509033|-0.33442223|0.002956745|-0.086484275|10.94530363|0.024793388|1|1|0.003668464|-0.016337128|-0.3706975529999999|2|0.78479342|0.024905619|0.047169811|0|0.774103723|-0.086824482|-0.0844793|-57.42492153|9.637686167|-0.0291837579999999|-36.95444874|44.69922692|-37.98032007|70.45205183|-19.30187193|67.0626077|0.488398052|511.985152|-1061.602956|1377.863026|-12.76608229|15.788837|0.954644629|6122.792779|-702.1345259999999|28.84397435|-223.7910275|723.0631751|1.0|1.0|1.0|1.0|2.0|2.74|23.0|-8.84|1.37|1.0|121.68|1.0|-4.35|32.0|425.48|0.0|1.0|3.11|-4.35|4.5e-05|0.0192|2.75|0.0|0.0|1.45e-09|6.16e-07|4.6091|3.81|-1390.589662|-1390.548362|707.09|1206.73|297.28|269.0|532.01|0.42515|0.48848|0.1549|2.4867|-1390.355751|3355.0|7.7447
47a_a18|0|0|7.03438793|1|1|0.403918489|0|0.033641026|0.043161338|-0.464122017|-0.005483379|-0.025401815|10.35082811|0.052572636|0|0|-0.000633273|-0.358939392|-0.369841706|0|0.766261502|-0.008965701|0.089156939|0|0.778790861|-0.082855697|-0.099310031|-67.93456546|11.58086543|-0.036234741|-66.76209701|110.0917322|-55.70051708|93.5899242|-29.70938001|79.51543089|0.483193636|638.5417107999999|-2198.494121|2250.179086|-24.3591435|19.74153879|0.934960691|8405.670404|-1802.576619|37.435301|-481.4854016|1225.939287|1.0|1.0|1.0|1.0|3.0|0.0|18.0|-8.27|1.85|3.0|158.24|1.0|-6.74|39.0|547.67|0.0|0.0|2.02|-5.58|2.62e-06|0.00143|4.44|0.0|1.0|5.4e-09|2.95e-06|3.1947|8.82|-2098.807018|-2098.773074|874.47|1536.87|388.09|388.09|813.01|0.69508|0.69508|0.6094|2.6271|-2098.359766|3.0133|9.0
14a_a25|0|1|6.842683282|0|0|1.420015394|2|0.038167849|0.051906412|-0.255585831|0.006085806|-0.046802062|10.93106303|-0.019985937|1|1|0.006158124|-0.077269115|-0.365062041|2|0.7385460309999999|-0.085643386|-0.035531959|1|0.850426305|-0.069657015|-0.084207356|-45.72658614|8.449104086|-0.033365179|-36.28756839|58.18995584|-30.017374100000005|63.96772039|-21.90268583|54.17569023|0.492236681|558.2652611000001|-1160.842349|2142.5112510000004|-14.37809314|14.55676745|0.969421506|6315.975408|-762.0389362000001|27.14918443|-402.7381076|712.1606951|1.0|1.0|1.0|1.0|1.0|3.06|27.0|-9.59|2.47|2.0|126.26|1.0|-5.39|32.0|419.48|0.0|1.0|3.81|-5.29|5.13e-06|0.00215|4.16|0.0|0.0|2.58e-10|1.08e-07|5.3631|5.79|-1352.298438|-1352.265931|689.55|1202.13|314.05|231.18|548.29|0.42461|0.6714|0.1756|3.0824|-1352.086073|4.1656|6684.0
7f_a10|0|1|7.535296702|1|1|1.240141822|2|0.037386831|-0.104120245|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|-0.0971900919999999|1|1|0.0030999659999999|-0.172751862|-0.5846516820000001|2|0.796084921|-0.009545801|-0.137271684|1|0.931773786|-0.064238302|-0.095196098|-35.78096407|4.441786155|-0.03645808|-29.53487321|0.3440879|-19.93012491|60.16185231|-20.30728086|40.22275023|0.402568457|519.0013298|-954.4422004|2375.702381|-11.31122804|10.23679556|0.6738319429999999|7070.755931000001|-531.6277179|24.71113795|-358.4725202|527.8079877|0.0|1.0|1.0|1.0|0.0|2.97|21.0|-8.13|2.64|2.0|106.77|1.0|-5.54|30.0|410.39|1.0|0.0|4.39|-5.6|2.52e-06|0.00103|4.7|0.0|0.0|7.38e-09|3.03e-06|5.7757|4.93|-1442.216293|-1442.200124|597.28|1034.38|341.96|214.67|426.07|0.34467|0.6833600000000001|0.0191|2.2631|-1442.058773|3.2524|6.8508
12a_a30|0|0|7.412764017000001|2|2|0.604984824|2|0.040166667|-0.096804291|-0.3557214489999999|0.005050384|0.009586623|10.31162903|-0.094932667|1|1|0.005458948|-0.094526372|-0.454270252|1|0.7885597609999999|-0.031179517|-0.171895425|0|0.836214716|-0.07699057|-0.097138462|-47.73588073|10.10177981|-0.037665934|-37.34272719|0.0|-29.59731695|69.45678454|-23.35372432|57.83766054|0.469799116|518.4718832|-1144.332492|2256.680391|-14.47983299|13.88603128|0.88607758|5936.682602000001|-709.5118166|29.00398472|-378.4495438|620.9195447000001|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-6.64|2.82|2.0|127.28|1.0|-5.28|29.0|398.48|0.0|0.0|2.63|-4.85|1.4e-05|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|9.21e-05|5045.0|3.82|-1575.7783980000002|-1575.745502|668.81|1122.01|355.41|245.76|507.17|0.35338|0.68599|0.1511|4.1875|-1575.597759|4.7368|7.9469
18d_a25|0|1|6.842683282|0|0|1.193723212|2|0.042843137|-0.031867489|-0.180590503|0.006452854|-0.070413428|10.31285314|0.016982601|1|1|0.0062422|-0.061965108|-0.292727912|2|0.780221059|-0.03671629|0.029728702|1|0.937813705|-0.061527513|-0.076328248|-46.31109519|8.39885106|-0.0281209329999999|-43.24308488|0.389087507|-34.85786147|68.15463481|-21.166323|54.70994625|0.476833495|705.8822532|-1206.480411|2625.142499|-15.93166285|18.11893325|0.911437354|6876.316137000001|-908.1047824|27.92623037|-388.2927768|883.4030667999999|1.0|1.0|1.0|1.0|1.0|3.57|27.0|-10.23|2.4|2.0|143.37|0.0|-6.26|35.0|474.58|1.0|1.0|4.5|-5.54|2.86e-06|0.0013599999999999|4.21|0.0|0.0|5.92e-11|2.81e-08|5.6512|4.56|-1806.848384|-1806.812778|792.79|1358.25|340.69|219.39|664.72|0.41694|0.6823899999999999|0.0389|3.2353|-1806.582751|4.3658|6.6345
18c_a30|0|0|7.412764017000001|2|2|0.604986846|2|0.042560386|0.011887112|-0.625122815|-0.003436924|0.0119521719999999|10.31163825|-0.0351777|1|1|-0.002215642|0.006103754|-0.562807327|1|0.8303425640000001|0.034468997|-0.058608635|0|0.717052026|-0.105618255|-0.1115683|-71.31647561|13.07260474|-0.042101245|-50.86775696|103.215593|-48.15493021|87.76550537|-28.4279687|84.38908035|0.448899917|484.1740985|-1506.682341|3094.729399|-19.19537998|13.8741593|0.81455244|6685.737642|-1017.355139|36.16826708|-386.2200097|713.7769663|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.19|2.06|1.0|135.37|1.0|-5.01|32.0|441.51|0.0|0.0|1.91|-4.3|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|0.000288|3.4848|4.54|-1744.500825|-1744.455795|711.56|1209.11|355.78|355.78|543.46|0.69123|0.69123|0.3879|6.6462|-1744.28923|8.64|7.9208
14e_a23|1|2|7.423568444|0|0|1.197957573|2|0.044241453|0.023369734|-0.4787294729999999|0.001027627|0.021081733|10.3132176|-0.009871698|2|2|0.001951778|-0.226146643|-0.5232404310000001|2|0.791790895|0.133270225|-0.014216155|1|0.925392058|-0.073376247|-0.089453046|-51.07141556|12.5437807|-0.03935934|-43.33511299|0.5612316039999999|-35.54678231|74.75779594|-27.39493099|63.61519626|0.49543439|644.0923882999999|-1369.74655|2428.874279|-19.06744972|15.89643482|0.981902808|7663.17288|-953.3724859|34.39302091|-412.7765217|658.8108151|0.0|1.0|1.0|1.0|1.0|3.62|26.0|-8.23|3.82|2.0|125.29|1.0|-6.38|34.0|479.48|1.0|0.0|4.5|-5.79|1.61e-06|0.000773|4.46|0.0|0.0|5.94e-09|2.85e-06|3.7033|4.2|-1966.96594|-1966.943431|706.39|1209.58|334.8|334.8|571.39|0.63922|0.63922|0.3178|3.7696|-1966.785007|5.5469|8.5214
14v_a23|1|2|7.423568444|0|0|1.1979575059999998|2|0.047323232|0.055572317|-0.8122700340000001|-0.002390707|0.017156562|10.3132174|-0.015149431|2|2|-0.0004039459999999|-0.2952674819999999|-0.650246427|2|0.787538583|0.132882353|-0.022236834|1|0.916605275|-0.067342061|-0.09479984|-44.4776373|13.08518422|-0.042752869|-41.35406587|0.912757854|-29.37629463|76.42257099|-28.23713101|57.56282152|0.457213347|605.3933675|-1440.093681|2679.111279|-18.64987284|14.26610767|0.84234449|8458.789829000001|-951.143515|35.81898321|-380.8667976|676.4530574|0.0|1.0|0.0|1.0|1.0|3.46|26.0|-7.95|3.04|2.0|126.97|1.0|-6.89|35.0|495.48|1.0|0.0|4.28|-6.0|1e-06|0.0004969999999999|4.76|0.0|0.0|1.12e-08|5.57e-06|3694.0|5.17|-2042.182282|-2042.161744|679.5|1206.02|335.64|335.64|533.44|0.6017100000000001|0.6017100000000001|348.0|4.5506|-2041.998955|6.3758|8.4001
47j_a18|0|0|7.03438793|1|1|1.251176464|0|0.033563218|-0.048528478|-0.569931053|0.00031105|-0.006923502|10.94702285|0.0033281|0|0|0.002317206|-0.331885553|-0.48833504|0|0.7444236670000001|-0.002262399|0.005740124|0|0.80651845|-0.073041469|-0.094744194|-56.816779|12.42035127|-0.033837212|-57.32800549|99.50526447|-44.19607713|86.31641604|-26.32095773|69.23713027|0.481373558|627.366638|-1842.467041|2064.803327|-20.47428768|18.50538303|0.928170101|7316.123159000001|-1433.2001369999998|34.43235841|-411.3767328|1081.726154|1.0|0.0|1.0|1.0|3.0|0.0|18.0|-8.79|2.63|3.0|149.96|1.0|-5.83|37.0|499.6|0.0|0.0|2.39|-5.14|7.32e-06|0.00366|4.07|1.0|0.0|1.63e-09|8.159999999999999e-07|3.1054|8.09|-1625.445572|-1625.413107|839.37|1459.55|399.25|399.25|776.31|0.6983600000000001|0.6983600000000001|0.5439|4.1619|1625.053346|5.2118|7.4559
14l_a23|1|2|7.423568444|0|0|1.1979636809999998|2|0.046283951|0.042748013|-0.288615723|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|2|0.01180744|-0.136106024|-0.448622017|2|0.778602826|0.156652778|-0.1010279259999999|1|0.921267667|-0.053549434|-0.078204688|-35.3275485|12.31633167|-0.0328459689999999|-34.03690099|81.90812552|-23.306234600000003|61.54673359|-21.66909079|47.64388017|0.492922575|607.777253|-1083.45454|2176.038061|-14.29549842|15.78926563|0.972085426|6444.7098240000005|-714.7749208|27.44221375|-382.1434717|666.0036144999999|0.0|1.0|1.0|1.0|1.0|3.52|26.0|-7.78|3.24|2.0|125.25|1.0|-5.85|31.0|425.51|0.0|0.0|3.78|-5.25|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|7.03e-06|3.6274|3.79|-1669.2363289999998|-1669.224647|694.65|1185.79|341.8|341.8|560.51|0.67242|0.67242|0.4239|6.0563|-1669.04569|8.2422|8.1798
