molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|Mor01p|PPSA5|CYP2D6 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
9n_a24|0.0|0|0.0|0|6.605297921|0|1.388847168|-0.2452954769999999|-0.003323852|0.001099755|2|-0.141205159|0.0|-0.182811885|0.008307337|-0.036651001|10.94875265|-0.03088354|1|0.008809179|-0.12451554|-0.225226606|2|0.7584388259999999|0.048359202|0.755793189|-0.052106597|-0.0777274979999999|0.331008994|-35.21502941|11.90027964|48.691073|-0.026905672|8.042526681|24.72120326|0.652126509|-1.399094961|67.36550766|47.11530904|2542.730334|611.3234977000001|-945.545726|1361.307012|-12.28894317|0.347873491|14.52410167|0.764164944|-639.0250449|27.88350328|631.9206508|14.83518955|1.0|2.6|0.17|23.0|-8.64|4.14|66.93|1.42|0.0|114.29|0.0|7.0|29.0|385.46|0.0|0.0|3.13|-4.29|0.0278|0.0198|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|-0.03818|2.59|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|302.2|252.31|587.05|0.44042|0.63085|-1238.856882|-0.1658099999999999|-0.20399|0.03188309|4.8123|7.7212
14ab_a23|0.0|1|0.0|2|7.423568444|0|1.197962873|0.065530542|-0.0050415|-0.028841865|2|0.021287386|0.7586471459999999|-0.287365522|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|0.012103325|-0.074579388|-0.449699921|2|0.75434493|-0.085303124|0.693959193|-0.051974369|-0.076243539|0.20155691|-35.59605095|12.31039874|40.23721489|-0.031648261|8.431109267|82.79560776|0.797837067|-1.677357849|61.60741239|47.90644969|2941.47118|632.9786397|-1148.783854|2332.352369|-14.84482393|0.202162933|14.76864227|0.885272615|-786.7756682999999|27.16741043|733.3886349999999|9.389964491|0.0|3.82|0.12|26.0|-8.16|4.63|105.02|3.45|1.0|130.22|0.0|5.0|32.0|439.54|0.0|0.0|4.12|-5.55|0.000259|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|4.1|3.6587|-1708.563399|-1708.543268|719.66|1238.27|338.88|338.88|595.23|0.66532|0.66532|-1708.277193|-0.14778|-0.21924|0.02013145|8.4721|8.4012
8c_a31|0.0|0|0.0|0|7.765993078999999|1|0.610137334|-0.012583838|-0.01275867|-0.104377029|0|-0.106461724|0.0|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.004832959|-0.053983462|-0.513257014|0|0.847752299|0.006000201|0.87237334|-0.1170607269999999|-0.128067781|0.280934088|-64.57121646|16.3656112|133.3100368|-0.039640027|9.027343766|477.2277896000001|0.72308253|-1.66488115|82.77037329|80.93682766|2251.08563|345.3445134|-918.3558307|1678.6836239999998|-12.06117028|0.27691747|12.99457133|0.90508624|-506.5691518|30.23944586|423.1367008|12.12761708|1.0|2.9|0.29|16.0|-6.13|3.13|114.29|0.85|0.0|93.45|0.0|5.0|24.0|342.42|0.0|1.0|2.83|-3.63|13.0|0.0811|2.38|0.0|0.0|7.45e-07|0.0002549999999999|-0.03222|1.83|3.8492|-1426.166503|-1426.129055|595.67|981.89|322.11|322.11|475.72|0.7005|0.7005|-1425.968408|-0.15985|-0.19207|0.03744829|5.1815|6.0915
11_a33|0.0|1|0.0|0|7.686621335|0|0.609352951|-0.151505631|-0.008708023|-0.039406316|0|0.055664124|1.979284901|-0.32219686|-0.003303432|0.143981643|10.31100126|-0.008908194|3|-0.00103193|-0.122478641|-0.393892466|0|0.85401347|0.003391835|0.781083337|-0.070841241|-0.104881435|0.229250542|-34.4118011|16.37099833|45.43139569|-0.030847481|7.95236684|0.0|0.552878386|-1.048814353|68.11455221|50.78279943|2220.315582|416.4353629|-509.4714637|979.349175|-7.278840251|0.447121614|9.837729137|0.8772525659999999|-247.4805685|27.10262364|335.4799765|17.16740584|1.0|2.31|0.13|19.0|-6.23|4.13|120.17|0.89|0.0|89.77|0.0|3.0|22.0|328.41|0.0|1.0|3.28|-4.38|0.00109|0.0136|3.28|0.0|0.0|5.92e-07|0.000194|-0.05806|1.93|3.5049|-1669.324638|-1669.304085|506.55|858.89|353.74|353.74|378.1|0.70381|0.70381|-1669.202327|-0.14132|-0.19938|0.02055276|4.5998|8.3188
19b_a38|0.0|0|0.0|0|7.412764017000001|2|1.297044256|-0.122009545|-0.008652352|-0.115864198|2|0.013765516|0.0|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|-0.0697981979999999|1|-0.004358975|-0.098027247|-0.443325632|1|0.8295290000000001|0.019437461|0.632625562|-0.086013549|-0.11557289|0.336505882|-53.38447032|13.92699891|120.3048789|-0.041606241|8.643817972|0.0|0.7596369590000001|-2.0803120280000003|84.49751102|67.31146923|2897.652112|452.6479704|-1291.149559|2436.66785|-16.02708787|0.240363041|13.74014387|0.91919733|-801.3543933999999|33.99385836|593.6088758|12.76697997|0.0|2.37|0.14|17.0|-7.12|3.11|81.23|2.78|0.0|125.65|0.0|5.0|31.0|419.43|0.0|1.0|2.94|-4.33|0.0238|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05031|3.66|3.7509|-1431.414099|-1431.38073|646.81|1111.29|330.55|231.18|485.64|0.38952|0.69411|-1431.18309|-0.15414|-0.20445|0.03336932|6.3396|7.9172
8m_a46|0.0|0|0.2148468989999999|1|7.727094485|1|1.160371261|-0.044830187|-0.00517896|-0.085284636|1|-0.134230003|0.0|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|-0.064176245|1|0.005865049|0.010184776|-0.380393836|1|0.7699708959999999|-0.084989948|0.77612204|-0.0911455|-0.085204935|0.280198209|-48.32436573|3.742817678|166.8508795|-0.032188531|1.984401749|0.0|0.8854896870000001|-1.448483903|48.72163155|52.0671834|2045.330306|464.5573228999999|-767.9706141|1913.813025|-9.04821721|0.114510313|9.899611044|0.7415609409999999|-407.1697745|19.27296714|463.1469765|3.546889545|1.0|2.92|0.3|17.0|-6.46|4.21|50.94|2.62|0.0|96.16|0.0|2.0|24.0|319.4|0.0|1.0|3.53|-4.56|0.0105|0.0088799999999999|3.72|0.0|0.0|3.5e-07|0.000112|-0.01818|4.12|4.2881|-1014.126693|-1014.091966|570.72|970.82|289.14|233.66|489.57|0.43001|0.6997800000000001|-1013.91158|-0.17897|-0.19715|0.03472717|3.1675|6.6402
13b_a50|0.0|1|0.0|2|7.934155233999999|2|1.267593379|-0.067327798|-0.003876697|0.010464577|2|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|10.94500743|-0.054716607|2|0.011379776|-0.173463805|-0.319215353|1|0.788327682|-0.041506802|0.71935296|-0.051509874|-0.080785633|0.435064196|-36.81915624|14.22401427|104.0753113|-0.026928544|10.16729727|150.45293569999998|0.700410304|-1.696498291|70.09526468|51.04317051|3036.874979|647.7242444|-1212.6536230000002|2147.355856|-13.75876844|0.299589696|16.75483549|0.7609056040000001|-866.8024118999999|27.48170624|900.2031356000001|12.34985404|1.0|4.17|0.37|20.0|-7.23|5.12|66.99|2.52|0.0|133.36|0.0|7.0|34.0|455.55|0.0|0.0|3.99|-5.1|0.0044|0.00361|3.91|0.0|0.0|5.87e-08|2.68e-05|-0.02606|3.63|4.1161|-1470.401544|-1470.3699789999998|780.4|1339.39|301.22|293.0|617.26|0.65332|0.63872|-1470.039226|-0.1701599999999999|-0.19622|0.03156473|7.1645|5.7375
12b_a36 (EW-7197)|0.0|0|0.0|0|7.412764017000001|2|1.2970445309999998|-0.104514139|-0.008137593|-0.082283951|2|0.027495626|0.0|-0.439429998|-0.002526241|-0.098032695|10.96052467|-0.056994595|1|-0.000673716|-0.101303149|-0.442656599|1|0.819222745|-0.001567914|0.698414933|-0.081357853|-0.10866747|0.458627252|-50.90136206|13.41367899|81.63796416|-0.039120289|8.392238798|5.958751634|0.746747352|-1.956014468|80.95733534|64.31504105|2772.832013|477.6935927|-1223.776156|2338.370858|-15.31305729|0.253252648|12.52485821|0.851455231|-765.6528642999999|32.77617664|595.8790650000001|12.96977113||||||||||||||||||||||||||-0.04975|3.41|3.7725|-1332.180029|-1332.147999|659.48|1104.61|328.66|322.25|486.64|0.6824899999999999|0.69991|-1331.9479310000002|-0.15571|-0.20546|0.03202977|7.3101|8.1549
12aa_a30|0.0|0|0.0|0|7.412764017000001|2|0.604983643|-0.101407312|-0.008848121|-0.028524865|2|-0.014017531|0.0|-0.539735362|0.003529389|0.059360681|10.31162784|-0.007369513|1|0.005111479|-0.12254489|-0.394520145|1|0.809127478|0.024991407|0.794193541|-0.078042288|-0.101368383|0.418522684|-54.50378741|21.58471858|55.0567406|-0.033789461|15.0745057|0.0|0.630759573|-1.925999268|91.51563481|76.08850600000001|3115.249471|567.5458219999999|-1345.094532|2455.130164|-16.48066156|0.369240427|16.21199661|0.872457337|-939.3977091|37.41227352|792.3440337000001|20.72118575|0.0|0.0|0.21|17.0|-6.83|2.63|100.11|2.2|0.0|140.26|0.0|7.0|33.0|458.54|0.0|0.0|2.52|-5.0|0.00113|0.00456|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|-0.04966|3.34|3.4642|-1804.818818|-1804.784381|748.78|1275.73|357.9|238.78|605.07|0.30341|0.68642|-1804.516348|-0.1472099999999999|-0.19687|0.03443621|6.4878|8.1135
28_a47|0.0|1|0.0|1|6.842683282|0|1.4201653580000002|-0.053792245|-0.009689834|-0.23494583|2|0.023813594|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|1|-0.010153352|-0.046265509|-0.435485503|2|0.832144916|-0.175007067|0.614975047|-0.1132830309999999|-0.106779291|0.310094808|-67.33744077|15.50250691|365.2310214|-0.038135461|9.214964819|83.61576722|0.65225927|-1.601689367|82.27079846|82.83994768|2616.1598940000003|359.8303775|-952.0725426|1337.037733|-13.47449501|0.34774073|14.91533234|0.8964208090000001|-565.9287905|34.75365534|428.5826478|18.79929562|1.0|2.03|0.05|21.0|-6.92|3.84|98.72|1.67|0.0|99.2|0.0|5.0|28.0|380.35|0.0|1.0|2.4|-3.66|0.0816|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|-0.05471|3.51|3675.0|-1335.759232|-1335.722248|599.88|995.5|337.37|337.37|461.73|0.69002|0.69002|-1335.571655|-0.15049|-0.2052|0.03698465|8.17|7.6
16_a4|0.0|0|0.0|1|7.535296702|1|1.398650725|-0.219944434|-0.00228637|-0.095499301|1|0.007101649|0.0|-0.089168424|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|0.006466406|-0.018051608|-0.214481956|1|0.774455255|-0.0894138519999999|0.482473457|-0.073335635|-0.080093659|0.292255386|-36.11951685|6.761192037000001|13.51923899|-0.033372358|3.330045338|74.430775|0.832461695|-1.201404885|45.11883447|42.88070889|2101.6948030000003|389.0176968|-591.7200271|1522.164774|-8.095443438|0.167538305|10.19502391|0.837568182|-291.4359638|19.74465314|322.8922084|5.67083266|0.0|3.08|0.11|17.0|-6.36|4.96|30.71|3.44|0.0|85.02|0.0|2.0|23.0|309.31|0.0|1.0|3.91|-4.43|0.0371|0.0114|3.59|0.0|0.0|4.33e-07|0.000134|-0.03965|4.05|4.2257|-1057.494456|-1057.478071|515.68|856.55|293.41|274.85|407.99|0.51149|0.54061|-1057.3808390000002|-0.17375|-0.2134|0.01638524|1.9873|6.4647
10_a1|0.0|0|0.0|0|6.86171134|0|1.435871163|0.0883621719999999|-0.014135827|-0.23385288|1|0.049971022|0.0|-0.621976404|-0.012672753|-0.020225596|10.94957578|0.010430299|1|-0.0106277489999999|-0.019835038|-0.623957903|1|0.7227844929999999|-0.0369911079999999|0.658433571|-0.116648443|-0.10949971|0.126889306|-65.97424138|8.34295348|212.8090837|-0.045402319|4.718623023|64.49041745|0.8340962559999999|-1.861495069|70.6564636|74.31719486|2432.447088|378.9193385|-1052.827816|1768.2330920000002|-14.52342192|0.165903744|13.65143394|0.850732895|-595.4602985|30.78628757|433.2550452|8.725415617000001|1.0|2.18|0.0|23.0|-8.02|5.06|78.87|2.78|0.0|99.61|0.0|4.0|27.0|359.35|0.0|1.0|3.7|-4.73|0.00372|0.00673|3.64|0.0|0.0|9.53e-09|3.42e-06|-0.06802|5.81|3.4067|-1223.159954|-1223.125689|585.51|979.35|363.94|363.94|464.77|0.70345|0.70345|-1222.969096|-0.13576|-0.20378|0.03426532|7807.0|5.8239
14v_a23|0.0|1|-4.844615416|2|7.423568444|0|1.1979575059999998|0.135774541|-0.014768546|-0.299484129|2|0.055572317|0.636416435|-0.8122700340000001|-0.002390707|0.017156562|10.3132174|-0.015149431|2|-0.0004039459999999|-0.0962526|-0.650246427|2|0.787538583|0.132882353|0.575188253|-0.067342061|-0.09479984|0.31419322|-44.4776373|13.08518422|78.86310829|-0.042752869|8.64241561|0.912757854|0.788328659|-2.180396311|76.42257099|57.56282152|3399.4261450000004|605.3933675|-1440.093681|2679.111279|-18.64987284|0.211671341|14.26610767|0.84234449|-951.143515|35.81898321|676.4530574|13.80980223|0.0|3.46|0.09|26.0|-7.95|6.18|114.25|3.04|1.0|126.97|0.0|7.0|35.0|495.48|1.0|0.0|4.28|-6.0|6.38e-05|0.0004969999999999|4.76|0.0|0.0|1.12e-08|5.57e-06|-0.07843|5.17|3694.0|-2042.182282|-2042.161744|679.5|1206.02|335.64|335.64|533.44|0.6017100000000001|0.6017100000000001|-2041.93452|-0.1524299999999999|-0.2308599999999999|0.02053833|6.3758|8.4001
4i_a46|0.0|0|0.19654443|1|7.825245291|1|1.1346370959999998|-0.167244168|-0.002360192|-0.018872727|1|-0.088884176|0.0|-0.127450387|0.012211602|-0.160741899|10.94638684|-0.125773054|1|0.011931187|-0.060809732|-0.22302552|1|0.749522825|-0.0656636|0.7172344890000001|-0.058565229|-0.075208437|0.263514985|-33.08099617|8.847405392999999|67.51603424|-0.025069479|4.997521397|70.55661087|0.763831778|-1.278543436|49.04951810000001|41.92840157|2200.19132|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|0.2361682219999999|10.47951666|0.685288314|-407.9368676|18.53900079|579.2365607|6.567484272000001|0.0|3.5|0.36|17.0|-7.3|5.07|39.94|3.06|0.0|105.43|0.0|3.0|26.0|347.45|0.0|1.0|4.16|-5.04|0.00403|0.00317|4.38|0.0|0.0|5.04e-08|1.75e-05|-0.01646|4.46|4.4232|-1092.730494|-1092.70435|611.74|1058.5|280.31|229.66|546.24|0.41877|0.69035|-1092.473422|-0.18438|-0.20084|0.02614355|3.8696|6.2132
15d_a10|0.0|0|0.0|1|7.535296702|2|1.343850133|-0.233802395|-0.002831383|0.0370874879999999|3|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|10.92970801|0.007032164|1|0.011249462|-0.1786649189999999|-0.1945202089999999|2|0.745184875|0.02497303|0.71456262|-0.057588609|-0.070612242|0.565801561|-38.80896881|15.37766538|67.59624856|-0.018829931|10.36301002|141.0919598|0.471900166|-1.129795872|66.95020436|54.18663419|2967.522813|590.402322|-761.3695352999999|2036.192049|-8.551449923|0.5280998339999999|16.02072769|0.900629528|-513.0869954|26.89020509|825.4425942|19.36460841|1.0|4.01|0.35|21.0|-7.82|3.44|65.3|1.54|0.0|131.43|0.0|6.0|33.0|441.52|0.0|0.0|3.18|-4.38|0.0739|0.0182|2.75|0.0|0.0|1.5e-08|6.62e-06|-0.05002|2.05|3.8591|-1430.8144619999998|-1431.051425|737.09|1266.87|321.28|221.39|565.91|0.3685|0.6814100000000001|-1430.733658|-0.15916|-0.20918|-0.23696253|3.8163|7.1612
32_a47|0.0|1|0.0|1|6.842683282|1|1.216307925|-0.1746026239999999|-0.003573735|0.000921003|3|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|10.95005715|-0.044598914|1|0.002350172|-0.077485193|-0.2749014|2|0.810444864|-0.0094137619999999|0.634406338|-0.05770007|-0.0726950079999999|0.266433793|-41.57905445|13.90468487|28.55112477|-0.026060474|10.01980854|44.50423685|0.64116122|-1.381205148|68.76811937|55.48373932|2808.210157|613.6886524|-995.3056298|2255.632049|-13.53252578|0.35883878|15.53902041|0.794977846|-717.2238666000001|29.28959351|682.9868225|16.38361254|1.0|3.67|0.26|21.0|-8.82|5.07|67.66|3.11|0.0|125.17|0.0|5.0|31.0|436.91|0.0|1.0|3.94|-5.05|0.00674|0.0038799999999999|3.7|0.0|0.0|1.5e-09|6.55e-07|-0.05682|2.97|3.6829|-1778.127634|-1778.0970140000002|692.49|1184.76|336.65|252.79|548.86|0.48011|0.68986|-1777.843462|-0.1509599999999999|-0.20778|0.03062031|6.3139|7.0
LY580276_a4|0.0|0|0.0|1|7.535296702|1|1.344599701|-0.156842923|-0.001543874|-0.020236527|1|0.0295482979999999|0.0|-0.063298854|0.010217376|-0.172607392|10.94681614|0.011772853|1|0.009622161|-0.019747846|-0.191806286|1|0.7921620090000001|0.035666446|0.518109998|-0.057317455|-0.071023484|0.243350596|-27.6229776|4.207217677|11.22286434|-0.028035586|2.027582675|82.46094409|0.8478469959999999|-1.065352257|38.23432817|31.83019528|1948.220005|418.5688558|-513.4247728|1511.5340210000002|-6.511436537000001|0.152153004|9.693623538|0.7764939829999999|-247.4345884|15.93586849|345.4102548|4.0060099860000005|1.0|3.04|0.22|17.0|-6.56|4.43|30.71|3.13|0.0|84.74|0.0|2.0|22.0|293.34|0.0|1.0|3.69|-4.21|0.0624|0.0181|3.35|0.0|0.0|2.75e-07|8.08e-05|-0.0225|3.64|4.4918|-959.4958788|-959.4723321|519.23|865.23|276.03|234.01|402.99|0.36903|0.68002|-959.356125|-0.18746|-0.2099599999999999|0.023546627|3.2891|6757.0
31_a47|0.0|1|0.0|1|6.842683282|0|1.304326813|-0.075563891|-0.00869363|-0.171198936|2|-0.086842911|1.198626524|-0.417294247|-0.007525849|0.074881792|10.9497221|0.001073537|1|-0.006265667|-0.035190699|-0.441642572|2|0.856640117|-0.1978980839999999|0.6463892179999999|-0.10715233|-0.1056956209999999|0.486720182|-66.4670426|13.27533898|355.5321928|-0.037580665|8.234748813|81.01707367|0.70664003|-1.691129939|80.58054906|79.74238158|2689.159869|431.7441681|-1049.01504|1322.82831|-14.46018796|0.29335997|15.6194341|0.901520747|-650.7084581|32.98913783|513.2159236|15.01710904|1.0|2.38|0.1|21.0|-7.62|4.24|98.72|2.0|0.0|109.21|0.0|5.0|29.0|410.83|0.0|1.0|2.94|-4.39|0.0105|0.0166|2.86|0.0|0.0|2.42e-08|9.95e-06|-0.0532|4.2|3.6369|-1735.435432|-1735.400941|642.11|1079.4|340.91|311.96|508.69|0.68276|0.69894|-1735.225703|-0.15143|-0.20463|0.03449081|8.6244|7.8
9d_a40|0.0|0|0.0|1|7.515889085|0|0.604992329|0.007834411|-0.003961493|-0.022152094|0|0.153818743|0.89023715|-0.146575228|0.011823978|0.15723868|10.3119722|-0.137738587|2|0.010101686|0.0116099239999999|-0.4887998529999999|0|0.7572844040000001|-0.3969541689999999|0.55759121|-0.060319196|-0.071656839|0.002088915|-31.08478865|5.539796446|108.1468558|-0.031613312|2.854868966|50.47044708|0.8664205709999999|-1.074852592|41.42218692|36.6245851|2109.570685|485.2567189|-553.912646|336.6614768|-8.395657932|0.133579429|15.06105494|0.87714454|-285.4523697|18.80327978|346.9019309|4.49467719|0.0|3.63|0.06|20.0|-7.0|5.09|58.43|4.07|0.0|91.71|0.0|2.0|22.0|325.82|0.0|1.0|4.63|-5.65|0.0002399999999999|0.000727|5.16|0.0|0.0|1.01e-07|3.3e-05|-0.06906|4.7|3.3464|-1677.551678|-1677.540538|542.19|892.69|370.51|269.1|446.84|0.4557199999999999|0.69986|-1677.429981|-0.13875|-0.20781|0.01113991|7.9502|6.9706
18_a10|0.0|0|0.0|1|7.78113851|2|1.243178376|-0.182332901|-0.00309846|0.0307177839999999|2|-0.092424959|2.026949641|-0.1859075939999999|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|0.010573165|-0.091730492|-0.220292492|2|0.785539083|0.048377088|0.6886547670000001|-0.0575419659999999|-0.076052353|0.656664457|-36.52271591|12.12013168|40.99617452|-0.024889861|7.692822451|123.3621791|0.641615544|-1.368942347|61.38857307|48.64284759|2788.499133|562.0732377|-868.8874593|2137.914113|-10.02718922|0.358384456|13.51828833|0.876275815|-551.4954071000001|24.62214943|713.2632062000001|13.11704755|1.0|3.41|0.32|21.0|-7.88|4.66|62.06|2.14|0.0|119.81|0.0|5.0|31.0|412.48|0.0|1.0|3.67|-4.77|0.0138|0.00705|3.49|0.0|0.0|1.32e-08|5.44e-06|-0.0495699999999999|2.65|3.7977|-1336.433782|-1336.404041|687.19|1181.5|326.47|214.93|504.61|0.37729|0.6866300000000001|-1336.126835|-0.15735|-0.20692|0.02974086|5.9029|6.8861
8e_a8|0.0|0|0.0|1|7.05012252|0|1.394799502|-0.018155171|-0.010579355|-0.205927741|0|-0.000766016|0.0|-0.539547088|-0.005310149|-0.102167262|10.94332438|-0.051339286|1|-0.004224671|0.090898585|-0.475941912|0|0.7233950809999999|0.02023118|0.636205913|-0.115572516|-0.105450888|0.280304418|-70.49962428|12.87136047|106.0087621|-0.04393787|7.851573274|76.40535608|0.803307236|-2.109017754|75.57562034|83.37098475|2692.975753|403.5112981|-1286.50794|2080.07805|-16.34946208|0.196692764|14.52755918|0.935150832|-784.77418|33.36487904|561.882658|11.25022336|0.0|2.98|0.04|23.0|-7.78|4.17|90.11|3.4|0.0|111.81|0.0|5.0|30.0|403.41|0.0|0.0|3.71|-4.9|0.00215|0.00504|3.69|0.0|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|7.22|3.2737|-1376.957298|-1376.924308|639.38|1090.07|378.73|267.77|526.86|0.50055|0.7013|-1376.708067|-0.13719|-0.19972|0.03298991|7.7951|4.7014
12l_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044247|-0.0944961519999999|-0.0076430169999999|-0.008712073|2|0.128666217|0.0|-0.4203659179999999|-0.000143196|-0.05158636|10.95423322|-0.0452558729999999|1|0.001194592|-0.098598933|-0.428857427|1|0.8174432229999999|-0.041707369|0.8212311840000001|-0.079972189|-0.107815735|0.3827446779999999|-52.05361632|14.33450402|39.27257375|-0.038052612|9.330278191|1.281955437|0.7379583590000001|-1.940683231|83.76912404|66.38812034|2843.514589|549.2389652|-1263.1838810000002|2385.788754|-16.12160667|0.262041641|13.88638723|0.8586718990000001|-822.2019402000001|33.56329135|642.3830552000001|13.59224175|0.0|0.0|0.13|17.0|-6.66|1.76|92.99|1.38|0.0|128.47|0.0|5.0|31.0|406.44|0.0|0.0|1.77|-4.29|0.0111|0.0206|2.95|0.0|0.0|2.21e-07|8.97e-05|-0.0510399999999999|2.98|3.8619|-1325.194654|-1325.15957|686.83|1155.07|321.05|321.05|530.75|0.6925|0.6925|-1324.954011|-0.15869|-0.20973|0.03508404|7.2021|7699.0
13_a10|0.0|0|0.0|1|7.535296702|1|1.343837907|-0.059862024|-0.0057715859999999|-0.055497169|2|-0.093280469|1.794073077|-0.259721373|0.00384732|-0.002128014|10.9296146|-0.001592366|1|0.003791547|-0.017015286|-0.345108701|2|0.78472614|0.00746881|0.736686715|-0.094726989|-0.082327045|0.4676169839999999|-47.88975806|6.168030793|174.7319717|-0.030119651|3.118282386|0.0|0.7144943490000001|-1.234905671|51.21590298|54.05778885|2261.82488|413.5584641|-624.3134531000001|1630.880014|-7.698174391|0.285505651|9.209972585|0.816739845|-315.62515|21.31179541|422.96706330000006|9.595006108|1.0|2.58|0.15|21.0|-6.6|3.81|63.83|1.88|0.0|97.14|0.0|2.0|25.0|328.37|0.0|1.0|2.91|-4.1|0.0576|0.0258|2.76|0.0|0.0|2.49e-07|8.170000000000001e-05|-0.05022|2.48|3.8419|-1065.874094|-1065.839441|550.83|926.41|322.72|212.63|376.77|0.34881|0.68386|-1065.68351|-0.15937|-0.20959|0.0346535|5.3726|6.7959
15b_a10|0.0|0|0.0|1|7.535296702|1|1.3438370730000002|-0.197213588|-0.002413027|0.024214591|2|-0.111812184|2.0455289690000003|-0.149607679|0.011484257|-0.082365722|10.92966694|-0.058911857|1|0.011928706|-0.174170642|-0.195505087|2|0.791078367|-0.058258414|0.7199249390000001|-0.046334564|-0.07358373|0.697099355|-31.76194123|10.94939968|43.96642219|-0.024105015|7.505718446|118.6253241|0.670236374|-1.398090862|62.53159836|42.7113409|2716.468606|631.9674549|-958.3791518|2603.829652|-11.32690674|0.329763626|11.42472965|0.706711759|-656.9605906|24.65365821|766.4127559|12.09059037|1.0|3.89|0.32|21.0|-8.18|4.44|56.07|2.14|0.0|123.73|0.0|7.0|31.0|413.51|0.0|0.0|3.66|-4.64|0.0185|0.00943|3.49|0.0|0.0|6.609999999999999e-09|2.73e-06|-0.04734|2.74|3.7625|-1317.766641|-1317.736865|721.17|1231.3|329.52|215.17|587.53|0.46711|0.68906|-1317.429772|-0.15579|-0.20313|0.02977516|6.1384|7.0706
3_a4|0.0|0|0.0|1|7.535296702|1|1.343866299|-0.241609351|-0.001141383|0.03287721|2|-0.07806942|2.180369373|-0.0502208409999999|0.011825591|-0.010537082|10.92992985|0.050638298|1|0.011276682|-0.048796855|-0.133874898|2|0.773786787|-0.0862461019999999|0.623172012|-0.052578183|-0.06572153|0.462670692|-25.5405205|5.133610255|12.23442244|-0.024645574|2.493716402|40.30885999|0.7196876640000001|-0.985822953|39.38579676|30.67413075|2159.04913|446.8068266|-478.8760237|1602.411021|-5.815502811|0.280312336|8.486341272999999|0.7560922609999999|-232.6201124|16.63485592|409.0289917|7.460728516|1.0|2.86|0.15|21.0|-7.19|4.11|43.6|2.44|0.0|95.12|0.0|2.0|24.0|312.37|0.0|1.0|3.31|-4.26|0.0617|0.0173|3.12|0.0|0.0|6.49e-08|2.03e-05|-0.04964|2.66|4.0639|-990.6395508|-990.6149055|535.44|905.23|305.09|252.57|350.36|0.58445|0.58615|-990.467184|-0.17005|-0.21969|0.024645265|3205.0|6983.0
