molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
36_a18|0|0|0|0.0|0|7.03438793|2|2|1.25117638|0.050448408|-0.006407141|4.844187086|-0.020339784|1|0.036625514|-0.05224259|-0.442092758|-0.000451777|10.94702093|0|-0.079553246|-0.079721028|-0.493920601|0|0.7343989059999999|0.0059061|0.780206307|0.721836103|0|0.804293867|-0.07777765|-0.079805761|-55.38202488|-56.82615305|6.722004572|110.8288932|0.195706133|139.3536816|83.34177364|0.812056067|-2.074949798|65.59412783|-22.73046122|2979.013751|-1477.479979|-16.1853561|0.187943933|18.21710397|-1052.048147|27.99124609|0.0123136069999999|1819.430996|8.767974776|1.0|1.0|0.0|1.0|1.0|3.0|4.19|0.0|0.28|18.0|-9.16|85.29|3.13|2.0|146.24|7.0|-5.68|-6.18|466.57|2.8|2.09e-06|0.00242|4.18|0.0|6.87e-10|3.210000000000001e-07|3.1908|7.75|3.1908|-1493.661092|769.73|1350.57|388.57|0.69372|0.69372|0.4674|-0.13133|0.02564498|-1493.333297|32.0|7.4949
5a_a40|0|0|0|0.0|1|8.149890544|0|1|0.604913477|-0.116583806|-0.004609716|6.167516491000001|0.059258947|0|0.0388888889999999|-0.108428634|-0.152120625|0.011345707|10.31198338|2|-0.191663433|0.004130836|-0.363338726|0|0.538671739|-0.0395444479999999|0.820901326|0.5263598389999999|1|0.8531783270000001|-0.078132307|-0.090991462|-34.5789643|-40.27003217|9.135164355|174.99981530000002|0.146821673|64.97877226|52.43850484|0.8224652720000001|-1.091897544|46.06507254|-16.10801287|1847.672595|-483.24038600000006|-7.128912782|0.177534728|10.7779923|-213.8673835|19.58503709|0.0130940839999999|587.5511127|5.795040371|1.0|0.0|1.0|0.0|1.0|0.0|3.04|2.49|0.21|14.0|-4.05|75.5|1.85|0.0|74.15|3.0|-4.13|-5.9|269.32|2.8|7.49e-05|0.0574|2.88|0.0|8.950000000000001e-05|0.0241|3.7921|4.36|3.7921|-1177.5835470000002|466.79|757.45|326.96|0.69499|0.69499|0.4461|-0.15066|0.01514427|-1177.555706|81.0|7.0915
13a_a6|1|0|0|3.417162147|0|7.412764017000001|1|1|1.430639975|-0.042110772|-0.01115741|5.351858133|-0.0265090529999999|1|0.041767677|0.031837397|-0.602500119|-0.00460563|10.95129557|1|0.05269025|-0.10896749|-0.488098052|1|0.850080948|-0.091892803|0.8299950709999999|0.8013954109999999|0|0.77450544|-0.094081761|-0.113446379|-61.52313164|-74.18628740000001|20.83876732|154.9639272|0.22549456|147.4582473|554.4922449|0.759912392|-2.042034827|87.37044493|-26.70706346|2820.31296|-1335.353173|-17.46461983|0.240087608|15.08351934|-873.2309916000002|35.14492428|0.02016134|1757.246214|13.18415753|1.0|1.0|1.0|1.0|1.0|2.0|3.53|3.2|0.12|23.0|-9.01|95.85|1.29|2.0|116.79|5.0|-5.51|-6.1|409.44|3.52|3.11e-06|0.00417|3.8|0.0|9.77e-10|4e-07|5.9934|4.04|3651.0|-1350.057702|695.29|1166.79|206.87|0.4816|0.70072|0.2697|-0.14969|0.02818646|-1349.895534|46.0|7.3372
20_a4|0|0|0|0.0|1|7.535296702|1|1|1.399905568|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|1|0.039635417|-0.061689675|-0.124135414|0.012265062|10.9459449|1|-0.098992154|-0.064248765|-0.211751813|1|0.691307598|-0.105783279|0.8404413829999999|0.665774148|0|0.918147288|-0.060595472|-0.072188305|-29.16642156|-34.74640079|11.03865532|63.27373076|0.081852712|39.3981702|68.49419443|0.6435852470000001|-1.010636274|46.45917085|-13.14728679|1982.961908|-486.4496111|-6.32818424|0.356414753|9.58599918|-234.1428169|20.4281979|0.024334176|755.8433223999999|11.71277006|1.0|1.0|1.0|1.0|1.0|0.0|3.23|3.06|0.11|17.0|-5.55|39.94|2.09|0.0|86.62|3.0|-3.46|-5.96|289.33|2.97|0.000346|0.0388|2.96|0.0|2.79e-06|0.000806|5.1778|2.73|4.0419|-934.2266312|517.72|861.05|239.45|0.5152|0.66028|0.1415|-0.16699|0.022349042|-934.150871|646.0|6.1898
14h_a23|0|1|1|0.0|2|7.423568444|0|0|1.197963488|0.043538466|-0.005921293|5.351858133|0.006191846|2|0.04255787|0.0316908439999999|-0.307907256|0.009895793|10.31321773|2|0.060820238|-0.0686282459999999|-0.4460845129999999|2|0.708395022|-0.05745554|0.860920386|0.669357479|1|0.923430574|-0.063825076|-0.081058742|-43.02851162|-54.6468131|14.81983413|41.34207782|0.076569426|51.620282|86.83095818|0.753100584|-1.621174834|67.44368679|-22.76950546|3010.418229|-1092.936262|-15.35036053|0.246899416|15.0735214|-736.8173055999999|30.23434844|0.018981866|1451.248725|12.79687369|0.0|0.0|1.0|1.0|1.0|1.0|3.47|3.2|0.04|26.0|-7.47|128.81|2.39|1.0|125.0|5.0|-5.68|-6.62|436.49|3.23|2.09e-06|0.00554|3.3|0.0|3.39e-08|1.4800000000000002e-05|4.0506|3.29|3.6689|-1722.148272|699.86|1190.62|306.09|0.67365|0.69933|0.2727|-0.15209|0.02796857|-1721.99264|5.0|8.3468
12a_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604984824|0.033691224|-0.006711725|5.351858133|-0.02919335|2|0.040166667|-0.096804291|-0.3557214489999999|0.005050384|10.31162903|1|-0.171649606|-0.053309522|-0.454270252|1|0.8421237309999999|-0.171895425|0.842671963|0.7961424690000001|0|0.836214716|-0.07699057|-0.097138462|-47.73588073|-60.22802588|10.10177981|85.47365107|0.163785284|101.5505506|0.0|0.805190202|-1.845630786|69.45678454|-23.35372432|2722.217443|-1144.332492|-14.47983299|0.194809798|13.88603128|-709.5118166|29.00398472|0.014884556|1421.195251|9.228758655|1.0|0.0|1.0|1.0|0.0|1.0|4.65|0.0|0.14|17.0|-6.64|81.65|2.82|2.0|127.28|5.0|-5.28|-5.98|398.48|2.63|5.23e-06|0.0056|3.87|0.0|2.3100000000000002e-07|9.21e-05|5045.0|3.82|3.4885|-1575.745502|668.81|1122.01|245.76|0.35338|0.68599|0.1511|-0.1481|0.03289568|-1575.597759|11.0|7.9469
1_a15|0|0|0|0.0|0|0.0|0|0|1.419940974|-0.22215316|-0.0084598019999999|0.0|-0.043374667|2|0.0381893|0.06459652|-0.541427319|0.001244652|10.95880609|0|0.096086011|-0.1816819589999999|-0.34192045|2|0.836466114|-0.001544849|0.74357498|0.795437721|0|0.875723465|-0.068077117|-0.1117462069999999|-44.01415991|-72.24770503|16.94887506|121.3844816|0.124276535|80.34898605|63.14412039|0.605927517|-1.899685524|90.40184737|-20.13460632|3000.975833|-1228.210985|-13.01770443|0.394072483|11.7078005|-794.0799704|33.22939752|0.0280791829999999|2026.993248|18.15414234|1.0|1.0|1.0|1.0|1.0|1.0|3.91|4.18|0.19|24.0|-10.02|74.73|2.2|3.0|132.94|8.0|-6.55|-5.38|457.52|4.68|2.830000000000001e-07|0.000495|5.23|0.0|9.53e-11|4.36e-08|4.3834|4.68|3.2188|-1510.117336|697.35|1271.06|282.85|0.64662|0.70553|0.0061|-0.1365|0.01894559|-1509.851127|44.0|7.3565
11b_a31|1|0|0|3.248213341|0|7.765993078999999|1|1|0.610137403|0.078614731|-0.01950528|5.733341277|-0.172248605|0|0.043380952|-0.078907688|-0.838727032|-0.014385937|10.31169957|2|-0.129901143|-0.101934423|-0.564706551|0|0.833717183|-0.074254978|0.889561759|0.7943850720000001|0|0.545458754|-0.143839236|-0.148709304|-80.0942166|-82.80602396|21.02499452|286.7721447|0.454541246|253.1028809|87.78853803|0.669723835|-1.784511651|100.3071755|-24.84180719|2410.572158|-993.6722875|-13.83270059|0.330276165|12.96936635|-553.3080237|37.09261324|0.0314298879999999|1483.70453|17.50115151|1.0|0.0|1.0|1.0|1.0|2.0|3.41|2.29|0.24|16.0|-5.45|125.57|0.79|1.0|92.51|5.0|-4.74|-6.73|357.38|2.69|1.82e-05|0.0637|2.46|0.0|3.59e-06|0.00128|3.8437|4.07|3.8437|-1520.0430279999998|589.56|969.71|322.57|0.70073|0.70073|0.2634|-0.15936|0.04215313|-1519.967224|0.53|6.2757
4m_a46|0|0|0|0.0|1|7.825245291|1|1|1.134637002|-0.245599013|-0.000686578|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|-0.0329557579999999|0.011122528|10.94319657|1|-0.487230027|-0.017992096|-0.098201489|1|0.615482006|0.011235955|0.7975218959999999|0.626578283|0|0.948973877|-0.067320375|-0.0672468|-35.4774406|-35.43866734|5.74716122|6.161736337000001|0.051026123|26.89046601|35.77391986|0.733236381|-1.008702005|41.88525631|-11.81288911|2133.331634|-531.5800101|-6.225322922999999|0.266763619|9.923886653|-280.1395315|16.11061509|0.012232753|724.9776792|6.446588969|1.0|0.0|1.0|1.0|1.0|0.0|3.59|2.9|0.29|17.0|-6.88|54.5|2.5|1.0|98.69|2.0|-4.52|-5.68|328.41|3.59|2.99e-05|0.0088|3.69|0.0|1.31e-07|4.31e-05|6.0419|3.45|4.3476|-1031.109224|558.63|975.72|205.21|0.38389|0.68505|0.1557|-0.18308|0.02920209|-1030.980844|1288.0|5.8901
21b_a23|0|1|1|0.0|2|7.525639975|0|0|1.197963051|0.094654108|-0.005936474|5.4161004020000005|-0.008526338|2|0.042455556|0.057405955|-0.326506055|0.01055698|10.31321725|2|0.107996329|-0.069382957|-0.481470603|2|0.7038407329999999|-0.078097375|0.8339434929999999|0.668547062|1|0.930728719|-0.0596425779999999|-0.083105261|-41.81114831|-58.25915868|10.15224639|41.6766724|0.0692712809999999|48.56114386|86.65837165|0.812334718|-1.745210489|67.68046598|-23.98906534|3074.083057|-1223.442332|-16.81701905|0.187665282|16.20152864|-857.6679716|29.53101081|0.013439264|1506.081551|9.421307298|0.0|0.0|1.0|1.0|1.0|1.0|3.59|3.42|0.08|26.0|-7.84|128.81|2.6|2.0|129.97|5.0|-6.1|-6.42|450.52|3.57|8.02e-07|0.00273|3.7|0.0|1.43e-08|6.45e-06|4.0023|3.57|3.6237|-1761.4722969999998|735.65|1247.38|309.79|0.57848|0.70139|0.2333|-0.15033|0.02657688|-1761.294175|85.0|7.0691
37_a18|0|0|0|0.0|0|7.03438793|2|2|1.251176176|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|1|0.036746032|-0.018268775|-0.385273662|0.002300582|10.94702064|0|-0.0276034839999999|-0.1483628609999999|-0.44541772|0|0.7100921609999999|-0.020149364|0.761336899|0.699483099|0|0.831783747|-0.068500679|-0.074857954|-50.09028298|-54.7389628|6.653112344|12.63119843|0.168216253|123.0060763|60.1335413|0.7648766029999999|-1.946306811|65.15554136|-20.92960342|3055.795406|-1423.213033|-15.30451633|0.2351233969999999|18.49074823|-1040.70711|27.36337253|0.0142451319999999|1860.709332|10.41657856|0.0|1.0|0.0|1.0|1.0|2.0|4.31|0.0|0.3|18.0|-8.82|76.5|3.33|2.0|151.14|7.0|-5.68|-6.14|480.6|2.93|2.08e-06|0.00161|4.36|0.0|1.51e-09|7.27e-07|3.2127|8.11|3.2127|-1532.974371|794.5|1395.35|385.91|0.69305|0.69305|499.0|-0.13194|0.02274574|-1532.622404|35.0|7.4559
12v_a36|1|0|0|3.468871488|0|7.412764017000001|2|2|1.297043692|-0.077763989|-0.008411281|5.351858133|-0.04314418|2|0.041767677|0.073329354|-0.487854327|0.00127667|10.96020642|1|0.123026459|-0.1430106119999999|-0.401336708|1|0.8913597320000001|-0.041914045|0.8792981679999999|0.84179881|0|0.802291339|-0.078158778|-0.105200486|-51.4172081|-69.20675352|17.85767346|113.7463918|0.197708661|130.0637965|0.462992841|0.6276553979999999|-1.788408258|88.07013157|-21.78731129|2846.057239|-1176.51481|-14.33290989|0.372344602|15.71271745|-773.9771341000001|34.71221847|0.02867403|1874.459798|18.86337805|1.0|0.0|0.0|1.0|0.0|2.0|4.82|0.0|0.17|17.0|-6.69|78.43|1.72|1.0|130.24|6.0|-3.95|-6.93|411.46|1.81|0.000113|35.0|2.65|0.0|2.03e-07|8.340000000000001e-05|3.8847|2.65|3.7035|-1347.442792|671.56|1150.38|319.16|0.69298|0.7016100000000001|0.0223|-0.15185|0.03275089|-1347.260743|14.0|7.8539
4d_a49|0|0|0|0.0|1|7.535296702|1|1|1.343847746|-0.06085453|-0.006135653|5.4161004020000005|-0.058204482|2|0.036555556|-0.090862681|-0.343596561|0.000607064|10.92777282|1|-0.151004418|0.000511959|-0.417231241|2|0.7745859279999999|0.023137464|0.834151595|0.749565191|1|0.752634646|-0.089942837|-0.085966608|-55.40321178|-52.95392476|8.392883773|85.21839288|0.2473653539999999|152.3727245|57.16412513|0.654728051|-1.461432343|66.51766234|-17.31186002|2658.242991|-900.2167208999999|-10.66380249|0.3452719489999999|15.09148245|-554.5177292999999|26.44129877|0.022019681|1374.947536|13.56373757|0.0|1.0|1.0|1.0|1.0|2.0|3.38|2.68|0.22|21.0|-7.58|98.72|1.25|1.0|115.63|6.0|-3.13|-7.7|398.46|2.27|0.000743|0.18|1.45|0.0|2.64e-08|1.05e-05|5.7447|2.99|3.8047|-1293.29417|668.09|1144.04|215.82|0.40593|0.6782100000000001|0.0879|-0.15888|0.0395418|-1293.107454|18.0|7.7447
28_a20|0|0|0|0.0|1|6.842683282|0|0|1.417203216|-0.013841559|-0.006492092|4.727387819|-0.114439513|3|0.0396875|0.091462964|-0.363557127|0.002234763|10.94963925|1|0.155263557|-0.016955137|-0.447096101|3|0.715067047|-0.06654421|0.812553182|0.690655217|1|0.7817507370000001|-0.086299346|-0.091179288|-57.59898971|-60.85602167|9.799649234|318.7453661|0.218249263|145.66665480000003|88.39175809|0.773641727|-1.823585765|71.98460956|-23.40616218|2865.917291|-1217.120433|-15.62203369|0.226358273|14.28413212|-812.3457521|30.25452396|0.016673728|1573.2352460000002|11.12858789|0.0|1.0|1.0|1.0|1.0|1.0|3.45|2.86|0.08|27.0|-8.8|99.58|1.73|1.0|122.8|5.0|-4.42|-6.96|420.47|3.04|3.77e-05|0.0156|2.68|0.0|1.57e-09|6.590000000000001e-07|4.7905|4.64|3.5798|-1368.32781|704.42|1198.32|258.81|0.50352|0.4701899999999999|0.0153|-0.15572|0.03534166|-1368.146882|255.0|6.5935
AKLKII_a46|1|0|0|2.917217813|0|6.605297921|0|0|1.4316666480000002|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|-0.129865138|0.006821053|10.96959256|1|-0.015805561|-0.037291767|-0.270506095|3|0.718266758|0.064690027|0.8264237520000001|0.687139108|1|0.837641394|-0.071827497|-0.089369278|-34.061229|-42.37969553|4.924591245|160.85204040000002|0.162358606|76.99187522|0.0|0.7721395329999999|-1.161800612|49.76981906|-15.74102977|2000.353437|-550.9360419|-7.464534402999999|0.2278604669999999|11.22955511|-261.2587041|20.38625028|0.015584114|713.5187596|7.390123534|1.0|1.0|0.0|1.0|1.0|1.0|2.81|1.6|0.06|21.0|-7.21|67.35|1.18|0.0|85.32|2.0|-3.24|-6.5|287.32|2.45|0.000578|0.0764|2.19|0.0|6.18e-08|1.7800000000000002e-05||||||||||||||181.0|6.7423
12_a3|0|0|0|0.0|0|6.823286122000001|0|0|0.605020506|0.167987916|-0.009093383|4.727387819|-0.118456941|2|0.042795699|-0.120694579|-0.336455156|-0.006049098|10.31163031|1|-0.218774634|0.017902469|-0.604704476|2|0.899733837|-0.125395523|0.784451598|0.841871246|1|0.829399708|-0.092838926|-0.096133903|-44.07517037|-45.63945658|5.258353635|239.2266101|0.170600292|80.99228663|76.23910943|0.830418645|-1.345874639|52.16354015|-18.79271742|2056.502939|-638.9523922000001|-8.921820355|0.169581355|10.50748861|-303.3418921|22.63041363|0.01374218|769.4340634|6.524083564|1.0|1.0|1.0|1.0|1.0|1.0|3.2|2.17|0.0|21.0|-6.89|92.93|1.6|1.0|90.49|2.0|-5.68|-5.3|304.37|3.23|2.07e-06|0.0044|4.03|0.0|1.3e-07|3.9500000000000005e-05|3263.0|2.94|3263.0|-1272.125792|515.23|847.25|379.97|0.69784|0.69784|0.5056|-0.13153|0.02620998|-1272.058487|3548.0|5.45
21_a34|0|0|0|0.0|1|8.002694162000001|2|2|1.425532331|0.026135784|-0.012535886|5.860786223|-0.091664226|1|0.036880342|-0.125881566|-0.7020096440000001|-0.001643445|10.94874873|1|-0.201539853|-0.254686357|-0.514364527|1|0.702772307|-0.015568862|0.796991578|0.660871869|0|0.676390843|-0.09533089|-0.117789944|-63.96857813|-79.03896823|22.9240533|168.9671187|0.323609157|217.1470086|77.34839362|0.728260094|-2.120218984|95.12565978|-27.89610644|3115.110331|-1422.701428|-18.7187412|0.271739906|13.65523159|-954.6558014|38.30514214|0.023973624|1953.562249|16.08669155|0.0|0.0|1.0|1.0|1.0|0.0|3.43|3.52|0.12|23.0|-7.68|86.55|1.72|1.0|122.59|4.0|-4.5|-6.83|438.43|3.03|3.14e-05|0.0085|3.02|0.0|2.07e-08|9.06e-06|4.3011|7.78|3091.0|-1483.305698|698.17|1182.6|288.26|0.6893199999999999|0.69292|0.0002|-0.13338|0.03023936|-1483.12009|3.36|5.4737
12a_a5|1|0|0|2.981252568|0|7.139660336|1|1|1.338814635|-0.256282289|-0.00166971|5.209486153|0.043132749|2|0.023108466|-0.0036987359999999|-0.09350376|0.00873078|10.94553751|1|-0.006024869|-0.057691345|-0.175245466|2|0.762866363|-0.063558439|0.829536345|0.741588813|0|0.894590896|-0.058605038|-0.067680123|-36.01436435|-41.59124655|5.032443973|13.74268646|0.105409104|64.77671525|0.0|0.746785093|-1.353602454|50.40529807|-15.99663329|2524.410428|-831.8249311000001|-9.830359239|0.253214907|16.12184989|-511.1786804|21.42066499|0.014342828|1113.8745800000002|8.814051518|0.0|1.0|1.0|1.0|1.0|1.0|3.06|2.96|0.21|23.0|-8.83|57.7|2.17|1.0|119.38|5.0|-4.27|-6.23|381.47|3.58|5.37e-05|0.00977|3.38|0.0|1.4800000000000003e-09|5.660000000000001e-07|4.6865|2.91|4.1610000000000005|-1201.990542|667.31|1140.24|264.55|0.50831|0.67169|0.0296|-0.17152|0.03567816|-1201.8082029999998|19.0|7.7212
14c_a23|0|1|1|0.0|2|7.423568444|0|0|1.197962449|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.043538647|0.04174584|-0.296935034|0.010682694|10.31321813|2|0.077009731|-0.071484865|-0.4589840189999999|2|0.722187957|-0.077808321|0.857184548|0.659570836|1|0.922935039|-0.0567889659999999|-0.0800086929999999|-37.73933093|-53.17009158|12.52192141|38.43627129|0.077064961|51.21382308|81.41541733|0.7834075309999999|-1.600173862|64.05912299|-22.62557089|2955.304496|-1063.401832|-15.0359121|0.2165924689999999|14.49533577|-706.6878684999999|28.88097191|0.016385474|1357.40568|10.88903141|0.0|0.0|1.0|0.0|1.0|1.0|3.4|3.6|0.05|26.0|-7.99|105.02|3.51|2.0|125.29|5.0|-6.13|-6.03|445.93|4.0|7.49e-07|0.00126|4.21|0.0|1.02e-08|4.55e-06|3.7031|4.1|3.7031|-2089.501598|693.64|1177.63|334.81|0.56781|0.56781|356.0|-0.15143|0.02236136|-2089.354057|2.0|8.6253
47p_a18|0|0|0|0.0|0|7.03438793|1|1|1.25117677|-0.001819106|-0.005394244|4.844187086|-0.04760181|0|0.037575758|0.025217016|-0.3775970529999999|0.00235332|10.94701988|0|0.037961877|-0.1736074389999999|-0.441700685|0|0.72025564|-0.082977829|0.7611910209999999|0.710266593|0|0.832954548|-0.06909945|-0.082580968|-51.14496913|-61.12351185|5.913843751|10.25627035|0.1670454519999999|123.6411353|48.48855261|0.818459442|-2.0645242|69.19354871|-22.80728054|2933.069245|-1528.087796|-16.88114242|0.181540558|19.41290064|-1131.036542|27.86610962|0.01090303|1867.029344|8.070036862|1.0|1.0|0.0|1.0|1.0|2.0|4.29|0.0|0.28|18.0|-9.03|76.5|3.13|3.0|144.53|9.0|-5.67|-6.07|468.59|2.9|2.13e-06|0.0025|4.35|0.0|9.35e-10|4.38e-07|3.2036|7.98|3.2036|-1493.731375|795.43|1391.71|387.01|0.6937800000000001|0.6937800000000001|595.0|-0.13118|0.02843634|-1493.407248|64.0|7.1938
1m_a5|1|0|0|2.934162514|0|6.605297921|0|0|1.3047206409999998|-0.252787668|-0.002410445|4.59511985|-0.005518104|2|0.026339869|-0.07112464|-0.096417794|0.006422789|10.94856032|1|-0.118494698|0.042813643|-0.2274929269999999|2|0.691858366|-0.022280685|0.851987765|0.63664685|0|0.8823955520000001|-0.070959368|-0.071478865|-37.380714700000006|-37.65438054|4.7571353730000006|154.6334216|0.117604448|61.95289543|0.235629561|0.73847373|-1.072182971|46.74648368|-15.26528941|2183.167528|-564.8157081|-8.041608085|0.26152627|13.35855701|-297.5394992|20.67140479|0.0172594319999999|764.8419772000001|9.092103139|1.0|1.0|0.0|1.0|1.0|1.0|2.69|2.11|0.0|23.0|-8.63|54.46|2.4|1.0|95.5|3.0|-4.52|-5.71|332.79|3.63|2.99e-05|0.00607|3.69|0.0|2.35e-09|7.82e-07|4.6678|3.48|4.3983|-1410.88022|553.42|926.13|265.61|0.4527899999999999|0.45426|0.2373|-0.1778|0.03223201|-1410.833395|43.0|7.3665
41_a47|0|1|1|0.0|1|6.842683282|0|0|1.420292383|-0.225923786|-0.004083905|4.727387819|-0.072088843|3|0.042537538|-0.080388467|-0.187859623|0.003530307|10.98214139|1|-0.178132441|-0.1430639269999999|-0.276217719|3|0.62974551|0.123676975|0.900915114|0.609110565|1|0.823168463|-0.061101947|-0.0899793719999999|-34.50740631|-50.81597048|10.36256127|54.15850042|0.1768315369999999|99.86584673|0.0|0.653147815|-1.259711209|63.84353454|-16.54473457|2374.594252|-711.4235867000001|-9.34366093|0.346852185|12.96444871|-401.77742|25.33076615|0.023067788|1089.222944|13.02756406|1.0|1.0|1.0|1.0|1.0|1.0|3.18|3.18|0.16|21.0|-7.47|68.52|1.75|0.0|99.09|4.0|-3.57|-6.66|348.38|3.06|0.000267|0.0436|2.49|0.0|3.36e-08|1.17e-05|4.0167|2.41|3.7144|-1162.462261|603.1|995.43|308.67|0.6779|0.68638|0.2504|-0.15208|0.02982752|-1162.342476|0.01|8.0
2_a49|0|0|0|0.0|1|7.535296702|1|1|1.3438506419999998|-0.084499704|-0.004112807|5.4161004020000005|-0.03981057|2|0.038726287|-0.100166139|-0.189189114|0.004524556|10.92973199|1|-0.170631119|0.032521855|-0.320124905|2|0.802447754|0.00991453|0.851413454|0.7701578720000001|1|0.81348014|-0.08647612|-0.079176085|-44.066695|-40.34672657|5.634353797999999|226.4450566|0.18651986|95.04720801|0.0|0.7154059890000001|-1.187641272|49.26352575|-14.409545199999998|2244.518609|-605.2008985|-7.34284831|0.284594011|10.38394173|-308.399629|20.14177325|0.017498253|845.9544764000001|8.91679918|0.0|1.0|0.0|1.0|1.0|1.0|3.09|2.5|0.15|21.0|-6.82|69.62|1.88|0.0|99.52|2.0|-3.53|-6.57|327.38|2.76|0.000292|0.0421|2.43|0.0|1.51e-07|4.94e-05|5.4614|1.79|3743.0|-1045.981819|553.52|941.6|227.02|0.34449|0.68172|0.0572|-0.1555099999999999|0.0366366999999999|-1045.8595810000002|59.0|7.2291
12ay_a36|1|0|0|3.50559949|0|7.412764017000001|2|2|1.2970434|-0.05976542|-0.006733838|5.351858133|-0.043778345|2|0.043383838|0.1012005419999999|-0.404030255|0.003676818|10.9463292|1|0.1689021819999999|-0.101854847|-0.438622276|1|0.902377067|-0.111814717|0.833398429|0.857993338|0|0.829406408|-0.074251203|-0.098945129|-48.12939044|-64.13591431|11.67851857|126.7858133|0.170593592|110.578217|8.677627506|0.778164805|-1.978902589|74.29343346|-22.90568368|2766.899844|-1282.718286|-14.84739041|0.221835195|11.82248632|-831.4538627999999|29.43551742|0.015670425|1648.388976|10.15751916|1.0|0.0|0.0|1.0|0.0|2.0|4.96|0.0|0.21|17.0|-7.34|69.2|2.45|1.0|133.68|5.0|-4.54|-6.38|409.49|2.42|2.8600000000000004e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|3.9348|3.79|3.6561|-1311.547668|674.33|1184.45|315.09|0.6727|0.6914|0.1464|-0.15056|0.02880431|-1311.343228|18.0|7.7447
14j_a23|0|1|1|0.0|2|7.423568444|0|0|1.197963927|0.074424082|-0.006327927|5.351858133|-0.071396109|2|0.046283951|0.037350515|-0.322724299|0.007671236|10.31321824|2|0.087218599|-0.073945564|-0.463194548|2|0.616699629|-0.091426449|0.864845456|0.5935522360000001|1|0.8454521620000001|-0.062203032|-0.082226482|-40.35191855|-53.34139172|13.28905737|40.38957571|0.154547838|100.2571987|83.17168000000001|0.7739671709999999|-1.644529644|64.88069411|-22.69846456|2943.385528|-1066.827834|-14.72479008|0.226032829|15.57933561|-692.0651337|29.32742551|0.017787992|1378.388999|11.53930239|0.0|0.0|1.0|1.0|1.0|1.0|3.39|3.41|0.05|26.0|-7.67|105.02|3.4|2.0|120.24|5.0|-5.58|-6.31|429.47|3.77|2.66e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|3.6671|3.72|3.6671|-1729.1379190000002|670.6|1142.37|338.1|0.65128|0.65128|0.3886|-0.14816|0.02207124|-1728.988797|4.0|8.3883
