molecula|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|TPSA_x|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Lipinski|log P|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
8k_a46|7.727094485|1|1|0.300205953|2.105349622|0.1436554669999999|-0.006208399|-0.380857136|-0.061030265|0.0|-0.002099764|10.31928125|1|0.002202734|-0.1017929319999999|-0.030019362|-0.050069565|2|0.73768327|0.095179795|0.8341090329999999|0.687020939|0|0.7381768390000001|-0.0863473759999999|0.400181795|0.009441365|-61.95565276|187.86239430000003|4.860695117|19.34993627|0.8265691140000001|-44.4725532|68.75557551|0.4938768979999999|529.6539372999999|2328.360804|-17.04077386|0.173430886|7352.280688|124.4394929|-1022.446432|28.73282642|0.0112621819999999|865.6610153999999|8.080799245|1.0|1.0|1.0|1.0|2.0|2.82|0.24|23.0|-8.66|2.94|5.37|1.86|1.0|0.0|132.47|0.0|1.0|5.0|-5.74|6.0|-6.75|0.0|0.0|3.29|1.82e-06|0.0|7.63|742.04|302.15|0.1354|642.39|0.41618|0.5577300000000001|-1844.970617|-0.16967|3.4118|-0.20954|0.04718819|-1845.037411|3.8107|147.0|6.8327
12h_a40|7.515889085|0|0|0.60499064|1.760542171|0.104392974|-0.008044548|-0.107711573|0.208938531|0.803557099|-0.000134504|10.31197256|2|-0.002126898|0.367928263|0.127299624|0.224167029|0|0.809398262|0.116873629|0.845904643|0.6948809659999999|1|0.839481749|-0.091448888|0.006997021|0.0117142839999999|-48.34705035|84.86252967|3.274152035|59.68939644|0.844008584|-26.67382585|56.64687411|0.4958138139999999|443.8158546|603.6697997|-10.84365353|0.155991416|5087.343024|82.46928995|-357.8405665|24.30173133|0.012453938|350.9435025|6.584127851|1.0|1.0|1.0|1.0|1.0|3.0|0.0|20.0|-6.84|4.59|5.02|3.76|2.0|1.0|96.16|0.0|1.0|2.0|-6.25|2.0|-5.13|0.0|0.0|4.22|5.58e-07|0.0|4.14|548.82|469.0|0.3985|435.95|0.6503899999999999|0.7041|-2153.072091|-0.1092|2.5573|-0.18432|0.02044063|-2153.123274|3.5425|823.0|6.0846
18_a34|7.423568444|1|1|1.4547811819999998|1.801574074|-0.063113846|-0.014733513|-0.101546926|-0.100548575|0.0|-0.001615187|10.9595763|1|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|1|0.759292258|0.0468829359999999|0.8584852479999999|0.713979177|0|0.68981472|-0.129784908|0.295523326|0.040845819|-71.65163761|171.24705480000003|12.44948722|54.26737825|0.695849945|-27.53138148|72.41862911|0.441058733|380.8328339|1774.550004|-12.87916264|0.304150055|5296.289007|167.9151283|-553.8039936|33.52510165|0.027385869|428.6241319|15.11918774|1.0|1.0|0.0|1.0|0.0|3.61|0.21|17.0|-5.65|3.13|3.15|1.49|1.0|0.0|93.91|0.0|2.0|5.0|-4.32|6.0|-6.26|0.0|1.0|2.89|4.77e-05|0.0|5.07|592.04|300.68|0.3525|483.87|0.56101|0.60488|-1199.101028|-0.17549|5.0935|-0.21474|0.02902032|-1199.158044|6.7806|2.43|5.6144
21_a10|7.535296702|1|1|1.343837211|2.093218896|0.036507898|-0.009308076|-0.085463279|-0.032405474|1.817620533|0.001533145|10.92966143|1|0.002099681|-0.051564917|-0.0236638829999999|-0.03765494|2|0.7135035209999999|0.057775125|0.81962595|0.68876002|1|0.7747854129999999|-0.084654798|0.8663152820000001|0.018892889|-59.80834512|159.11338909999998|9.430154402|74.3822498|0.704106635|-45.44837698|77.676969|0.391384102|547.3834282|2701.142106|-16.4322688|0.295893365|7048.414464|209.0477207|-887.342515|33.03306591|0.022638817|746.5727327999999|15.99425187|1.0|1.0|1.0|0.0|1.0|3.17|0.11|27.0|-8.71|4.47|5.6|2.81|2.0|0.0|128.59|0.0|1.0|5.0|-5.77|6.0|-6.07|0.0|0.0|4.04|1.69e-06|0.0|5.57|716.1|321.21|0.2574|517.44|0.4226399999999999|0.68165|-1485.216871|-0.16178|1.5138|-0.2226|0.03802869|-1485.278495|1.1872|4.8|5.3188
9a_a40|7.515889085|0|0|0.604993021|1.865740741|-0.028285975|-0.003680068|-0.020455825|0.168990628|0.921628874|0.01310675|10.31197235|2|0.011966382|0.291102625|0.009844552|0.016958188|0|0.624889926|-0.394662853|0.749764251|0.61091688|1|0.937600185|-0.072887601|0.002467659|0.011033601|-35.24260989|30.17155594|2.579562688|51.49564873|0.868476591|-14.03449109|34.36063715|0.493941591|453.3484005|336.39741360000005|-7.51786994|0.131523409|3991.317015|63.59419322|-255.607578|17.90285474|0.008714375|323.79254|4.213574358|1.0|1.0|0.0|1.0|0.0|3.28|0.06|20.0|-6.4|4.58|4.43|3.57|1.0|0.0|86.7|0.0|1.0|2.0|-5.49|2.0|-4.85|0.0|1.0|4.08|3.24e-06|0.0|4.07|515.96|373.53|0.4746|411.01|0.47831|0.69958|-1217.825264|-0.13808|3.8656|-0.20303|0.01109672|-1217.873686|5.09|214.0|6.6696
12k_a36|7.412764017000001|2|2|1.297043952|0.0|-0.076124222|-0.0071232019999999|-0.063399056|0.096315593|0.0|0.002782748|10.94908765|1|0.003724542|0.163804836|-0.095253274|-0.1619981409999999|1|0.90500247|-0.09344781|0.8647233590000001|0.856135378|0|0.8427704640000001|-0.101946803|0.367754573|0.018067063|-67.14870046|103.5614526|7.838185977999999|0.0|0.7806817009999999|-32.84907515|61.7723974|0.478908312|555.1026569|2294.707886|-16.38090333|0.219318299|6027.033337|144.457092|-884.5687799000001|31.85663123|0.016847116|698.847203|11.0965905|1.0|0.0|1.0|0.0|2.0|0.0|0.12|17.0|-7.01|3.62|2.42|2.38|1.0|0.0|133.84|0.0|1.0|6.0|-4.58|4.0|-6.34|0.0|1.0|2.37|2.6e-05|0.0|3.83|697.92|338.46|0.3116|530.51|0.5249199999999999|0.70031|-1310.072976|-0.15053|5.7818|-0.20023|0.03274587|-1310.134752|7.3988|14.0|7.8539
14e_a23|7.423568444|0|0|1.197957573|3.052208981|0.059967018|-0.008865361|-0.272389934|0.023369734|0.650989437|0.001027627|10.3132176|2|0.001951778|0.072830644|-0.07256543|-0.226146643|2|0.560094237|0.133270225|0.8510270329999999|0.5415996160000001|1|0.925392058|-0.089453046|0.267882223|0.018022127|-62.2612068|51.92870134|8.73073591|0.5612316039999999|0.796525872|-35.54678231|63.61519626|0.49543439|644.0923882999999|2428.874279|-19.06744972|0.203474128|7663.17288|141.6222839|-953.3724859|34.39302091|0.017954325|658.8108151|12.49658915|0.0|1.0|1.0|1.0|1.0|3.62|0.09|26.0|-8.23|4.42|6.19|3.82|2.0|1.0|125.29|0.0|1.0|6.0|-6.38|7.0|-6.06|1.0|0.0|4.5|4.1200000000000004e-07|0.0|4.2|706.39|334.8|0.3178|571.39|0.63922|0.63922|-1966.720803|-153.0|3.7696|-0.2342199999999999|0.02250947|-1966.785007|5.5469|3.0|8.5214
17f_a50|7.934155233999999|1|1|1.349854916|4.305828452|-0.2208117919999999|-0.002205848|0.022892513|-0.167275895|2.187498662|0.012475826|10.94501702|2|0.0129274519999999|-0.275290802|-0.247590736|-0.407467272|1|0.758335704|-0.132153434|0.8314734309999999|0.7241275009999999|1|0.911458734|-0.074859564|0.333180181|0.016414675|-46.03121141|54.44410182|6.206439227000001|82.90209608|0.721122105|-17.89709978|39.19906437|0.472769049|560.4567739|1929.981543|-10.14694362|0.278877895|5579.97966|171.48226169999998|-537.7880119|22.88344084|0.01617809|652.6793116|9.947921993|1.0|1.0|1.0|1.0|0.0|2.97|0.26|20.0|-6.38|2.87|3.83|2.09|1.0|0.0|116.81|0.0|1.0|6.0|-3.58|4.0|-6.64|0.0|1.0|2.92|0.000266|0.0|2.5|653.63|304.9|0.1708|564.52|0.6573899999999999|0.6573899999999999|-1218.966516|-0.16784|6.1931|-0.20148|0.0276719|-1219.02507|8.312999999999999|398.0|6.4001
12t_a30|7.412764017000001|2|2|0.60498454|0.0|0.073057637|-0.007755575|-0.097216874|-0.0596036729999999|0.0|-0.002544958|10.31162892|1|-0.001131023|-0.158448053|-0.0546637159999999|-0.145315868|1|0.609043558|-0.003937967|0.889479916|0.591758164|0|0.696413582|-0.1011561919999999|0.408290036|0.018862708|-65.79920855|197.4742794|7.981057356|0.0|0.745705883|-38.30686627|71.1605835|0.445760296|452.99711|2479.787504|-15.72263361|0.254294117|6617.834146|165.4110479|-770.409047|32.41376848|0.020029588|616.2856203|13.02867425|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-7.16|4.67|3.74|3.58|2.0|0.0|127.19|0.0|1.0|5.0|-5.49|6.0|-6.06|0.0|0.0|3.21|3.24e-06|0.0|4.32|677.85|349.67|0.2094|527.87|0.33647|0.6842600000000001|-1774.0165149999998|-0.15029|2.6784|-0.20571|0.0337599|-1774.077985|3.2145|9.0|8.0496
47s_a18|7.03438793|1|1|1.251176205|0.0|0.026229332|-0.0054038509999999|-0.045792331|-0.026883417|0.0|0.002573931|10.94702059|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|0|0.724028067|0.0109557919999999|0.745196689|0.716761234|0|0.84543779|-0.08106112|0.306379663|0.008446541|-61.36410696|117.0051929|4.840414512|51.05656345|0.820470855|-40.26287221|59.58080589|0.4740142|640.0051571|1529.863965|-17.25406952|0.179529145|6968.705069|135.90542109999998|-1207.784866|27.77963709|0.010481057|1093.725912|7.934268528|1.0|0.0|1.0|1.0|2.0|0.0|0.3|18.0|-9.42|4.06|3.93|3.33|3.0|1.0|149.34|0.0|1.0|10.0|-5.95|3.0|-5.96|0.0|1.0|3.19|1.12e-06|0.0|8.41|809.4|385.29|0.5203|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|-0.13195|2.3134|-0.18109|0.02195039|-1533.809351|2.9991|616.0|6.2104
16a_a23|7.423568444|1|1|1.197962324|3.411338761|-0.0147904689999999|-0.0054940769999999|-0.013055633|0.062601621|0.759926978|0.012426121|10.31321796|2|0.01226642|0.115499047|-0.181609054|-0.335065967|2|0.765869487|0.154144584|0.890165467|0.7199622309999999|1|0.934837094|-0.07288672|0.181301571|0.021379172|-47.06687604|42.07919382|8.915071155|91.92609822|0.585920722|-17.13669862|40.34319246|0.49525751|603.6746046|1801.957216|-10.72715788|0.414079278|6552.801739|267.3932664|-547.0850515999999|28.35168303|0.02809646|668.3493171|18.14339594|1.0|0.0|1.0|0.0|1.0|0.0|0.14|20.0|-5.27|2.03|2.52|2.04|1.0|1.0|125.79|0.0|2.0|5.0|-4.58|4.0|-7.02|0.0|0.0|1.85|2.6e-05|0.0|2.49|670.04|763.49|0.2066|555.21|0.96307|0.96307|-1685.580443|-0.07625|11.6254|-0.12645|0.03391189|-1685.6419010000002|18.4446|39.0|7.4037
16_a31|7.758333467000001|1|1|0.61013894|0.0|0.152128735|-0.020181753|-0.186617888|-0.050076586|0.0|-0.017017891|10.31170095|2|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.09530799|0|0.951830892|-0.038841601|0.8948140790000001|0.8944757390000001|0|0.546450126|-0.150315165|0.29485045|0.0374314139999999|-70.82239128|213.694252|8.309441139|467.7901274|0.73080436|-31.54036284|84.57819254|0.427771627|257.4650715|1212.615438|-11.12287666|0.26919564|4387.049328|126.8340354|-367.0549296|32.30339751|0.027684692|280.39844320000003|13.04390063|0.0|0.0|1.0|1.0|2.0|1.93|0.14|16.0|-4.94|3.8|2.83|0.78|0.0|0.0|80.57|0.0|2.0|2.0|-4.36|4.0|-6.48|0.0|0.0|2.33|4.38e-05|0.0|1.7|503.18|338.79|0.2534|369.73|0.70108|0.70108|-1308.113026|-0.15231|3.7419|-0.1842|0.03948619|-1308.161433|5.5943|0.09|7.0458
8d_a12|6.580639137|1|1|1.283835213|0.0|0.057525383|-0.0076893469999999|-0.048642535|0.0276482139999999|2.075171777|0.000925796|10.94458983|1|0.001575111|0.0479437859999999|0.00930483|0.016135176|1|0.8857286320000001|-0.091036025|0.8078610759999999|0.8405406040000001|1|0.858710112|-0.103548595|0.266886187|0.011348654|-57.57034769|78.55353315|3.507952014|0.0|0.8338637040000001|-24.05928792|49.58366734|0.465113852|477.4206699|1288.818257|-12.09177064|0.166136296|5255.11762|92.36749461|-544.129679|26.08195789|0.012525773|503.2240425|6.964006932|1.0|1.0|1.0|1.0|2.0|2.23|0.1|21.0|-8.37|3.87|2.67|2.83|2.0|0.0|112.14|0.0|1.0|3.0|-4.58|4.0|-5.96|0.0|1.0|3.02|2.64e-05|0.0|3.53|600.2|331.53|0.2871|433.32|0.6661|0.4997399999999999|-1138.086709|-0.15306|2.1281|-0.20794|0.04004678|-1138.139635|3.0277|25.0|7.6021
12w_a30|7.412764017000001|2|2|0.604983445|0.0|0.063514061|-0.007019432|-0.0316452179999999|-0.0999572419999999|0.0|0.002431329|10.31162873|1|0.001805829|-0.173643543|-0.0493878409999999|-0.0857954809999999|1|0.8149999040000001|-0.032835151|0.889479916|0.711738503|0|0.8522163970000001|-0.096032733|0.4274948739999999|0.015446225|-65.85056003|101.3366249|7.262777048999999|0.0|0.8077976990000001|-36.02242934|63.12469722|0.451478593|584.3729039|2783.769563|-17.50883211|0.192202301|6888.291006999999|131.7949495|-857.9327732|31.60926388|0.014471302|685.6665849999999|9.923109661|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-7.8|5.11|3.92|3.79|2.0|0.0|137.3|0.0|1.0|5.0|-6.58|4.0|-5.52|0.0|0.0|3.59|2.64e-07|0.0|5.08|716.83|348.42|0.2639|577.06|0.31353|0.68423|-2494.743475|-0.15073|2.4229|-0.20755|0.0345723|-2494.807027|3.0068|15.0|7821.0
17e_a50|7.934155233999999|2|2|1.320916122|4.3906140030000005|-0.153175103|-0.0020746479999999|0.038322942|-0.011278897|2.2384546640000003|0.012036705|10.94500663|2|0.012372059|-0.017965698|-0.1949741189999999|-0.310566368|1|0.7596299459999999|-0.1710526319999999|0.7791604190000001|0.736221185|1|0.930108205|-0.073011385|0.4239465089999999|0.012865274|-50.7956915|48.62532158|6.227183052000001|86.98647608|0.803671114|-22.43349867|41.19554236|0.489797496|647.0975667|1981.934841|-12.90180444|0.196328886|6301.28046|136.5904997|-812.8136797000001|23.07468625|0.010255676|904.3172644|7.135108233|0.0|1.0|1.0|1.0|0.0|4.23|0.37|20.0|-7.33|4.23|4.68|2.91|2.0|0.0|138.0|0.0|1.0|6.0|-4.87|4.0|-6.08|0.0|1.0|4.03|1.34e-05|0.0|3.8|757.34|307.67|0.1809|602.89|0.6322800000000001|0.66478|-1374.927998|-0.16649|6.7175|-0.19805|0.02761851|-1374.992422|8.8326|155.0|6.8097
8e_a46|7.727094485|1|1|1.160371308|2.161814059|-0.205882192|-0.001015139|0.000950213|-0.126773923|0.0|0.012911107|10.96411233|1|0.0123581919999999|-0.203086023|-0.08488645|-0.135984209|2|0.669602597|-0.241393458|0.837678812|0.668786636|0|0.921352352|-0.065982313|0.281227001|0.009576086|-33.59778824|40.04689925|2.482871976|53.05984592|0.7492419109999999|-13.83322216|32.04299109|0.444693313|469.146955|1415.320228|-5.967832774|0.2507580889999999|4239.252176|127.6844779|-256.61680930000006|15.64268965|0.011830243|426.71841|6.023886838999999|0.0|0.0|1.0|1.0|0.0|2.93|0.32|17.0|-6.67|4.09|3.9|2.13|0.0|0.0|91.93|0.0|1.0|2.0|-3.59|3.0|-6.02|0.0|1.0|3.21|0.0002569999999999|0.0|3.0|552.99|274.96|0.2162|457.96|0.6967|0.6967|-954.743261|-0.18835|3.2194|-0.2201|0.024010215|-954.793305|3.7755|406.0|6.3915
18a_a22|6.842683282|0|0|1.194229718|1.854982521|-0.197348157|-0.003488994|-0.018344659|0.033735832|1.6891461019999998|0.007066388|10.31286146|1|0.007079018|0.059645624|-0.0835538409999999|-0.147724859|2|0.760537197|-0.042139855|0.7881113679999999|0.722009212|1|0.926535704|-0.076119803|0.573315195|0.01713283|-51.6464295|49.84469832|7.887046626|18.5219848|0.710467198|-23.31437056|45.98663929|0.487405342|628.6440468999999|2213.859172|-13.47750813|0.289532802|6630.646100999999|196.4447473|-700.830423|27.95908297|0.0193879289999999|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|1.0|3.17|0.08|27.0|-9.4|5.32|5.11|2.13|2.0|1.0|131.64|0.0|1.0|6.0|-5.59|4.0|-6.28|0.0|0.0|3.9|2.59e-06|0.0|3.69|695.35|355.95|0.3174|531.16|0.35107|0.68577|-1691.036502|-0.1408|3851.0|-0.21148|0.01932946|-1691.097989|5.3946|13.0|7.8861
3k_a32|7.97831097|0|1|0.609420759|0.0|-0.001009768|-0.005745086|-0.001250803|-0.047167919|2.256213388|0.001221534|10.31100271|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|0|0.816196288|-0.127713677|0.8306695270000001|0.7681279190000001|1|0.8777482409999999|-0.090839907|0.31016741|0.0123637989999999|-51.21653025|68.92687468|3.930238317|0.0|0.78057227|-22.61349991|47.07915023|0.472646737|494.8840288|1970.06814|-9.40163104|0.21942773|5259.698672|123.7157466|-404.2701347|21.36272325|0.012327787|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|3.48|0.32|19.0|-7.23|7.12|5.78|2.41|2.0|0.0|105.36|0.0|1.0|3.0|-7.04|3.0|-5.01|0.0|0.0|4.75|9.16e-08|0.0|3.81|611.65|350.6|0.3082|452.36|0.70268|0.70268|-1749.957584|-0.14667|3.2233|-0.19988|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605
16_a4|7.535296702|1|1|1.398650725|1.843196334|-0.219944434|-0.00228637|-0.095499301|0.007101649|0.0|0.0067511459999999|10.94592242|1|0.006466406|0.020218035|-0.018051608|-0.0513920109999999|1|0.490768328|-0.0894138519999999|0.8366279120000001|0.482473457|0|0.7898461090000001|-0.080093659|0.292255386|0.013727656|-39.44800181|103.5057102|3.330045338|74.430775|0.832461695|-17.789707500000002|42.88070889|0.455802506|389.0176968|1522.164774|-8.095443438|0.167538305|4520.2597670000005|82.51653675|-291.4359638|19.74465314|0.0115138339999999|322.8922084|5.67083266|1.0|0.0|1.0|0.0|0.0|3.08|0.11|17.0|-6.36|4.49|4.96|3.44|1.0|0.0|85.02|0.0|1.0|2.0|-3.92|4.0|-5.64|0.0|1.0|3.91|0.0001199999999999|0.0|4.05|515.68|293.41|0.2213|407.99|0.51149|0.54061|-1057.3808390000002|-0.17375|1863.0|-0.2134|0.01638524|-1057.429593|1.9873|343.0|6.4647
13m_a6|6.842683282|0|0|1.429020166|0.0|0.031719435|-0.010840005|-0.135152403|0.021526267|1.617900191|-0.0093684169999999|10.9505335|1|-0.00687003|0.037052986|-0.068956229|-0.118693789|2|0.870730542|0.156982046|0.832753533|0.82642394|1|0.715612461|-0.107644789|0.429009107|0.01858251|-75.05944278|198.3000783|9.035018118|95.67846949|0.7362989999999999|-48.09294654|81.92876874|0.48094941|498.9881336|2574.030011|-18.41524497|0.263701|6412.592679|183.8755989|-994.4232282|35.8683143|0.020928405|724.3873672999999|14.59313027|1.0|1.0|1.0|1.0|3.0|2.18|0.08|27.0|-9.67|4.19|3.76|0.81|1.0|0.0|127.2|0.0|1.0|6.0|-4.64|5.0|-7.23|0.0|0.0|2.67|2.27e-05|0.0|4.27|726.28|371.67|275.0|546.69|0.66475|0.64753|-1423.448957|-0.13817|4.2913|-0.20954|0.04955777|-1423.511471|6.5243|0.01|8.0
8f_a12|6.580639137|1|1|0.609895166|0.0|0.110310585|-0.008295703|-0.062406088|-0.013400998|2.177023629|-0.002596875|10.31134658|1|-0.00094279|-0.023769395|-0.070713228|-0.125424286|1|0.902669729|-0.13747286|0.80546986|0.8409290840000001|1|0.869823177|-0.098932601|0.285353468|0.013287637|-56.220383|73.97552223|4.290980116|0.0|0.8381234340000001|-23.45595611|48.82707007|0.460344828|494.2940092|1448.568734|-12.34367323|0.161876566|5481.952981|91.98952021|-543.1216218999999|25.9168408|0.012030968|524.0516742|6.836832748|1.0|1.0|1.0|1.0|1.0|3.26|0.1|21.0|-8.42|4.99|3.41|3.1|2.0|0.0|115.66|0.0|1.0|3.0|-5.7|4.0|-5.47|0.0|1.0|3.82|1.99e-06|0.0|4.19|606.97|339.35|312.0|441.97|0.59107|0.65098|-1480.955408|-0.15061|0.9092|-0.2124|0.03056355|-1481.008909|1.4701|646.0|6.1898
12bi_a36|7.412764017000001|2|2|1.297042566|0.0|-0.088734077|-0.00902707|-0.043740597|0.03474497|0.0|0.000482522|10.95958518|1|0.002872872|0.056936052|-0.176729938|-0.289604649|1|0.884226781|0.0997949019999999|0.858971809|0.8350231859999999|0|0.7850011179999999|-0.107613368|0.382000949|0.034602166|-75.1419557|150.12481100000002|16.87080604|0.0|0.4996603229999999|-40.42611289999999|82.05687954|0.461975362|548.1337538|2660.0547690000003|-13.56944331|0.500339677|6572.410403|349.3664649|-787.0277122|38.89295091|0.037590587|766.4854363|26.24794923|1.0|0.0|1.0|1.0|2.0|0.0|0.21|17.0|-6.79|2.83|1.9|1.42|1.0|0.0|136.74|0.0|1.0|7.0|-4.11|6.0|-7.13|0.0|0.0|1.75|7.75e-05|0.0|2.68|742.94|336.45|0.4214|603.92|0.68181|0.69207|-1461.69263|-0.15078|7.0514|-0.2018|0.0318395999999999|-1461.75632|8.8903|14.0|7.8539
12b_a32|7.765993078999999|0|0|0.609420757|0.0|0.115940697|-0.009432679|-0.055500132|-0.044307211|2.153718992|-0.003484915|10.31100269|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.1534110109999999|0|0.788133615|-0.0533240309999999|0.8887585240000001|0.7507116140000001|1|0.782593|-0.097525366|0.2996018789999999|0.016282332|-60.93328667|135.83463989999998|6.356098747000001|65.29222164|0.60420609|-31.79562339|61.06285882|0.430631506|488.9595947|3148.185476|-10.75912958|0.39579391|5653.268811|247.2897528|-494.9199607|28.50066715|0.025166975|557.1050635|15.72418067|1.0|1.0|1.0|1.0|2.0|2.9|0.26|19.0|-7.65|6.49|4.19|1.1|1.0|0.0|110.47|1.0|1.0|7.0|-5.9|4.0|-6.4|1.0|0.0|3.59|1.27e-06|0.0|4.12|663.89|347.27|0.2865|541.49|0.70258|0.70258|-1880.537231|-0.14803|3208.0|-0.19976|0.0385132|-1880.599158|4.1080000000000005|26.0|7585.0
3c_a49|7.535296702|1|1|1.343850149|2.108416128|0.034009672|-0.004876919|-0.016347266|-0.04696024|1.879769411|0.006218639|10.92976555|1|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.101919761|2|0.666785606|0.005559828|0.8605470759999999|0.64702083|1|0.7963363840000001|-0.074135885|0.501887054|0.0148240689999999|-42.3959176|116.4686425|4.8479546860000005|77.29181095|0.637222556|-23.47658531|49.52988301|0.4791465279999999|455.3990518|1667.1178220000002|-8.253567879|0.362777444|5544.351498|207.4607002|-387.9176903|22.64931248|0.021783913|542.7276591|12.45751629|0.0|1.0|1.0|1.0|1.0|2.67|0.18|21.0|-7.54|3.63|3.87|1.84|1.0|0.0|109.43|0.0|1.0|4.0|-3.45|4.0|-6.93|0.0|1.0|2.86|0.0003509999999999|0.0|3.99|613.33|322.71|0.4321|456.22|0.32539|0.6692100000000001|-1198.430306|-0.15853|3.6122|-0.21913|0.03394942|-1198.484646|3.7789|87.0|7.0605
24_a20|6.842683282|0|0|1.40648755|1.959359883|-0.217098257|-0.001547029|0.029711934|0.087887688|2.041494094|0.009265667|10.93106245|1|0.008780074|0.1468474119999999|-0.036258691|-0.060582944|2|0.616352201|0.070857143|0.802353442|0.607038752|1|0.952027295|-0.067869875|0.531656762|0.012814211|-42.82548904|30.27049276|5.102023479|406.1522673|0.771032243|-24.46164548|46.85253003|0.457794721|600.7235847000001|1961.887639|-10.80905198|0.228967757|6109.1040920000005|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|664.4562602999999|8.478379683|1.0|1.0|1.0|1.0|0.0|3.21|0.08|27.0|-9.32|4.76|4.78|1.86|2.0|0.0|119.42|0.0|1.0|4.0|-4.89|5.0|-6.26|0.0|0.0|3.63|1.29e-05|0.0|3.74|685.66|345.59|0.2495|551.25|0.46668|0.44916|-1291.647083|-0.15687|3.6107|-0.22435|0.02922392|-1291.706729|4.3906|318.0|6.4976
10_a47|0.0|0|0|1.381868067|0.0|-0.003570214|-0.008013899|-0.166367455|-0.169242585|1.329777427|-0.008120645|10.93671036|0|-0.0065562469999999|-0.349569106|-0.021926603|-0.045289209|2|0.7027461220000001|-0.138304661|0.8077565520000001|0.6913602740000001|1|0.841070966|-0.0936757959999999|0.417511484|0.00951788|-50.08559665|84.97451737|2.720890925|0.0|0.801882632|-21.81529334|45.89037038|0.411647394|449.6950454|1567.859561|-10.11660331|0.198117368|5482.319019|105.9273263|-455.247149|23.5960035|0.014051737|498.0016816|7.51303623|1.0|0.0|1.0|1.0|2.0|2.97|0.09|22.0|-8.85|5.12|5.92|3.21|2.0|0.0|106.43|0.0|1.0|3.0|-5.75|4.0|-5.08|1.0|0.0|4.41|1.77e-06|0.0|4.37|579.86|332.97|231.0|426.55|0.53909|0.69212|-1188.1907199999998|-0.15445|1.9281|-0.20309|0.03158831|-1188.244739|2.8795|13.0|7.9
12j_a36|7.412764017000001|2|2|0.6293514410000001|0.0|-0.084183025|-0.007086381|-0.0446165029999999|0.091496219|0.0|0.00285431|10.33556498|1|0.003710345|0.161289379|-0.07550872|-0.133106642|1|0.906423012|-0.1241793309999999|0.87043328|0.855081905|0|0.852586292|-0.105480639|0.362692602|0.018160631|-69.66341599|97.35760604|7.921272637|2.098786266|0.7758129420000001|-30.5197407|58.20533756|0.457280037|563.0803357000001|2536.987511|-16.18812775|0.224187058|6352.018345|148.06163930000002|-874.1588982999999|31.59421634|0.016546717|725.9470896|10.92807939|1.0|1.0|1.0|1.0|2.0|0.0|0.17|17.0|-7.05|3.33|2.61|2.51|1.0|0.0|135.47|0.0|1.0|6.0|-4.85|4.0|-6.64|0.0|0.0|2.33|1.4300000000000002e-05|0.0|3.37|694.28|327.94|0.4981|536.01|0.37116|0.69967|-1670.184251|-0.15495|6.4451|-0.20593|0.02793415|-1670.245584|8.5953|0.01|8.0
