molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
2_a33|0.0|1|1|1|7.765993078999999|0|0|0.609420748|0.0|0.047294725|-0.009168933|5.733341277|0|0.039958333|-0.049900189|2.112255684|-0.002514803|10.31100266|-0.05997501|-0.000810928|-0.083752249|-0.148024156|-0.593915758|0|0.787714775|0.833090592|-0.0212158239999999|0.8195154109999999|-0.104047115|0.411881091|0.018451635|-49.13901703|-63.57699532|11.27469555|103.5201191|0.1804845889999999|44.34034244|0.702597735|-30.02592687|75.44970552|-19.46234551|2632.195388|500.7570617|-953.6549298|-11.89228027|0.297402265|0.8867875909999999|6067.635829|181.7248125|-582.7217333|27.70055258|0.019430318|-247.5908207|1357.327077|618.9134881|11.8727102|1.0|3.51|0.3|19.0|-7.67|6.7|4.63|2.0|0.0|115.28|1.0|-6.35|28.0|4.0|-6.17|411.54|1.0|4.44e-07|0.000183|0.0|0.0|8.78e-06|-0.04967|5.11|3.6281|-1920.079174|655.74|1128.98|341.74|0.2911|525.38|0.70205|0.2911|-0.19979|-1919.890628|5539.0|8.2596
16h_a32|0.0|1|1|1|7.765993078999999|0|0|0.609420754|0.0|0.217139852|-0.015656019|5.733341277|0|0.039958333|-0.069213021|2.075726759|-0.0048042729999999|10.31100268|-0.022634676|-0.002310082|-0.123297852|-0.219947482|-0.71364354|0|0.804503712|0.832040698|-0.003188883|0.7991915079999999|-0.121464999|0.44308098|0.02096013|-51.56009529|-77.17316899|13.31708433|70.02855767|0.200808492|35.90298920000001|0.7359051059999999|-32.75886858|90.15529448|-24.62973479|2709.44587|507.7688359|-1157.597535|-15.6485794|0.2640948939999999|0.850995852|6151.056721|167.7935207|-735.4832318|33.46862873|0.020432929|-299.7661014|1573.02555|573.3529948|12.98212548|1.0|3.45|0.26|19.0|-7.0|5.86|4.6|2.0|0.0|111.95|1.0|-6.48|28.0|5.0|-6.22|413.52|1.0|3.28e-07|0.000136|0.0|0.0|4.09e-05|-0.05028|4.54|3.6182|-1955.99895|679.82|1130.4|342.67|0.2914|556.05|0.70219|0.2914|-0.2|-1955.832545|4.2275|8.0655
8_a27|0.0|1|0|0|6.605297921|0|0|1.406757715|1.7626247169999998|0.188762686|-0.008444078|4.59511985|2|0.039673203|-0.14212377|1.21499748|0.0040883959999999|10.93783465|0.067074515|0.004801929|-0.106814855|-0.187486926|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.141900468|0.776384028|-0.092265073|0.3608031339999999|0.021852066|-37.50265703|-43.96130162|10.41179748|122.0597403|0.223615972|61.18801154|0.751701834|-17.86879446|53.20197882|-17.09606174|2132.9321670000004|369.9216992|-615.4582227000001|-8.145716531|0.248298166|0.92208134|4522.989286999999|118.305988|-293.2457951|22.74314225|0.019394143|-239.8554499|818.753121|326.3351007|9.240677197|0.0|2.28|0.06|21.0|-6.28|2.98|2.48|0.0|0.0|87.68|1.0|-3.23|23.0|4.0|-6.73|303.32|1.0|0.000586|178.0|0.0|0.0|0.000158|-0.05015|3.96|4.1276|-1004.515654|507.76|848.58|300.38|0.2336|374.88|0.64893|0.2336|-0.21973|-1004.432889|4.2899|8.2218
17a_a6|0.0|1|0|0|7.412764017000001|1|1|1.424257628|0.0|0.101940358|-0.012704951|5.351858133|1|0.041767677|0.04129257|0.0|-0.00460563|10.94948984|-0.060774312|-0.00194781|-0.10896749|-0.180339002|-0.5624663560000001|1|0.850080948|0.7722228729999999|0.08716369|0.753082653|-0.109388399|0.350977745|0.031147305|-63.02857512|-71.75703418|20.43213226|157.13173490000003|0.2469173469999999|554.1936506|0.77193498|-41.34573382|84.75077935|-27.26767299|2816.084228|494.010135|-1363.383649|-17.887155899999996|0.22806502|0.935437602|5996.580489|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|12.99374518|1.0|2.88|0.12|23.0|-9.01|4.98|4.32|2.0|0.0|116.79|1.0|-5.81|31.0|5.0|-5.89|409.44|1.0|1.56e-06|0.000637|0.0|0.0|4e-07|-0.05753|4.04|2.9753|-1350.102634|696.96|1167.16|416.71|0.3933|574.02|0.69627|0.0101|-0.18178|-1349.892285|5604.0|7.6198
24_a47|0.0|0|1|1|6.86171134|0|0|1.304328602|1.225600378|0.0453435129999999|-0.010774404|4.727387819|2|0.039520202|0.0251322929999999|1.081401467|-0.0060410169999999|10.95005721|0.071506228|-0.004514441|-0.111494046|-0.2494728939999999|-0.540463145|2|0.662080166|0.812650394|-0.005097239|0.7839491009999999|-0.090995097|0.214985826|0.021522987|-42.71324947|-51.21152885|12.11301576|41.72753688|0.216050899|47.170683|0.611603578|-24.03877652|69.27912772|-18.28983173|2642.775318|441.2021442|-768.1729327|-10.29341441|0.388396422|0.920079732|6022.202634|218.5873217|-432.3234052|29.90471672|0.032103375|-125.6197312|1255.998102|457.1122177|18.06759887|1.0|3.12|0.05|21.0|-7.63|2.78|4.64|1.0|0.0|104.73|1.0|-4.61|28.0|5.0|-6.48|396.81|1.0|2.46e-05|0.00975|0.0|0.0|9.22e-06|-0.06517|4.46|3.9675|-1696.105723|578.94|1002.04|312.5|0.2618|450.98|0.6835|0.2618|-0.2285|-1695.98597|3.6008|8.5
12am_a36|0.0|1|0|0|7.412764017000001|2|2|1.240140551|0.0|0.088482802|-0.015884751|5.351858133|2|0.044036281|0.122824831|0.0|-0.011700732|10.9602097|-0.037654321|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.647732719|0.8344566859999999|-0.0147665219999999|0.814986544|-0.118101664|0.305015372|0.017590648|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|1.038361162|0.788334835|-43.65752487|95.53118838|-31.72964526|3230.6292780000003|563.0333297999999|-1713.4008440000002|-21.92042059|0.211665165|0.940085891|7238.033439|146.228847|-1183.702712|40.24894481|0.020179019|-398.3921535|2173.44302|672.4630346|13.94067198|0.0|0.0|0.17|17.0|-7.14|3.31|4.04|2.0|0.0|130.43|1.0|-5.2|34.0|8.0|-6.4|465.43|0.0|6.26e-06|0.00291|1.0|0.0|3.37e-05|-0.0569799999999999|4.86|3.8606|-1645.205296|714.21|1206.77|321.15|0.4894|562.14|0.40752|0.2987|-0.21356|-1645.016323|8.0872|7.2218
8_a20 (IN-1130)|0.0|1|0|0|6.842683282|0|0|1.400923668|0.0|0.063195236|-0.009430196|4.727387819|2|0.0396875|0.1728459339999999|1.622562232|-0.006620594|10.94899447|-0.0574882679999999|-0.004654742|-0.049177437|-0.083481481|-0.573278819|2|0.811128636|0.760688473|-0.1221465319999999|0.7274271309999999|-0.097790028|0.354945501|0.0158089389999999|-63.72828772|-64.75689362|10.46873389|336.574332|0.272572869|89.35267123|0.7481063720000001|-42.20109173|77.31081766|-23.66117267|2849.395895|481.70475260000006|-1230.3809789999998|-15.66851008|0.251893628|0.932362084|6291.586155|166.8048285|-814.7625241000001|31.628086|0.018957805|-328.593789|1644.660472|684.5377542|12.55392404|1.0|2.43|0.08|27.0|-9.63|4.97|4.08|1.0|0.0|122.86|1.0|-4.85|32.0|5.0|-6.83|420.47|1.0|1.42e-05|0.00596|0.0|0.0|9.86e-08|-0.07014|4.53|3.2329|-1368.412748|696.06|1192.01|383.5|0.3782|517.94|0.4377|0.1361|-0.20636|-1368.180121|5.4751|7.4437
7_a4|0.0|0|0|0|7.535296702|1|1|1.343865525|2.060422336|-0.237954652|-0.001729561|5.4161004020000005|2|0.037694444|-0.07290303|2.048170299|0.008409909|10.92992954|0.04206117|0.008242591|-0.042220092|-0.094000778|-0.174410426|2|0.527072036|0.8046449179999999|0.022270259|0.825830607|-0.071288428|0.470973822|0.01470626|-32.72992462|-35.88407105|7.402610584|14.01468959|0.174169393|79.08210981|0.7179916670000001|-16.47508541|44.34066533|-13.45652664|2286.169166|415.6938929|-538.2610657|-6.773539148999999|0.282008333|0.7772010559999999|5022.496714|141.9530115|-270.9415659|18.74189807|0.016800137|-219.4585767|749.6759227000001|407.1471338|8.456594282000001|1.0|2.7|0.15|21.0|-7.46|4.42|4.67|0.0|0.0|95.07|1.0|-3.81|25.0|4.0|-6.03|330.36|1.0|0.000156|0.0514|0.0|0.0|1.15e-05|-0.05217|2.91|4.0379|-1089.870249|538.92|915.46|307.05|0.0697|365.73|0.59702|0.0697|-0.2219199999999999|-1089.753885|4926.0|6821.0
19_a4|-3.21497177|0|0|0|7.535296702|1|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|5.4161004020000005|1|0.040511696|-0.052325802|0.0|0.006243904|10.30966825|-0.136621315|0.009687676|-0.0255403279999999|-0.042058265|-0.245630631|1|0.55269662|0.774746438|0.152550043|0.820765063|-0.0759826109999999|0.285282038|0.013022539|-38.9063534|-41.82665583|7.168604362000001|15.411502800000004|0.1792349369999999|13.25878373|0.764880253|-21.41704046|49.73882261|-15.93396412|2558.336814|451.8120313999999|-669.2264932|-8.771275759|0.235119747|0.85352261|5232.561157|129.4279389|-368.3935819|20.83197214|0.0143733|-291.6208078|874.9428297000001|450.6848883|7.912166787999999|1.0|2.52|0.16|17.0|-6.09|2.97|4.32|1.0|0.0|98.19|1.0|-3.81|25.0|4.0|-6.58|351.42|1.0|0.000156|0.0547|0.0|0.0|0.0002839999999999|-0.05294|6.67|4.1858|-1446.939719|583.39|983.4|296.2|0.3806|500.34|0.67535|0.3806|-0.22298|-1446.813896|7.1079|4.71
12d_a40|0.0|0|0|0|7.515889085|0|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|0|0.043185185|0.209157499|0.794852923|-0.000134504|10.31197256|-0.166080871|-0.002126898|0.127299624|0.224167029|-0.552689736|0|0.809398262|0.7769829840000001|-0.0065648919999999|0.840431415|-0.091630294|0.0913543|0.01171131|-50.68561427|-48.54239742|6.204226377|207.39648|0.159568585|60.80168183|0.844283549|-26.85139526|55.13932669|-20.59374436|2270.596857|445.2300015|-679.5935638999999|-10.90981687|0.155716451|0.8899787840000001|5101.479206|82.49291335|-360.0239567|24.39197636|0.01245259|-364.7778083|804.9352200000001|350.9435025|6.596929268999999|1.0|2.94|0.0|20.0|-6.84|4.59|5.02|2.0|1.0|96.16|1.0|-6.25|23.0|2.0|-5.13|361.25|1.0|5.58e-07|0.0002009999999999|0.0|0.0|5.2e-05|-0.07765|4.14|2.7962|-2153.197255|552.57|910.58|443.4|0.2584|435.41|0.55983|115.0|-0.19369|-2153.123107|1.9961|7.7212
8d_a8|0.0|1|0|0|7.05012252|0|0|1.395657339|1.41693287|-0.12349902|-0.0111144189999999|4.844187086|1|0.042323232|0.071729931|0.0|-0.00267541|10.94649761|-0.117111249|-0.001038264|0.016471091|0.025642021|-0.4385133129999999|1|0.76211539|0.757805416|0.0780635059999999|0.6932924890000001|-0.103150936|0.377028311|0.028038295|-69.95878302|-67.26951954|18.28507531|57.93693239|0.306707511|92.49576602|0.675359878|-45.62337399|86.29065071|-24.91463687|2863.968296|452.1282556|-1345.390391|-16.2479927|0.324640122|0.935013517|6596.888351|211.7129122|-877.3916055999999|36.89090464|0.029166961|-228.7206541|1992.108851|682.0472537|19.02113117|1.0|2.92|0.12|23.0|-7.62|3.93|3.32|1.0|0.0|121.1|1.0|-4.91|32.0|5.0|-6.87|430.46|0.0|1.24e-05|0.00533|0.0|0.0|1.03e-05|-0.0600299999999999|6.22|3.2963|-1447.595474|690.78|1185.65|376.13|0.3|572.21|0.62361|0.1879|-0.19757|-1447.354662|7.5674|4.7303
19h_a38|0.0|1|0|0|7.412764017000001|2|2|1.297044177|0.0|-0.088176988|-0.007781653|5.351858133|2|0.042622739|0.14165187|0.0|-0.002526241|10.96083376|-0.070688288|-0.000673716|-0.101303149|-0.217394466|-0.420225236|1|0.724208473|0.819222745|-0.054149342|0.7746288020000001|-0.109986804|0.3263113569999999|0.021234963|-48.43313101|-64.79649453|12.51014765|136.81322659999998|0.225371198|0.0|0.75379331|-28.533396600000003|76.70128100000001|-23.32673803|2774.611523|456.3568442|-1166.336902|-13.74247449|0.24620669|0.903301693|6253.901215|145.047677|-687.1237247|30.94580137|0.020207411|-299.0343596|1547.290068|595.8790650000001|11.90478646|1.0|2.43|0.14|17.0|-6.86|3.13|2.55|1.0|0.0|125.69|1.0|-4.14|30.0|4.0|-6.77|401.44|1.0|7.209999999999999e-05|29.0|0.0|0.0|5.610000000000001e-05|-0.05708|3.41|3.5358|-1332.187847|626.65|1092.17|350.65|0.2355|452.01|0.68472|88.0|-0.20379|-1331.999352|9.0777|8.0348
4h_a46|-3.74433321|0|0|0|7.825245291|1|1|0.3002050539999999|2.134072222|0.128214845|-0.005778576|5.587248657999999|2|0.040890805|-0.057256598|0.0|-0.0008161889999999|10.31928028|-0.09922757|0.003087227|-0.030014575|-0.0488847059999999|-0.516344924|2|0.739180305|0.7543177040000001|0.075704004|0.767244275|-0.083997524|0.659584488|0.010068754|-65.24476749|-65.90523417|7.900037181|105.2773797|0.232755725|19.09455432|0.805506105|-51.19164773|74.99848132|-23.9655397|3472.1185880000003|601.9869510999999|-1581.72562|-18.803584|0.194493895|0.947878486|7808.347937|152.6017078|-1241.036544|29.75215152|0.011589523|-479.405829|1963642.0|1021.999374|9.093247153|1.0|2.99|0.3|23.0|-9.2|3.46|6.18|2.0|0.0|142.08|1.0|-6.53|36.0|6.0|-6.38|502.63|0.0|2.97e-07|0.000149|0.0|1.0|3.210000000000001e-07|-0.0389199999999999|8.5|4.18|-1923.926093|792.61|1397.46|296.62|0.5451|682.14|0.55428|291.0|-0.21008|-1923.611784|2.9086|6.6402
15b_a10|0.0|0|0|0|7.535296702|1|1|1.3438370730000002|2.145379897|-0.197213588|-0.002413027|5.4161004020000005|2|0.033219955|-0.111812184|2.0455289690000003|0.011484257|10.92966694|-0.058911857|0.011928706|-0.174170642|-0.27395395|-0.195505087|2|0.744213612|0.791078367|-0.058258414|0.921918974|-0.07358373|0.697099355|0.015973068|-31.76194123|-50.44100799|10.94939968|43.96642219|0.078081026|118.6253241|0.670236374|-21.77253505|62.53159836|-16.52377848|2716.468606|631.9674549|-958.3791518|-11.32690674|0.329763626|0.706711759|6105.426726|226.0501037|-656.9605906|24.65365821|0.017637846|-233.3911134|1429.912176|766.4127559|12.09059037|1.0|3.89|0.32|21.0|-8.18|4.34|4.44|1.0|0.0|123.73|1.0|-4.35|31.0|5.0|-6.34|413.51|0.0|4.46e-05|0.0185|0.0|0.0|2.73e-06|-0.04734|2.74|3.7625|-1317.766641|721.17|1231.3|329.52|0.3575|587.53|0.46711|0.1595|-0.20313|-1317.4913390000002|6.1384|7.0706
17a_a22|0.0|0|0|0|6.842683282|0|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|4.727387819|2|0.043274232|-0.054347074|1.67348685|0.00220634|10.94643739|-0.005724389|0.0027615779999999|-0.076790454|-0.126659773|-0.3626566539999999|2|0.830653242|0.7562495659999999|0.155547571|0.8594770140000001|-0.08790445|0.345497724|0.0140462319999999|-49.30541729|-60.0620365|9.597299109|286.3611391|0.140522986|0.0|0.710958975|-33.68866751|73.26110471|-21.07439877|2910.035347|587.2505892999999|-1201.24073|-14.39939974|0.289041025|0.945313306|6343.687177000001|197.4916253|-820.7657853999999|29.64221498|0.01931764|-288.28178110000005|1689.6062539999998|784.2697099|13.19906822|1.0|-3.24|0.15|27.0|-9.13|3.93|4.93|2.0|1.0|128.29|1.0|-4.75|33.0|5.0|-6.39|435.5|0.0|1.7899999999999998e-05|0.0078099999999999|0.0|0.0|3.23e-07|-0.15124|5.13|1.3971|-1408.300966|731.19|1253.39|887.46|185.0|577.52|0.46268|0.0085|-0.21338|-1407.935792|2268.0|7.0862
3e_a32|0.0|1|1|1|7.773594467000001|0|0|0.609420788|0.0|0.015619823|-0.006553709|5.733341277|0|0.044949495|-0.057366352|2.220794149|0.000655875|10.31100276|-0.080731823|0.002004382|-0.076494363|-0.1395294259999999|-0.551661318|0|0.8315372|0.8046468659999999|-0.061561535|0.8681696109999999|-0.100056595|0.290874543|0.0124235339999999|-39.56206964|-53.92151824|6.69516884|47.09895162|0.131830389|0.0|0.7752553659999999|-21.32040233|60.86894767|-16.59123638|2212.661182|467.865447|-647.0582188|-8.941186293|0.224744634|0.822602107|4827.877259000001|121.1171726|-348.70626539999995|21.40099522|0.012891628|-296.6758413|834.6388134|421.3548777|6.94742943|1.0|3.04|0.24|19.0|-6.92|6.8|5.24|1.0|0.0|97.86|1.0|-6.52|23.0|3.0|-5.2|340.47|1.0|3.02e-07|0.000103|0.0|0.0|4.13e-05|-0.0534399999999999|3.52|3.5589|-1672.748189|578.77|956.67|348.38|0.2914|456.76|0.7025399999999999|0.2914|-0.20098|-1672.62984|5.6928|8.0862
12au_a36|-3.3109381210000004|1|0|0|7.412764017000001|2|2|0.2992539489999999|0.0|0.074839187|-0.009897048|5.351858133|2|0.044036281|0.075815782|0.0|-0.006862238|10.31810353|-0.03802163|-0.001160331|-0.15024383|-0.261631709|-0.515924985|1|0.8183043390000001|0.825565083|-0.021932444|0.698996981|-0.110305773|0.284342092|0.021569487|-64.86748076|-79.35600767|15.51748637|102.3999102|0.301003019|26.04051569|0.7160586109999999|-46.66686194|95.91776213|-27.36414058|3484.987058|502.8713191000001|-1587.1201529999998|-19.68626738|0.283941389|0.97188557|7239.100414|204.2726719|-1141.803508|38.21494522|0.023021031|-310.873098|2216.466823|805.2286932|16.56175445|0.0|0.0|0.17|17.0|-6.87|1.28|2.15|1.0|0.0|142.02|1.0|-3.85|34.0|6.0|-8.03|474.54|0.0|0.0001409999999999|0.0668|0.0|0.0|6.45e-05|-0.0570899999999999|6.24|3.7105|-1876.207937|752.27|1283.4|334.15|809.0|618.65|0.58518|0.0158|-0.2087099999999999|-1875.960827|8.0814|7.3279
4c_a46|0.0|0|0|0|7.825245291|1|1|1.134637091|2.137504882|-0.068543882|-0.005085922|5.587248657999999|1|0.0440307329999999|-0.111750026|0.0|0.010177371|10.94298307|-0.068256579|0.010040825|-0.056422062|-0.083788154|-0.421467037|1|0.649753668|0.726862617|0.072412685|0.890777395|-0.087503927|0.305199509|0.013924723|-40.22007179|-55.2981278|8.799732282999999|35.22734468|0.109222605|53.13410852|0.840753785|-25.41708422|60.67664538|-18.76186479|2455.604167|562.9269925|-1050.664428|-11.85656505|0.159246215|0.8211086059999999|5571.088357|100.6356847|-663.9676426|22.31552819|0.008510983|-430.6788754|1249.669579|696.2528933|5.378517586|1.0|3.8|0.38|17.0|-7.62|5.11|5.24|2.0|0.0|115.03|1.0|-5.55|29.0|4.0|-5.39|389.49|0.0|2.8e-06|0.00109|0.0|0.0|9.32e-06|-0.04381|6.38|4.1026|-1245.4159619999998|683.75|1176.07|302.21|0.2296|617.56|0.42391|0.2083|-0.21466|-1245.176359|5.4491|5.6972
12i _a30|0.0|0|0|0|7.412764017000001|2|2|0.604984133|0.0|0.04580336|-0.00691453|5.351858133|2|0.043848238|-0.0982344169999999|0.0|0.00372838|10.31162888|-0.072247675|0.003603419|-0.051371057|-0.090173435|-0.469854551|1|0.8264832879999999|0.831176513|-0.029080032|0.8434291340000001|-0.096489393|0.356921662|0.015808432|-50.00086637|-63.00408424|10.32233418|84.78576301|0.156570866|0.0|0.806299097|-32.64875738|72.59006433|-24.43015511|2860.704198|550.7287204|-1197.077601|-15.95200773|0.193700903|0.92270764|6362.153853|126.4796844|-781.648379|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|9.585980094|0.0|0.0|0.14|17.0|-7.22|4.47|3.27|2.0|0.0|132.29|1.0|-5.93|30.0|4.0|-5.75|432.93|1.0|1.19e-06|0.0005139999999999|0.0|0.0|2.61e-05|-0.05465|4.45|3.5242|-2035.373964|691.59|1167.27|351.81|0.2384|542.74|0.43157|0.1577|-0.2041|-2035.203042|3.0033|7.8013
47n_a18|0.0|0|0|0|7.03438793|1|1|1.251175627|0.0|0.0487694459999999|-0.007614955|4.844187086|0|0.032169312|0.017491759|0.0|0.000271488|10.94702025|-0.048404296|0.001705837|-0.172015161|-0.258092915|-0.529441732|0|0.722991132|0.696612213|-0.09714337|0.792429396|-0.091185806|0.288989992|0.0106152389999999|-65.43887366|-75.24728669|8.759783644|61.29571241|0.207570604|47.476904100000006|0.783921929|-54.00070374|86.44740177|-26.38541222|3349.802294|653.9193397999999|-2031.676741|-21.77346199|0.216078071|0.932611327|7909.580851999999|178.30942439999998|-1676.556573|33.65821422|0.01357247|-468.58948260000005|2591.682495|1306.125688|11.20011508|1.0|0.0|0.31|18.0|-9.76|3.67|3.31|3.0|1.0|162.18|1.0|-6.02|40.0|4.0|-6.68|539.67|0.0|9.48e-07|0.000511|0.0|1.0|9.44e-08|-0.0525299999999999|9.78|3.2028|-1743.3283440000002|879.92|1565.37|387.11|0.5056|799.02|0.6914600000000001|0.5056|-0.18391|-1740.663577|3.3568|7.1938
3t_a32|0.0|1|1|1|7.765993078999999|0|0|0.609420752|0.0|0.028840888|-0.006089333|5.733341277|0|0.03995614|0.028527045|2.141978747|9.83e-05|10.31100267|-0.086478322|0.00139283|-0.070331512|-0.122301673|-0.496165036|0|0.710773544|0.822076702|0.0466380209999999|0.828676243|-0.0974995|0.217914628|0.014242899|-50.65701113|-61.58101978|8.995863948|97.01046154|0.171323757|0.0|0.684474482|-31.99514268|72.43498782|-17.03304802|2530.60497|523.3947687|-800.5532571|-10.75813179|0.315525518|0.929482453|5525.861115|199.2870037|-505.632194|24.88485469|0.017184783|-233.0294362|1169.58817|582.0730423|10.85396804|1.0|3.41|0.3|19.0|-8.01|7.65|5.42|2.0|0.0|112.48|1.0|-6.48|27.0|4.0|-5.81|396.53|1.0|3.28e-07|0.00013|0.0|0.0|3.91e-06|-0.05507|5.5|3.5487|-1864.708995|677.16|1129.24|349.38|0.2906|575.45|0.70286|0.2906|-0.20246|-1864.534478|2.7003|8.0458
8g_a12|0.0|1|1|1|6.580639137|1|1|1.28383574|0.0|0.10205033|-0.0084227909999999|4.59511985|2|0.038347953|-0.038463841|1.714060666|0.005898773|10.95472263|-0.040257632|0.005405355|0.068559367|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.04981165|0.8576253690000001|-0.1045061519999999|0.274352085|0.008910823|-42.39297373|-57.6443411|4.915102972|84.95000993|0.142374631|0.0|0.90166696|-23.38345638|61.99654413|-23.58177591|2506.427441|473.055878|-1037.59814|-13.00742505|0.09833304|0.864880588|5327.736626|54.23932676|-572.326702|26.15353224|0.007890315|-443.109365|1150.7554189999998|480.0590283|4.352203029|1.0|2.51|0.1|21.0|-8.0|3.31|2.07|1.0|0.0|109.93|1.0|-4.38|27.0|5.0|-6.28|353.38|0.0|4.15e-05|0.0146|0.0|0.0|3.53e-06|-0.06432|3.68|3731.0|-1154.321531|590.93|989.66|332.31|0.3786|418.41|462.0|0.1601|-0.21633|-1154.173831|4.2131|5.43
12al_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043737|0.0|-0.06777947|-0.008463062|5.351858133|2|0.042739018|0.1030147719999999|0.0|0.00127667|10.96020817|-0.031635802|0.003077071|-0.1430106119999999|-0.239932418|-0.404703593|1|0.8913597320000001|0.8344566859999999|0.125005134|0.801179217|-0.105915949|0.2689491989999999|0.026927826|-51.22331485|-69.69632923|17.71943397|114.2305891|0.198820783|0.0|0.671084645|-33.70669917|86.77628559|-23.23210974|2843.740855|527.2034213000001|-1254.533926|-15.28752554|0.328915355|0.841133748|6049.668466|216.4375922|-825.5263792000001|34.61874732|0.025956027|-225.1591357|1869.412355|679.7230552999999|17.07995636|0.0|0.0|0.17|17.0|-6.69|2.77|1.89|1.0|0.0|130.24|1.0|-3.95|31.0|5.0|-6.93|411.46|0.0|0.000113|0.0464|1.0|0.0|8.340000000000001e-05|-0.04998|2.92|3.5511|-1347.479819|702.95|1181.84|349.14|0.4466|554.23|0.6945399999999999|0.0095|-0.1955599999999999|-1347.257936|8.1781|7.3188
14e_a25|0.0|0|0|0|6.842683282|0|0|1.4200152069999998|1.5926486519999998|0.039261746|-0.008591251|4.727387819|2|0.0389622639999999|0.0065927719999999|1.906869097|-0.00131452|10.93106299|0.011176663|-0.0005394919999999|0.015497482|0.025802692|-0.50909623|2|0.717460414|0.776960216|-0.144369439|0.7240504329999999|-0.1004553119999999|0.448918026|0.015024526|-73.99302943|-73.51338088|10.99497534|372.1805977|0.275949567|97.78313402|0.806446896|-54.14823405|84.60373462|-28.3735856|3126.080106|529.8614286999999|-1617.294379|-20.76384175|0.1935531039999999|0.966676175|6952.485076999999|141.642515|-1183.53898|35.18345194|0.015154859|-448.516796|2005.4567600000005|811.3237836|11.09035375|1.0|2.72|0.07|27.0|-9.14|3.65|4.02|1.0|0.0|134.35|1.0|-5.14|35.0|5.0|-6.96|462.5|0.0|7.29e-06|0.00337|0.0|0.0|3.38e-07|-0.0538|6.51|3.9613|-1521.012915|760.96|1300.08|312.99|0.2409|596.96|0.31019|0.0007|-0.2116699999999999|-1520.767443|7.2625|7.1249
12bi_a36|0.0|1|0|0|7.412764017000001|2|2|1.297042566|0.0|-0.088734077|-0.00902707|5.351858133|2|0.043854875|0.03474497|0.0|0.000482522|10.95958518|0.041834838|0.002872872|-0.176729938|-0.289604649|-0.37220074|1|0.884226781|0.812921349|0.0997949019999999|0.7850011179999999|-0.107613368|0.382000949|0.034602166|-57.89562053|-75.1419557|24.16125901|129.685076|0.214998882|0.0|0.4996603229999999|-40.42611289999999|101.3899049|-19.43326441|3044.149713|548.1337538|-1127.129336|-13.56944331|0.500339677|0.85865094|6572.410403|349.3664649|-787.0277122|38.89295091|0.037590587|0.474365004|2255.791153|766.4854363|26.24794923|1.0|0.0|0.21|17.0|-6.79|2.83|1.9|1.0|0.0|136.74|1.0|-4.11|33.0|6.0|-7.13|441.49|0.0|7.75e-05|0.0342|0.0|0.0|7.11e-05|-0.0510199999999999|2.68|3.6851|-1461.997992|742.94|1256.37|336.45|0.4214|603.92|0.68181|0.0252|-0.2018|-1461.75632|8.8903|7.8539
