molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12ba_a36|0.0|0|0|0.0|0|1.297043659|0.0|-0.090865777|-0.0075620109999999|5.351858133|0.026411489|0.040566449|0.0|-0.423472625|10.9478512|-0.011949092|1|1|-0.000621302|-0.091676619|-0.168084618|1|0.844641715|0.8256014690000001|0.041478447|-0.0202572689999999|0.796093405|-0.108410153|-56.0578808|-73.03464847|16.57882744|100.798163|0.150261874|-0.037526591|16.1479891|0.7068957840000001|-37.76553687|89.06670390000001|0.49229954|3035.390784|572.4586103999999|2492.5731100000003|14.59456478|0.969665341|6722.60947|35.76372225|0.023797439|-278.7665262|1859.713557|0.0|1.0|0.0|2.0|4.8|0.0|0.12|-6.72|1.63|116.78|0.74|133.18|5.0|33.0|-7.04|431.45|0.0|-4.25|1.6800000000000002e-05|0.0072599999999999|5.65e-05|0.0244|2.67|0.0|0.0|1.91e-07|2.79|3.0114|-1417.426327|1187.56|0.7436|0.70432|-0.12587|3.1996|-0.21033|0.02839417|-1417.249741|4.5448|21.0|7.6778
8c_a31|0.0|0|0|0.0|0|0.610137334|0.0|-0.012583838|-0.01275867|5.733341277|-0.104377029|0.03995098|0.0|-0.574140137|10.31169969|-0.1029580369999999|2|2|-0.004832959|-0.053983462|-0.09039853|0|0.922486359|0.847752299|0.006000201|-0.1759864119999999|0.87237334|-0.128067781|-64.57121646|-70.64275621|16.3656112|133.3100368|0.3739272389999999|-0.039640027|477.2277896000001|0.72308253|-35.61776956|82.77037329|0.47508938|2251.08563|345.3445134|1678.6836239999998|12.99457133|0.90508624|4835.748065|30.23944586|0.021986076|-246.1066271|1270.056726|1.0|1.0|1.0|2.0|3.51|2.9|0.29|-6.13|3.13|114.29|0.85|93.45|5.0|24.0|-6.7|342.42|0.0|-3.63|3.79e-05|13.0|0.000237|0.0811|2.38|0.0|0.0|7.45e-07|1.83|3.8492|-1426.129055|981.89|0.2597|0.7005|-0.15985|3.3453|-0.19207|0.03744829|-1426.024361|5.1815|0.81|6.0915
13i_a6|0.0|0|0|0.0|0|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|0.042560386|0.0|-0.852681372|10.95129557|-0.032549318|1|1|-0.007703306|-0.045418125|-0.073507141|1|0.8744720490000001|0.7771558909999999|0.145878803|-0.054229558|0.830577798|-0.129526268|-80.75190740000001|-86.83156133|20.90143854|181.1128483|0.375953882|-0.046433945|116.5456632|0.783597763|-54.13430283|100.2320567|0.429711323|2906.257489|418.3467934|2880.134143|14.54375165|0.753497905|6306.951561999999|39.72483975|0.019989461|-380.2354072|2105.416507|1.0|1.0|1.0|3.0|3.59|2.7|0.12|-8.5|3.54|115.15|1.18|120.17|6.0|32.0|-6.81|427.46|0.0|-4.48|9.32e-06|0.00398|3.28e-05|14.0|2.95|0.0|0.0|3.18e-09|4.94|3.5614|-1426.518007|1196.21|0.2903|0.70517|-0.1464|7.8342|-0.19454|0.03191957|-1426.332492|10.1375|21.0|7.6778
7e_a8|0.0|0|0|0.0|1|1.394799915|1.3496955309999998|-0.150447714|-0.006027596|4.844187086|-0.052939815|0.043758865|0.0|-0.289324602|10.94332434|-0.0446343779999999|1|1|0.002669179|0.034227147|0.07125309|0|0.5897105770000001|0.732001738|-0.023521398|-0.072307692|0.577394732|-0.0886889709999999|-51.4880895|-53.04282692|12.91806855|86.03149870000001|0.170843962|-0.037446454|63.5628736|0.776001552|-30.79383811|64.23177694|0.4742828629999999|2605.914474|495.8990914|2032.501296|14.654025199999998|0.902163597|5808.479788000001|28.86058693|0.018708212|-330.14031780000005|1298.726412|0.0|1.0|0.0|1.0|3.2|3.38|0.04|-8.29|4.94|70.81|3.54|108.43|4.0|29.0|-5.43|385.39|0.0|-5.41|1.78e-06|0.000686|3.87e-06|0.00149|4.54|0.0|0.0|5.07e-09|6.32|3.2363|-1300.467069|1060.05|0.3461|0.70177|-0.13577|9.0006|-0.2054699999999999|0.02845071|-1300.327213|11.4436|35.1|4.4547
47o_a18|0.0|0|0|0.0|0|1.251177005|0.0|0.052875948|-0.006476544|4.844187086|-0.055408687|0.037484277|0.0|-0.4339284229999999|10.94702017|-0.038296569|0|0|0.000787517|-0.103458566|-0.156998637|0|0.7452092359999999|0.7435044540000001|0.001673737|-0.066242713|0.733228144|-0.088436375|-56.13142962|-64.2280736|6.313168526|77.37089184|0.193127002|-0.034545459|82.54478365|0.872753077|-40.76618466|70.23090572|0.493146875|2857.120021|586.0020642999999|1393.529823|19.35260972|0.972958142|6462.6049570000005|28.74706708|0.008265369|-541.4335917000001|1839.812293|1.0|0.0|1.0|3.0|4.17|0.0|0.25|-9.37|3.0|85.29|2.94|139.63|9.0|34.0|-6.12|454.56|0.0|-5.08|2.19e-06|0.000996|8.38e-06|0.00381|4.16|0.0|0.0|4.26e-10|7.62|3.22|-1455.547304|1352.29|0.5065|0.69248|-0.13203|2.2316|-0.18223|0.02736851|-1455.231246|2.8284|47.0|7.3279
EW7203_a60|0.0|0|0|0.0|0|0.604984431|0.0|0.025672274|-0.00698487|5.351858133|0.0075638519999999|0.041767677|0.0|-0.377182982|10.31162855|-0.051413084|1|1|0.0036417359999999|-0.049287858|-0.090115975|1|0.80330079|0.822401103|0.002441966|-0.089945913|0.760234689|-0.096226348|-49.19385637|-62.23028092|13.03554647|80.48638339|0.113924842|-0.036566012|0.0|0.766837077|-31.81402579|73.82739839|0.497298165|2913.880231|573.0312689|1660.077477|16.53092404|0.989250745|6403.777228|30.83771958|0.01793256|-345.1309687|1541.885979|0.0|1.0|1.0|2.0|4.75|3.21|0.13|-6.7|2.6|117.47|2.17|133.97|5.0|31.0|-6.35|425.51|0.0|-4.82|1.81e-06|0.000768|1.53e-05|0.0065|3.59|0.0|0.0|2e-07|3.64|3.5192|-1667.993536|1166.44|0.2385|0.69857|-0.1446599999999999|1.7676|-0.20654|0.03203878|-1667.848192|2.5159|9.0|8.0334
11_a27|0.0|0|0|0.0|0|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|5.4161004020000005|-0.003527607|0.042533875|1.3706083080000002|-0.344117757|10.93910312|-0.027287578|0|0|0.005111147|-0.041662169|-0.067428705|2|0.734834532|0.814843016|-0.0357410779999999|-0.043616687|0.7146215429999999|-0.094820973|-42.27430065|-50.15555389|8.553922917000001|143.3238715|0.2354494999999999|-0.034296948|72.60399149|0.8088958709999999|-22.36099135|56.8702158|0.4528656239999999|2339.465471|404.4089873|1646.903525|9.562117063|0.82770457|5186.240841|22.42732497|0.012694323|-326.780942|1054.084273|0.0|0.0|0.0|1.0|3.95|0.0|0.35|-6.09|1.67|61.88|3.06|106.33|2.0|26.0|-6.47|345.4|1.0|-4.02|0.000207|0.0716|9.45e-05|0.0326|2.73|0.0|0.0|8.2e-07|4.54|2.4836|-1122.433411|974.29|0.3492|0.59222|-0.1022|3.1278|-0.16205|0.0226944|-1122.242519|4.2894|5.0|8301.0
17_a12|0.0|0|0|0.0|0|0.610029543|0.0|0.132275232|-0.00864055|4.727387819|-0.058347964|0.035816993|0.0|-0.38018419|10.31157659|-0.070249784|1|1|-0.000651751|-0.113649923|-0.202276514|2|0.918713011|0.8198617429999999|-0.043392747|-0.11976662|0.859088647|-0.096209886|-36.25249721|-50.13411606|5.849860887999999|69.36398419|0.141880635|-0.035198739|0.0|0.786701219|-18.89085387|57.97616997|0.466056241|2246.161353|447.1583691000001|1470.257187|10.61752641|0.8728564259999999|4866.339908|23.31475957|0.015049295|-298.7949107|955.9051425|1.0|1.0|1.0|1.0|4.13|2.97|0.17|-7.16|2.56|78.41|2.47|103.12|3.0|24.0|-6.07|333.41|1.0|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|0.0191|3.19|0.0|0.0|6.97e-08|2.87|3.7723|-1366.776169|933.62|0.2213|0.62783|-0.15459|2128.0|-0.21781|0.02800938|-1366.689546|2.9806|16.0|7.7959
13h_a6|0.0|0|0|0.0|0|1.424099498|0.0|-0.094781725|-0.006619944|4.727387819|0.004767264|0.04393617|1.656132209|-0.3839567379999999|10.95053423|-0.090944829|1|1|-0.000644109|-0.12414699|-0.215607882|2|0.836982172|0.780222427|-0.0256002129999999|-0.164411111|0.789769968|-0.091977068|-51.85624128|-64.32173453|12.1971464|77.20799814|0.132089259|-0.032362302|0.0|0.736918588|-36.26429338|76.78735663|0.461667017|2926.745635|606.9504647000001|2829.19698|16.928040300000003|0.8575863490000001|6302.785260000001|30.71129129|0.017825256|-331.36552|1658.40973|1.0|1.0|1.0|2.0|3.64|3.03|0.12|-10.57|4.79|103.17|1.13|128.63|6.0|33.0|-6.31|431.49|0.0|-5.06|2.77e-06|0.0012|8.8e-06|0.0038|3.7|0.0|0.0|2.67e-11|3.83|3392.0|-1386.569017|1253.92|1.0978|0.69001|-0.14097|7.2872|-0.2153199999999999|0.04469058|-1386.3651|10.0322|47.0|7.3279
15d_a10|0.0|0|0|0.0|1|1.343850133|2.147544195|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|0.031742919|2.04092658|-0.184039927|10.92970801|0.007032164|1|1|0.011249462|-0.1786649189999999|-0.280243276|2|0.74726683|0.745184875|0.02497303|0.0131101969999999|0.71456262|-0.070612242|-38.80896881|-47.58559595|15.37766538|67.59624856|0.12390229|-0.018829931|141.0919598|0.471900166|-26.15336742|66.95020436|0.473858537|2967.522813|590.402322|2036.192049|16.02072769|0.900629528|6511.656447|26.89020509|0.028735133|37.87296065|1613.412305|1.0|1.0|1.0|0.0|3.71|4.01|0.35|-7.82|3.44|65.3|1.54|131.43|6.0|33.0|-7.04|441.52|1.0|-4.38|0.000167|0.0739|4.1200000000000005e-05|0.0182|2.75|0.0|0.0|1.5e-08|2.05|3.8591|-1431.051425|1266.87|312.0|0.6814100000000001|-0.15916|3.3831|-0.20918|-0.23696253|-1430.795367|3.8163|69.0|7.1612
14t_a23|0.0|1|1|0.0|2|1.197962538|3.410065804|0.04919958|-0.005383494|5.351858133|-0.024472753|0.045277778|0.758345646|-0.290708696|10.31321779|-0.093434862|2|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.7629258809999999|0.113493155|-0.152771194|0.6906097959999999|-0.079253435|-36.09926385|-51.65035498|11.36130649|36.6149406|0.079043164|-0.033286443|42.20767549|0.799945841|-23.52629623|61.0040156|0.465981891|2878.4071670000003|600.1979272000001|2286.063655|14.13931199|0.872595673|6523.656379|27.11827225|0.014352462|-390.9561553|1355.9136119999998|0.0|1.0|1.0|1.0|3.52|3.49|0.09|-7.78|4.33|105.02|3.24|125.25|5.0|31.0|-6.1|425.51|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|3.79|3.2060000000000004|-1669.21916|1184.43|0.2061|0.68886|-0.15625|5.8672|-0.22291|0.02135191|-1669.040656|8.3062|4.0|8.3979
12ad_a36|0.0|0|0|0.0|0|1.297042846|0.0|-0.040810025|-0.01083262|5.351858133|-0.073048351|0.040787037|0.0|-0.649957196|10.95445455|0.010723827|1|1|0.000906224|-0.136151085|-0.227404687|1|0.817851296|0.832674224|0.1563642469999999|0.018207862|0.7767870459999999|-0.107772644|-58.34300549|-76.30379737|21.78471426|94.12528108|0.239732231|-0.0365657189999999|81.68309557|0.656407461|-41.30726219|96.81391944|0.477102332|3041.082692|538.2749789|2474.175727|16.772513699999998|0.912420081|6569.653402|39.44011905|0.028968808|-221.4751857|2208.646667|0.0|0.0|0.0|2.0|4.9|0.0|0.17|-6.62|1.67|95.5|1.89|135.03|7.0|33.0|-7.18|439.47|0.0|-4.08|6.579999999999999e-05|0.0289|8.36e-05|0.0367|2.53|0.0|0.0|2.42e-07|4.5|3.8512|-1460.794632|1236.64|0.6073|0.67215|-0.15638|5.3349|-0.21044|0.03648828|-1460.610659|6.8996|17.0|7.7696
22_a4|0.0|0|0|0.0|1|1.399866564|1.987636054|-0.043165663|-0.006436201|5.4161004020000005|-0.115883451|0.044357639|0.0|-0.257448045|10.94586213|-0.023072107|1|1|0.004237768|0.021636871|0.034720243|1|0.774689758|0.7797803109999999|0.086940934|-0.037423832|0.755510052|-0.089955967|-45.61565825|-43.23011833|5.1432274630000006|162.9809584|0.138796849|-0.036468635|0.0|0.8444670409999999|-21.92150631|48.65880447|0.4359219589999999|1950.173729|413.8681986|1477.437886|9.742413394|0.772804341|4074.564287|20.75359108|0.011296354|-331.080892|767.88287|1.0|0.0|0.0|1.0|3.3|2.2|0.11|-5.24|3.54|50.94|2.09|87.12|2.0|22.0|-5.91|289.33|1.0|-3.98|0.000172|0.0497|0.000104|0.0301|3.03|0.0|0.0|5.77e-06|3.38|4.0537|-934.240411|860.77|0.1675|0.65771|-0.16754|3.5548|-198.0|0.030263407|-934.171365|5.4110000000000005|47.0|7.3279
11d_a31|0.0|0|0|0.0|0|0.610136352|0.0|0.064475882|-0.017317263|5.733341277|-0.116385886|0.0388738739999999|0.0|-0.848545873|10.31169874|-0.078235092|2|2|-0.006496772|-0.096447723|-0.153894316|0|0.819298311|0.822077662|-0.057505249|-0.13169885|0.78396996|-0.134048091|-82.05480081|-82.06512842|21.07078977|296.2476128|0.414787184|-0.040797245|91.25756269|0.6817705409999999|-50.23449218|98.8237718|0.4816588089999999|2532.447962|358.2711594|2039.207676|15.21323794|0.929231204|5420.356537|36.63453013|0.027374162|-222.5622569|1685.188386|1.0|1.0|1.0|2.0|3.6|2.83|0.32|-6.23|4.03|125.57|1.26|102.13|7.0|27.0|-6.4|385.44|0.0|-4.2|3.33e-06|0.00128|6.26e-05|0.0241|3.17|0.0|0.0|5.83e-07|4.87|3.8009|-1598.671315|1077.69|0.2642|703.0|-0.15822|3.1919|-0.19226|0.04390452|-1598.546288|4.6622|0.03|7.5229
9g_a24|0.0|0|0|0.0|1|1.427608366|1.7647373919999998|-0.318471716|-0.00106361|5.283203728999999|0.001126633|0.0279797979999999|0.0|-0.0425444|10.96318169|-0.02471184|2|2|0.013119312|-0.0273623029999999|-0.049325609|2|0.683676657|0.7931626959999999|0.13372961|-0.045107345|0.657503038|-0.065668047|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|-0.021297745|0.0|0.4819264479999999|-15.87288497|49.25777584|0.427531635|2123.257348|429.0504306|1196.910121|10.69818114|0.746821416|4355.725609|21.8662148|0.033884884|17.88521849|809.0499476|1.0|0.0|1.0|1.0|2.8|1.78|0.06|-6.43|2.93|72.28|0.64|87.53|3.0|23.0|-7.17|302.33|1.0|-3.09|0.00323|977.0|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.75|4.2802|-984.5565078|879.99|0.2444|0.64993|-0.17806|2.9691|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675
12ap_a36|0.0|0|0|0.0|0|1.2970441659999998|0.0|-0.06398791|-0.007719624|5.351858133|-0.010732275|0.042739018|0.0|-0.424579308|10.95430638|-0.042675894|1|1|0.001194592|-0.098598933|-0.175397741|1|0.8707354620000001|0.832758813|-0.025198947|-0.074596774|0.8212311840000001|-0.106173763|-54.21070432|-69.6632787|14.26936622|82.56761031|0.1694125169999999|-0.037473093|0.0|0.737851886|-35.56900768|83.16347311|0.464588|2843.18721|544.9693552|2328.307856|16.37284224|0.86772056|6003.481614|33.32245946|0.020575639|-312.1212186|1699.445432|0.0|0.0|0.0|2.0|4.78|0.0|0.13|-6.66|1.76|92.99|1.38|128.47|5.0|31.0|-7.08|406.44|0.0|-3.95|0.000101|0.0412|0.000113|0.0458|2.4|0.0|0.0|2.21e-07|2.98|3.8801|-1325.159466|1160.79|0.8819|0.6929|-0.15704|7.0249|-0.21788|0.04039655|-1325.0127220000002|9.6512|32.0|7.4949
12t_a36|0.0|0|0|0.0|0|1.297042607|0.0|-0.058770337|-0.00673635|5.351858133|-0.034194893|0.041767677|0.0|-0.404180985|10.95395385|-0.0288761339999999|1|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|0.829598864|-0.009662203|-0.050788309|0.857993338|-0.100615514|-48.97252784|-67.01551397|11.7409283|86.12920631|0.166244358|-0.035934112|0.417511887|0.78316808|-32.61842026|77.32343502|0.48189543|2771.211293|555.3275093999999|2320.375227|15.36435856|0.930112292|5936.009091|30.56063281|0.01547607|-377.2113003|1711.395437|0.0|0.0|0.0|2.0|4.94|0.0|0.21|-7.36|2.45|69.2|2.45|133.52|6.0|31.0|-6.33|409.49|1.0|-4.57|2.48e-05|0.0102|2.6600000000000003e-05|0.0109|3.47|0.0|0.0|4.38e-08|3.87|3.6694|-1311.552739|1208.04|0.4297|0.70313|-0.15088|5.9081|-0.2039|0.03230976|-1311.349439|7.9104|8.0|8.0969
13l_a6|0.0|0|0|0.0|0|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|5.351858133|-0.132667824|0.0408037829999999|0.0|-0.858070925|10.95129637|-0.086595185|1|1|-0.006280295|-0.045794891|-0.073210645|1|0.8694295409999999|0.7908110340000001|-0.058931734|-0.1470289659999999|0.827754203|-0.126521431|-82.24617981|-88.13242567|20.90615311|182.8275745|0.3569010139999999|-0.0451862259999999|118.3485042|0.793671137|-57.29112645|100.8610837|0.4257335779999999|2967.923804|447.9705372|3127.831037|15.34147837|0.7413520309999999|6462.086665999999|39.65857501|0.018273048|-409.1314702|2220.880201|1.0|1.0|1.0|3.0|3.64|2.22|0.16|-8.89|3.8|115.15|1.39|124.98|7.0|33.0|-6.59|441.48|0.0|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|1.29e-09|5.41|3.5499|-1465.834958|1249.13|0.3115|0.70515|-0.14562|7.2582|-0.19447|0.03092407|-1465.624566|8.9893|385.0|6.4145
9_a47|0.0|0|0|0.0|0|1.3818994059999998|0.0|0.00410268|-0.008501246|0.0|-0.1789147139999999|0.037492877|1.323246814|-0.382556052|10.93671087|0.045804989|0|0|-0.007880155|-0.021556658|-0.045757939|2|0.7033922579999999|0.792070785|0.046690958|0.075092937|0.689770023|-0.0969292319999999|-44.13640712|-50.70744657|4.991260197|107.3271659|0.194850031|-0.036925422|0.0|0.790651977|-23.08946904|58.96976407|0.482896681|2292.652212|421.2052248|1333.091472|10.93281031|0.93384951|5212.504394|24.43189048|0.015793737|-304.1026787|1026.1394|1.0|0.0|1.0|2.0|2.87|2.78|0.05|-8.47|5.61|58.04|2.99|101.46|3.0|26.0|-5.26|345.37|0.0|-5.2|4.29e-06|0.00148|6.3e-06|0.00218|4.43|0.0|0.0|3.4000000000000003e-09|4.06|3.7183|-1149.055456|959.59|0.2294|0.69084|-0.1545099999999999|2.2966|-0.20488|0.03463008|-1148.949486|3.4815|25.0|7.6
4_a4|0.0|0|0|0.0|1|1.343865392|2.156628874|-0.183963421|-0.001234337|5.4161004020000005|0.0159331539999999|0.036775068|2.183056868|-0.058013858|10.92992837|-0.037623601|1|1|0.0112367389999999|-0.048056862|-0.078747188|2|0.646069495|0.77276149|-0.168712277|-0.063012715|0.636572383|-0.06873731|-25.64211031|-35.41518716|4.4155367960000005|13.70182982|0.0667239759999999|-0.0255766729999999|42.42341622|0.793717973|-13.21145879|40.86951119|0.398500394|2221.6122010000004|480.8472306|1883.42405|8.855289118|0.66251148|4878.070704|16.60255217|0.010586293|-302.661743|713.9097433|1.0|0.0|1.0|0.0|3.15|3.09|0.19|-7.57|4.41|43.6|2.66|100.08|2.0|25.0|-5.79|326.39|1.0|-4.57|7.59e-05|0.0248|2.69e-05|0.00877|3.52|0.0|0.0|2.71e-08|3.24|4.0261|-1029.93716|960.45|0.1106|0.6010800000000001|-0.1696599999999999|2.6814|-0.21831|0.02323788|-1029.813844|3.1195|78.0|7.1079
12s_a30|0.0|0|0|0.0|0|0.604984545|0.0|-0.00019297|-0.007621736|5.351858133|-0.095120438|0.04625323|0.0|-0.403952011|10.31162892|-0.04950715|1|1|-0.001131023|-0.0546637159999999|-0.145315868|1|0.609043558|0.83236194|0.006789196|-0.080971844|0.591758164|-0.103647048|-58.75255278|-67.11451776|12.51292194|89.91581294|0.2932862089999999|-0.040189672|0.0|0.790481833|-38.04400919|78.38074776|0.467381416|2977.11642|457.6180044|2368.4646620000003|15.14544373|0.877516163|6639.7334200000005|32.92168852|0.017398791|-376.1910929|1613.162737|0.0|1.0|0.0|1.0|4.63|0.0|0.14|-7.16|3.74|81.65|3.58|127.19|5.0|31.0|-6.06|434.46|0.0|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|0.0|6.900000000000002e-08|4.32|3.5348|-1774.202623|1140.1|0.2148|0.68458|-0.14985|3.0335|-0.20495|0.03401064|-1774.072418|3.9579|7.0|8129.0
33_a47|0.0|1|1|0.0|1|1.409403453|1.758479676|-0.229935275|-0.004263267|4.727387819|-0.085712613|0.034691358|1.688794654|-0.183320497|10.98214099|0.0741098479999999|1|1|0.003634698|-0.147591116|-0.338113214|3|0.63155995|0.82821379|0.065468525|0.1186944519999999|0.607650682|-0.083739854|-32.1568697|-44.81989209|11.96072985|30.94680001|0.1802998689999999|-0.0272154529999999|0.0|0.57681348|-17.2112484|60.65229445|0.4607629339999999|2311.28828|438.726241|787.797733|12.94292541|0.854471925|4889.09585|25.25333652|0.029580684|-82.22540944|1010.133461|1.0|1.0|1.0|1.0|3.08|2.76|0.11|-7.08|4.04|68.52|1.52|94.28|3.0|25.0|-6.78|334.35|1.0|-3.72|0.000546|183.0|0.000192|0.0643|2.19|0.0|0.0|8.339999999999999e-08|2.06|4.1869|-1123.135036|934.34|0.2566|0.67508|-0.15985|4.5647|-0.21447|0.02924367|-1123.04547|6.2284|4.0|8.4
9o_a24|0.0|0|0|0.0|0|1.294229152|0.0|-0.064667223|-0.007052095|4.59511985|-0.044044637|0.028472222|0.0|-0.387865233|10.94506726|-0.000236595|1|1|0.002019902|0.00177843|0.00294424|2|0.738419215|0.785672769|-0.0062180169999999|-0.000453155|0.7086274779999999|-0.08834189|-51.29122728|-51.14964436|10.7072496|32.50178358|0.229726192|-0.032911684|44.8382925|0.668046377|-29.69744072|66.24061038|0.4861134689999999|2892.333138|445.9858336|1906.512273|11.83284872|0.945954873|6697.297449000001|28.52459128|0.026064002|-194.5965258|1454.754155|0.0|1.0|1.0|2.0|3.96|2.84|0.04|-7.91|4.36|92.79|1.23|120.73|6.0|32.0|-6.83|421.45|0.0|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|0.0167|2.88|0.0|0.0|1.24e-08|4.41|4.2643|-1388.094657|1126.94|0.1409|0.65292|-0.17826|4.3816|-0.22353|0.0533144|-1387.945865|5.9089|446.0|6.3507
7_a47|0.0|0|0|0.0|0|1.304326965|0.0|0.00763426|-0.008206422|0.0|-0.143650735|0.04030303|1.303301032|-0.3939082339999999|10.93671034|-0.0781924059999999|0|0|-0.00794321|-0.021071408|-0.04311702|2|0.6995252890000001|0.817389583|-0.04402021|-0.124285418|0.671549194|-0.095957591|-45.82735481|-54.113260200000006|5.027768049|103.5602725|0.152677268|-0.036250645|0.0|0.816979353|-25.84337052|61.47335819|0.405265781|2491.885862|477.8297898|1968.695833|10.90440708|0.681423344|5958.904826|25.02240371|0.0130514639999999|-357.5076454|1126.008167|1.0|0.0|1.0|2.0|2.96|3.14|0.09|-9.45|6.52|58.04|3.69|111.28|4.0|28.0|-4.8|393.84|0.0|-6.06|3.41e-07|0.000134|8.75e-07|0.000345|5.49|0.0|0.0|3.52e-10|5.08|3.7203|-1647.963177|1043.33|0.2144|0.69314|-0.1544|3406.0|-0.2073699999999999|0.03348545|-1647.841533|4.4255|25.0|7.6
12z_a36|0.0|0|0|0.0|0|1.297044126|0.0|-0.065211069|-0.007671785|5.351858133|-0.010732275|0.041767677|0.0|-0.421948174|10.95429182|-0.030529442|1|1|0.001194592|-0.098598933|-0.175397741|1|0.8707354620000001|0.826316772|0.103551178|-0.0533649729999999|0.8212311840000001|-0.102674964|-54.11489962|-68.09761735|15.50078625|114.3931487|0.165209595|-0.036238222|15.59091678|0.712682362|-35.89088901|83.07227002|0.4577848329999999|2841.692299|553.6621150000001|2451.657399|14.78435842|0.844286292|6146.834385|33.72393432|0.0225782039999999|-282.1167226|1719.920651|0.0|0.0|0.0|2.0|4.76|0.0|0.13|-6.66|1.76|92.99|1.38|128.47|5.0|31.0|-7.08|406.44|0.0|-3.95|0.000101|0.0412|0.000113|0.0458|2.4|0.0|0.0|2.21e-07|2.98|3.8969|-1325.157504|1153.7|0.4423|0.69397|-0.1575|4814.0|-0.2139199999999999|0.03845474|-1325.010808|6.5892|5.0|8301.0
1l_a5|0.0|0|0|0.0|0|1.270375394|0.0|-0.244609612|-0.00183668|4.59511985|-0.0052651969999999|0.025672515|0.0|-0.089997343|10.94421389|-0.05139414|1|1|0.007613233|0.0271820189999999|0.043915678|2|0.7245669790000001|0.7656671279999999|-0.174469948|-0.091849662|0.71872376|-0.067755283|-38.79937717|-38.27406105|4.43679678|167.86839980000002|0.109710998|-0.026512937|0.0|0.769406114|-21.91725365|45.64819758|0.47265823|2227.730859|502.9124512|903.1631908|14.03493287|0.896303416|4665.793689|19.46541135|0.013054186|-304.3678822|895.4089219|1.0|0.0|1.0|1.0|2.98|2.67|0.14|-8.83|5.32|54.46|2.57|105.07|4.0|26.0|-5.4|340.42|1.0|-4.98|9.06e-06|0.00308|1.04e-05|0.00356|4.19|0.0|0.0|1.4800000000000003e-09|3.89|4.3664|-1069.229786|1033.47|0.4921|0.57392|-0.1779|2.1987|-0.21939|0.03182983|-1069.101032|3.3694|32.0|7.4949
