molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|JGI4|ATSC1c|MATS8i|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
11c_a31|1|0|0|0.0|7.765993078999999|1|0.6101368770000001|0.0|0.069254998|-0.0184155389999999|5.733341277|0.037731481|-0.847114804|-0.137912959|2|2|-0.008375297|-0.0512371409999999|-0.16065803|0|0.839810365|0.8906705429999999|0.787929678|0.564143263|-0.138002689|-0.14043574|-80.82023592|-82.24513417|0.435856737|255.2562173|-48.16624372|11.74927853|70.98337779|0.676089232|-1.825664624|-47.33176279|-24.864808|100.8824395|2470.585429|-1069.186744|1770.045716|0.323910768|7.259183801|13.95917988|189.6959033|36.77740577|0.029155542|1581.428448|449.7512005|17.07472346|0.0|1.0|1.0|3.51|2.66|0.28|16.0|-5.84|5.04|3.64|125.57|1.03|1.0|97.32|0.0|-5.11|6.0|371.41|1.0|3.04|0.000105|39.0|2.82|1.45e-06|0.000537|-0.03532|3.8551|4.47|-1559.3980869999998|622.22|1022.77|321.61|0.7005899999999999|-1559.194237|0.2627|-0.15994|5289.0|-0.19526|0.04465349|-1559.253116|7.5091|6.8861
4d_a49|0|0|0|0.0|7.535296702|1|1.343847746|2.097463308|-0.06085453|-0.006135653|5.4161004020000005|0.036555556|-0.343596561|-0.053327669|1|1|0.001356445|-0.151004418|0.000850823|2|0.783870915|0.834151595|0.749565191|0.752634646|-0.089942837|-0.085966608|-55.40321178|-52.95392476|0.2473653539999999|152.3727245|-32.61868996|5.16986937|57.16412513|0.654728051|-1.461432343|-34.12740785|-17.31186002|63.79609555|2658.242991|-900.2167208999999|1640.195062|0.3452719489999999|7.998287218|15.09148245|212.6814716|26.44129877|0.022019681|1374.947536|641.1445234|13.56373757|1.0|1.0|1.0|3.38|2.68|0.22|21.0|-7.58|3.16|2.8|98.72|1.25|1.0|115.63|0.0|-3.13|5.0|398.46|1.0|2.27|0.0004509999999999|0.18|1.45|2.64e-08|1.05e-05|-0.06309|5.7447|2.99|-1293.333712|668.09|1144.04|215.82|0.40593|-1293.049085|0.0879|-0.15888|4.3005|-0.2219699999999999|0.0395418|-1293.107454|5.5765|7.7447
12x_a36|1|0|0|0.0|7.412764017000001|2|0.629399587|0.0|-0.058295476|-0.007008724|5.351858133|0.041767677|-0.40650598|-0.054184069|1|1|0.003710345|0.038200407|-0.133106642|1|0.828393514|0.8792981679999999|0.855081905|0.836402835|-0.0737521679999999|-0.104368092|-49.60929169|-70.20305027|0.163597165|110.0434027|-47.22198284|7.974776509|0.8295471390000001|0.7768535409999999|-1.982993755|-33.36962015|-24.70107324|61.46507585|2884.428214|-1333.8579550000002|2391.802689|0.223146459|8.770758009|16.20591229|150.09915149999998|31.79630645|0.016274369|1717.000548|725.9470896|10.94693123|0.0|1.0|1.0|4.87|0.0|0.17|17.0|-7.05|3.33|2.61|94.5|2.51|1.0|135.47|0.0|-4.85|4.0|427.52|0.0|2.33|3.09e-05|0.0132|3.19|8.95e-08|3.83e-05|-0.05311|3.8776|3.37|-1670.452834|719.63|1209.23|319.74|0.6853600000000001|-1670.182026|0.0199|-0.1517099999999999|5.6653|-0.2048199999999999|0.03331471|-1670.244307|7.2812|8.1549
18_a34|0|0|0|0.0|7.423568444|1|1.4547811819999998|1.801574074|-0.063113846|-0.014733513|5.351858133|0.040527066|-0.677741618|-0.141332289|1|1|0.002183342|-0.155197864|-0.478810922|1|0.805756513|0.8584852479999999|0.713979177|0.68981472|-0.090328365|-0.129784908|-49.86847383|-71.65163761|0.31018528|171.24705480000003|-39.55742812|12.44948722|54.26737825|0.695849945|-1.816988713|-27.53138148|-23.32844015|72.41862911|2424.18137|-1003.122927|1774.550004|0.304150055|6.282442545|11.23989749|167.9151283|33.52510165|0.027385869|1441.579371|428.6241319|15.11918774|1.0|0.0|1.0|3.28|3.61|0.21|17.0|-5.65|3.13|3.15|75.47|1.49|1.0|93.91|0.0|-4.32|6.0|351.36|1.0|2.89|7.829999999999999e-05|0.0275|3.07|2.22e-06|0.000781|-0.03925|4.4335|5.07|-1199.288654|592.04|991.93|279.66|0.56101|-1199.101028|0.0303|-0.17549|5.0935|-0.21474|0.02902032|-1199.158044|6.7806|5.6144
3c_a12|0|0|0|0.0|6.555356892000001|1|0.610140703|0.0|0.06235058|-0.009252756|4.59511985|0.039605735|-0.379362977|-0.008931246|1|1|-0.001825446|-0.267255164|-0.211367878|1|0.826033688|0.888353608|0.859899236|0.843855494|-0.071719601|-0.099327724|-36.28720467|-50.25579322|0.156144506|79.00277721|-25.42738988|3.384177297|0.0|0.7055242159999999|-1.291260406|-18.35985151|-17.19277136|42.97583906|2186.344105|-653.3253118|1139.340748|0.2944757839999999|6.231995392999999|10.88288188|148.9927848|24.36878988|0.02155815|926.0140155|380.2468615|10.90754815|1.0|0.0|1.0|3.94|2.78|0.12|17.0|-6.78|4.01|2.25|78.41|1.82|0.0|98.16|0.0|-4.22|4.0|319.38|1.0|2.76|9.940000000000002e-05|0.0318|2.91|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|2.56|-1327.498519|544.65|894.36|311.14|0.43415|-1327.351991|0.1193|-0.14572|1.6035|-0.22035|0.02665687|-1327.4004710000002|2.3061|7699.0
14a_a22|0|0|0|0.0|6.842683282|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|0.038167849|-0.280236463|-0.057308195|1|1|0.005757758|0.036467904|-0.165471815|2|0.7392451729999999|0.794858486|0.655865336|0.864077619|-0.062215607|-0.081479363|-42.39063895|-55.51601021|0.135922381|92.61079081|-37.82586486|9.873779458|60.38977977|0.7007904070000001|-1.629587269|-28.88288575|-21.35231162|56.88212098|2885.858295|-1110.320204|2169.870866|0.299209593|8.052850876|14.55117701|203.8666248|30.46889826|0.021742777|1584.38271|684.5377542|14.81445329|1.0|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|3.87|4.31|85.59|1.73|1.0|124.05|0.0|-4.65|5.0|420.47|1.0|3.19|2.1e-05|0.00881|3.18|6.1e-10|2.56e-07|-0.06145|5.0653|4.98|-1368.35698|695.62|1191.81|244.77|0.45928|-1368.075682|0.0578|-0.15029|4.9775|-0.21174|0.03539365|-1368.13858|6603.0|7.4202
14n_a23|0|1|1|0.0|7.423568444|0|1.197963531|3.3716621960000004|0.009802461|-0.0068536419999999|5.351858133|0.045165485|-0.376950283|-0.049694913|2|2|0.010508236|0.144230149|-0.199540201|2|0.802854174|0.861597051|0.71381683|0.89327435|-0.058928845|-0.082430028|-39.82324087|-55.70499288|0.10672565|72.12361433|-37.64460956|12.34358104|97.39429807|0.6868205409999999|-1.648600566|-26.91195666|-21.84509525|58.08878013|3014.591033|-1114.099858|2195.877777|0.313179459|8.662092555|16.33144958|211.642042|31.80611809|0.0242495529999999|1622.112023|683.7405759|16.3874892|0.0|1.0|1.0|3.53|3.66|0.09|26.0|-7.51|3.42|4.03|114.25|2.72|2.0|126.78|0.0|-5.63|5.0|441.51|0.0|3.48|9.57e-06|0.0042299999999999|3.55|3.11e-08|1.3699999999999998e-05|-0.06951|3.4217|3.23|-1744.450916|710.48|1209.95|362.35|0.6955|-1744.1828670000002|0.4229|-0.1382|5.2196|-0.2077099999999999|0.02300614|-1744.244532|7.2975|9.2441
20_a4|0|0|0|0.0|7.535296702|1|1.399905568|2.017439295|-0.203359312|-0.003103385|5.4161004020000005|0.039635417|-0.124135414|-0.1473674569999999|1|1|0.012025268|-0.098992154|-0.103098674|1|0.7797803109999999|0.8404413829999999|0.665774148|0.918147288|-0.060595472|-0.072188305|-29.16642156|-34.74640079|0.081852712|39.3981702|-16.72448692|5.313236547|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|-13.14728679|40.20507689|1982.961908|-486.4496111|1379.418733|0.356414753|5.543543957000001|9.58599918|171.5531319|20.4281979|0.024334176|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|3.23|3.06|0.11|17.0|-5.55|3.2|3.54|39.94|2.09|0.0|86.62|0.0|-3.46|3.0|289.33|1.0|2.97|0.000134|0.0388|2.96|2.79e-06|0.000806|-0.03048|5.1778|2.73|-934.2489802|517.72|861.05|239.45|0.5152|-934.103809|0.1415|-0.16699|4.0681|-0.19747|0.022349042|-934.150871|5.5779|6.1898
14ab_a23|0|1|1|0.0|7.423568444|0|1.197962873|3.4171257980000003|0.065530542|-0.0050415|5.351858133|0.04314059|-0.287365522|0.010803172|2|2|0.012103325|0.038241896|-0.13397874|2|0.75434493|0.8072028240000001|0.693959193|0.92422233|-0.051974369|-0.076243539|-35.59605095|-52.21744789|0.07577767|51.89838547|-35.76253038|8.431109267|82.79560776|0.797837067|-1.677357849|-24.37891748|-21.67516705|47.90644969|2941.47118|-1148.783854|2332.352369|0.202162933|7.83369055|14.76864227|138.4567483|27.16741043|0.013710439|1439.872753|733.3886349999999|9.389964491|0.0|1.0|1.0|3.63|3.82|0.12|26.0|-8.16|4.4|4.63|105.02|3.45|2.0|130.22|0.0|-6.23|4.0|439.54|0.0|4.12|2.81e-06|0.00123|4.31|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|4.1|-1708.563399|719.66|1238.27|338.88|0.66532|-1708.277193|0.3893|-0.14778|5.9624|-0.21924|0.02013145|-1708.3414239999995|8.4721|8.4012
21_a10|0|0|0|0.0|7.535296702|1|1.343837211|2.093218896|0.036507898|-0.009308076|5.4161004020000005|0.035818182|-0.549176498|-0.023060773|1|1|0.002099681|-0.051564917|-0.03765494|2|0.7620337359999999|0.81962595|0.68876002|0.7747854129999999|-0.091053776|-0.084654798|-64.32920271|-59.80834512|0.225214587|159.11338909999998|-42.25440548|9.430154402|74.3822498|0.704106635|-1.777750751|-45.44837698|-23.25880088|77.676969|3104.255496|-1255.975247|2701.142106|0.295893365|8.388036625|13.78215169|209.0477207|33.03306591|0.022638817|1783.785559|746.5727327999999|15.99425187|1.0|1.0|0.0|3.5|3.17|0.11|27.0|-8.71|4.47|5.6|90.13|2.81|2.0|128.59|0.0|-5.77|6.0|448.47|0.0|4.04|3.12e-06|0.0014|4.17|1.94e-09|8.68e-07|-0.06082|5.9596|5.57|-1485.499561|716.1|1225.01|208.04|0.4226399999999999|-1485.216871|0.1489|-0.16178|1.5138|-0.2226|0.03802869|-1485.278495|1.1872|5.3188
13_a1|1|0|0|0.0|7.423568444|1|1.430073963|0.0|-0.046530797|-0.012199718|5.351858133|0.036382114|-0.597786194|-0.0594321759999999|1|1|-0.005924486|0.1769162319999999|-0.120034915|1|0.76714213|0.825117597|0.833702788|0.6794604670000001|-0.111667908|-0.10668313|-64.94184903|-62.04288975|0.320539533|186.4137189|-36.08180773|11.41059871|528.3795274|0.7082629840000001|-1.813613202|-37.76773325|-23.43842502|84.56244352|2555.623166|-1054.729126|1786.445642|0.291737016|7.493979856|14.33466671|169.6632599|33.09282789|0.026679865|1489.177255|505.2124255|15.51600461|1.0|1.0|1.0|3.35|2.83|0.09|23.0|-7.94|4.75|3.87|80.26|1.74|1.0|104.88|0.0|-4.29|5.0|371.39|1.0|3.23|4.58e-05|17.0|2.94|1.14e-08|4.24e-06|-0.04962|4.0783|3.17|-1238.395767|613.52|1035.04|304.01|0.65363|-1238.174491|0.3535|-0.13921|2.7595|-0.18883|0.0284695999999999|-1238.22919|3.9446|6585.0
11b_a50|0|1|1|0.0|7.927685046000001|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|5.82008293|0.038040936|-0.13377846|-0.218953127|2|2|0.012037198|-0.013155246|-0.277408878|1|0.800774662|0.862408925|0.667956827|0.931316325|-0.0445367309999999|-0.069841183|-23.23499995|-36.43643854|0.068683675|35.832562100000004|-19.0090431|5.295379767|86.04123302|0.642051995|-1.047617742|-12.12179711|-13.01301376|33.38515735|2286.724895|-546.5465781|1650.235214|0.357948005|5.697537591000001|9.979494111|186.7429782|20.26785036|0.021631609|851.2497152000001|439.9973344|11.28530137|0.0|1.0|1.0|3.44|2.84|0.15|20.0|-5.87|3.09|3.73|48.53|2.25|0.0|99.65|0.0|-3.58|3.0|327.38|1.0|2.96|6.97e-05|0.0228|2.9|1.35e-06|0.000441|-0.02817|4.6471|3.05|-1045.98235|560.06|955.4|266.8|0.53885|-1045.798634|0.0711|-0.16684|2.7805|-0.19501|0.02113855|-1045.849774|3.7922|5.7696
18b_a30|0|0|0|0.0|7.412764017000001|2|0.604987149|0.0|0.036563014|-0.006947027|5.351858133|0.041767677|-0.375139476|0.016709918|1|1|0.0036417359999999|-0.072825879|-0.090115975|1|0.822401103|0.8839272779999999|0.760234689|0.869340364|-0.078751666|-0.09536285|-52.09100293|-63.07862164|0.130659636|86.42600053|-41.72392601|8.698138813|0.0|0.759715688|-1.811894154|-34.45606603|-23.96987622|65.24093056|2915.383182|-1198.493811|3057.267112|0.240284312|7.513189589|13.0644231|158.9382363|31.55111394|0.0184861069999999|1577.555697|666.0036144999999|12.22780277|0.0|1.0|0.0|4.78|0.0|0.13|17.0|-6.7|3.87|2.49|105.44|2.17|2.0|131.99|0.0|-5.49|5.0|423.49|0.0|2.42|1.57e-05|0.0066599999999999|3.59|2e-07|8.47e-05|-0.06142|3.5256|3.64|-1668.034279|697.37|1178.08|351.66|0.67715|-1667.788575|0.3576|-0.14385|4.8198|-0.2052699999999999|0.03910602|-1667.849173|6.5037|7.6003
3a_a32|1|1|1|0.0|7.678326357|0|0.6094208210000001|0.0|-0.0505635059999999|-0.007588088|5.6869753560000005|0.03382716|-0.250406908|0.102212031|3|3|-0.001223394|-0.028290955|-0.1568626659999999|0|0.844272053|0.921812162|0.7757299320000001|0.817070968|-0.080607266|-0.0970820759999999|-37.30101542|-44.92473442|0.182929032|84.65041685|-20.78892268|4.811337463|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|-14.97491147|47.69828617|2028.93875|-449.2473442|812.930125|0.327690097|5.755284924|10.67859439|151.63860559999998|22.27382254|0.0236593529999999|668.2146761|278.73805810000005|10.9483666|1.0|1.0|1.0|2.96|2.21|0.07|19.0|-6.12|5.77|4.12|110.94|1.19|0.0|83.28|0.0|-5.32|3.0|298.39|1.0|3.32|4.51e-05|0.0134|3.31|7.66e-07|0.0002279999999999|-0.0558|3.6308|2.17|-1554.796165|492.91|801.12|341.48|0.70229|-1554.7020630000002|0.2719|-0.15058|3.6178|-0.20638|0.02744024|-1554.748543|5.7916|8.5686
34_a20|0|0|0|0.0|6.842683282|0|1.416932073|1.877209467|0.0305860929999999|-0.0057643419999999|4.727387819|0.0396875|-0.328567476|-0.046356705|1|1|0.003149352|0.327535029|0.057022334|2|0.74801464|0.80310139|0.690530489|0.7966571459999999|-0.0851907119999999|-0.085459595|-57.31821177|-57.49912174|0.203342854|136.81360859999998|-38.68669181|5.898367836|80.66541842|0.776414086|-1.709191893|-38.56497154|-21.69778179|66.0848174|2825.042137|-1149.982435|2319.742032|0.223585914|7.940146766|14.7802149|150.43359099999998|27.94614651|0.01491516|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|3.43|2.92|0.08|27.0|-9.18|4.5|4.62|86.69|2.47|2.0|125.0|0.0|-5.14|4.0|419.48|1.0|3.63|9.51e-06|0.00399|3.63|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|4.97|-1352.31921|711.19|1205.64|229.04|0.38519|-1352.041015|0.0766|-0.16103|3.8519|-0.21284|0.03558836|-1352.102407|5.4994|7.2147
7_a1|0|0|0|0.0|7.860570786|2|1.348826331|2.307091837|-0.055291895|-0.010040172|5.777652323|0.035718954|-0.421687222|-0.07233584|1|1|0.004950534|-0.077833285|-0.391298966|1|0.801577133|0.862051935|0.729621031|0.710959153|-0.083362936|-0.098295453|-40.16416679|-47.35863598|0.289040847|139.2595474|-22.81733634|8.342261787|404.7836105|0.603382856|-1.179545431|-19.35104936|-14.95535873|57.47898976|2150.215999|-568.3036318|1466.924404|0.396617144|5.07667644|9.278054953|191.0896839|24.78585294|0.029820838|941.8624118|351.4191817|14.36764539|1.0|1.0|1.0|3.09|2.83|0.22|17.0|-5.64|3.43|3.29|49.17|1.6|0.0|85.88|0.0|-3.16|4.0|305.33|1.0|2.72|0.000195|0.0595|2.48|2.29e-06|0.000698|-0.02433|4.0504|2.76|-1009.509475|515.2|864.85|306.1|0.69902|-1009.350293|0.2961|-0.16734|4575.0|-0.19167|0.02860499|-1009.398029|6.5936|6.3372
16_a20|1|0|0|0.0|6.842683282|0|1.401259527|0.0|-0.014660441|-0.004705049|4.727387819|0.0388043479999999|-0.254072625|-0.061975089|1|1|0.001157852|0.211127741|-0.117308016|2|0.7478675859999999|0.809440795|0.724665638|0.915005572|-0.066137353|-0.077793092|-43.51359744|-51.18223058|0.084994428|55.92018945|-33.67420774|5.023018225|3.46788153|0.780108103|-1.47806874|-28.6288015|-19.44924762|51.14820251|2722.728332|-972.4623811|2161.751186|0.219891897|8.166385503999999|15.24926152|144.672972|24.9314775|0.013439632|1246.573875|664.4562602999999|8.84230625|1.0|1.0|1.0|3.5|3.13|0.08|27.0|-10.52|6.38|5.46|78.25|2.2|2.0|121.69|0.0|-6.06|4.0|401.46|1.0|4.37|2.17e-06|0.0008699999999999|4.69|3.0500000000000005e-11|1.22e-08|-0.05909|5.9837|4.45|-1275.900951|686.59|1174.61|207.2|0.32553|-1275.636924|0.1958|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|7585.0
18d_a25|0|0|0|0.0|6.842683282|0|1.193723212|1.918453956|-0.0881447869999999|-0.0029605|4.727387819|0.042843137|-0.180590503|-0.070413428|1|1|0.0062422|-0.055336237|-0.061965108|2|0.780221059|0.838260077|0.696372329|0.937813705|-0.061527513|-0.076328248|-46.31109519|-57.45144813|0.062186295|46.80695276|-43.24308488|6.3217245360000005|0.389087507|0.75793699|-1.602893201|-34.85786147|-21.166323|54.70994625|3113.122552|-1206.480411|2625.142499|0.24206301|9.479218984|18.11893325|182.1982146|27.92623037|0.014219928|1591.795131|883.4030667999999|10.70318668|1.0|1.0|1.0|3.66|3.57|0.11|27.0|-10.23|6.33|5.98|111.51|2.4|2.0|143.37|0.0|-6.26|4.0|474.58|1.0|4.5|2.86e-06|0.0013599999999999|4.21|5.92e-11|2.81e-08|-0.07287|5.6512|4.56|-1806.848384|792.79|1358.25|219.39|0.41694|-1806.514606|0.0389|-0.14723|3.2353|-0.2201|0.03560672|-1806.582751|4.3658|6.6345
26_a20|0|0|0|0.0|6.842683282|0|1.4165417530000002|1.877209467|-0.000846851|-0.00578453|4.727387819|0.0396875|-0.3297182369999999|-0.054222344|1|1|0.003149352|0.249416844|0.057022334|2|0.7541508029999999|0.8096894440000001|0.690530489|0.79337253|-0.0862808009999999|-0.082729415|-58.21621279|-55.81998701|0.20662747|139.417676|-37.66339899|5.806030949|80.47551422|0.7848887259999999|-1.737317706|-39.28020352|-22.11735334|66.82118688|2825.254798|-1172.219727|2534.075607|0.215111274|7.598632688999999|14.40103379|145.1419493|28.17896678|0.014879363|1493.485239|712.1606951|10.03954725|1.0|1.0|1.0|3.42|3.07|0.08|27.0|-9.18|4.5|4.62|86.69|2.47|2.0|125.0|0.0|-5.14|4.0|419.48|1.0|3.66|9.51e-06|0.00399|3.63|6.64e-10|2.780000000000001e-07|-0.05097|4.8421|4.97|-1352.315376|715.27|1211.34|256.05|0.50878|-1352.036122|0.0814|-0.16129|3.8173|-0.21226|0.03774288|-1352.098465|4.8742|6.8827
9o_a24|1|0|0|0.0|6.605297921|1|1.294229152|0.0|-0.064667223|-0.007052095|4.59511985|0.028472222|-0.387865233|-0.097596429|1|1|0.002019902|-0.145366976|0.00294424|2|0.785672769|0.846075714|0.7086274779999999|0.770273808|-0.088586421|-0.08834189|-51.29122728|-51.14964436|0.229726192|133.0106596|-29.61546471|6.1994599720000005|44.8382925|0.668046377|-1.678495905|-29.69744072|-19.05574986|61.99847688|2892.333138|-971.8432428|1906.512273|0.331953623|6.080741586|11.83284872|192.1999837|28.52459128|0.026064002|1454.754155|663.2688909|15.09096602|0.0|1.0|1.0|3.96|2.84|0.04|23.0|-7.91|3.75|4.36|92.79|1.23|1.0|120.73|0.0|-4.49|5.0|421.45|0.0|3.01|3.9500000000000005e-05|0.0167|2.88|1.24e-08|5.23e-06|-0.04527|5.8802|4.41|-1388.147972|611.03|1126.94|210.85|0.41688|-1387.887227|0.0288|-0.17826|4.3816|-0.22353|0.0533144|-1387.945865|5.9089|6.3507
12an_a36|1|0|0|0.0|7.412764017000001|2|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|5.351858133|0.042739018|-0.407702102|-0.131674913|1|1|0.003710345|0.170355752|-0.133106642|1|0.8344566859999999|0.885733922|0.855081905|0.836440154|-0.073519599|-0.105145528|-49.67568778|-71.0446809|0.163559846|110.5140393|-48.0034364|7.903608682000001|0.0|0.783512615|-1.997765039|-33.56484523|-24.99720254|61.37296195|2881.978785|-1349.848937|2399.367452|0.216487385|8.773001855|15.82907093|146.2760938|31.9040205|0.015771136|1722.817107|725.9470896|10.65623343|0.0|1.0|1.0|4.85|0.0|0.17|17.0|-7.05|3.33|2.61|94.5|2.51|1.0|135.47|0.0|-4.85|4.0|427.52|0.0|2.33|3.09e-05|0.0132|3.19|8.95e-08|3.83e-05|-0.05561|5.1771|3.37|-1670.452238|718.98|1215.98|239.49|0.44822|-1670.182102|0.0644|-0.15474|4.3963|-0.21035|0.0345115999999999|-1670.244686|6.2182|7.3979
7s_a46|0|0|0|0.218897825|7.727094485|1|1.160371307|2.117265684|-0.0778653109999999|-0.005351046|5.533389489|0.044509804|-0.240797051|-0.005405515|1|1|0.005577925|-0.327656845|0.018964141|1|0.770312275|0.8182543959999999|0.768056188|0.858788462|-0.096723151|-0.083011849|-48.61321955|-41.72189594|0.141211538|70.97315818|-20.9694955|2.240932895|0.0|0.8198874559999999|-1.3281895890000002|-24.43308641|-15.894055599999998|53.07188519|1982.695462|-667.5503351|1619.4591|0.1801125439999999|5.565371272|9.829721631|90.5248694|19.38565529|0.01122216|814.1975221|409.9543818|5.640276426000001|1.0|1.0|1.0|3.08|2.33|0.26|17.0|-6.08|3.65|3.9|50.94|2.39|0.0|91.19|0.0|-4.07|3.0|305.37|1.0|3.12|5.76e-05|0.0176|3.32|8.39e-07|0.000256|-0.02024|5.2972|3.54|-974.8067569|539.99|916.7|234.06|0.44692|-974.615216|0.1186|-0.17923|2.4286|-0.19947|0.036050328|-974.664103|3.6655|5.7022
10_a1|1|0|0|0.0|6.86171134|0|1.435871163|0.0|0.0883621719999999|-0.014135827|4.727387819|0.037578348|-0.621976404|-0.020225596|1|1|-0.0106277489999999|0.107434253|-0.042643966|1|0.7227844929999999|0.783467165|0.658433571|0.669963758|-0.116648443|-0.10949971|-65.97424138|-61.93104798|0.330036242|186.6625065|-35.02707638|4.718623023|64.49041745|0.8340962559999999|-1.861495069|-37.31383317|-25.67872721|74.31719486|2432.447088|-1052.827816|1768.2330920000002|0.165903744|7.376231317999999|13.65143394|93.83214542|30.78628757|0.015427326|1262.237791|433.2550452|8.725415617000001|1.0|1.0|0.0|3.0|2.18|0.0|23.0|-8.02|4.86|5.06|78.87|2.78|2.0|99.61|0.0|-4.98|5.0|359.35|1.0|3.7|1.87e-05|0.00673|3.64|9.53e-09|3.42e-06|-0.06802|3.4067|5.81|-1223.159954|585.51|979.35|363.94|0.70345|-1222.969096|0.6754|-0.13576|5.3861|-0.20378|0.03426532|-1223.022387|7807.0|5.8239
47c_a18|0|0|0|0.0|7.03438793|1|1.251176227|0.0|0.02368001|-0.007068829|4.844187086|0.032688172|-0.537230966|-0.058748345|0|0|0.002674691|0.071793992|-0.320309303|0|0.758269842|0.7912974190000001|0.7601847759999999|0.8128616409999999|-0.0715759629999999|-0.094000037|-57.54296759|-75.57063623|0.1871383589999999|150.4485025|-60.75445536|10.25333491|103.416376|0.7489981509999999|-2.350000928|-46.26124419|-25.88035487|70.29678191|3228.879782|-1889.265906|2027.892739|0.251001849|9.566965871|18.73268473|201.7910841|34.55329606|0.016406766|2522.390613|1167.054827|13.19009806|1.0|1.0|1.0|4.61|0.0|0.3|18.0|-9.18|2.84|2.87|97.76|2.41|3.0|154.77|1.0|-5.73|4.0|513.63|0.0|2.42|8.12e-06|0.00417|3.98|6.67e-10|3.42e-07|-0.0449|3.1096|7.72|-1664.753129|850.89|1505.09|398.71|0.6983199999999999|-1664.201034|0.5869|-0.12841|3.3075|-0.17331|0.03115159|-1664.277127|3.8573|8.5229
18_a15|0|0|0|0.0|0.0|0|1.435689019|0.0|-0.020185809|-0.006149666|0.0|0.037948718|-0.319782642|-0.066226471|0|0|0.000539978|-0.190640601|-0.145790726|2|0.7162974740000001|0.765450925|0.645117465|0.8362289070000001|-0.067562078|-0.090730185|-41.31992544|-55.48918283|0.163771093|100.159876|-33.93632895|2.672871589|1.833724661|0.867430881|-1.723873519|-25.27062952|-21.51621375|45.69032922|2541.440611|-1054.294474|2510.854462|0.132569119|5.990767063|10.2545953|81.07723009|24.80452821|0.008781964|1215.421882|590.2470602999999|5.370913621000001|1.0|1.0|1.0|3.37|3.75|0.08|24.0|-9.98|5.68|6.86|47.04|3.6|2.0|113.42|0.0|-6.16|4.0|385.43|1.0|5.06|1.18e-06|0.0004559999999999|5.42|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|5.65|-1265.810138|650.53|1110.18|272.91|0.6074|-1265.556558|0.0066|-0.1579|4.2476|-0.19371|0.03989594|-1265.614679|6.5864|6.8894
