molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
7_a47|0.0|0|0.0|0.0|0|0.0|0|1.304326965|-0.143650735|0.04030303|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|0|0|-0.00794321|-0.262805289|-0.46105149|0.6995252890000001|0.817389583|-0.04402021|-0.124285418|1|-0.081264417|-0.095957591|0.427432212|0.008915606|-45.82735481|-54.113260200000006|5.027768049|103.5602725|86.09912617|-0.036250645|-30.51603217|2.8353037860000003|-1.631279045|-25.84337052|61.47335819|-20.44278719|50.85512286|0.405265781|-919.9254234|0.1830206469999999|10.90440708|0.681423344|5958.904826|25.02240371|0.0130514639999999|-357.5076454|526.6144628999999|1.0|1.0|2.0|0.09|22.0|-9.45|58.04|3.69|2.0|1.0|-6.47|28.0|1.0|0.0|1.0|4.89|8.75e-07|0.0|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|5.08|-1647.996662|604.84|333.26|0.69314|0.69314|-1647.7863539999998|0.2144|-0.1544|3406.0|0.03348545|-1647.841533|4.4255|25.0|7.6
12c_a36|0.0|0|3.447900368|0.0|0|7.412764017000001|2|1.29696741|-0.04162109|0.040899471|-0.414055975|0.0005016269999999|-0.0621599059999999|10.95982545|1|1|0.0010871589999999|0.146546059|-0.4423430339999999|0.8941919290000001|0.819222745|-0.033217921|-0.097861598|0|-0.073370864|-0.105624703|0.462597812|0.019582215|-47.12722334|-67.84435546|12.5779546|60.79111287|102.2992907|-0.038024893|-43.57746274|8.079011794|-1.901244658|-30.27053327|80.22754474|-24.42396797|59.70517794|0.473610011|-1221.198398|0.24499026|12.86584957|0.899732176|6256.172329|32.34920911|0.019278991|-327.5932797|629.5017194000001|0.0|1.0|2.0|0.14|17.0|-7.18|69.2|2.51|1.0|1.0|-4.44|30.0|0.0|1.0|1.0|2.34|2.55e-05|0.0|0.0|6.65e-08|2.77e-05|-0.04992|3.8436|3.79|-1692.540795|672.74|322.58|0.68913|0.68913|-1692.312906|0.3927|-0.15835|4.9812|0.02977602|-1692.3713309999998|6.6973|9.0|8.0458
galu_a46|0.0|0|0.0|0.0|1|7.535296702|1|1.343828866|-0.080432741|0.039550827|-0.327651527|0.002865697|-0.094815394|10.92740177|1|1|0.003107816|-0.150645957|-0.4671565689999999|0.702976795|0.81708619|0.044184467|-0.173285585|1|-0.0910072869999999|-0.089050651|0.5235416979999999|0.01235603|-50.93538037|-49.84028137|6.915480101|261.2602893|132.199522|-0.03220981|-27.89483984|3.870487977|-1.513861067|-28.50774993|57.65745491|-18.02733582|57.85086047|0.468241745|-847.2847833999999|0.2167824069999999|12.12170938|0.880553787|5641.451892|23.01702105|0.013967104|-317.0250717|542.7276591|1.0|1.0|1.0|0.18|21.0|-7.13|86.69|1.84|1.0|1.0|-3.85|28.0|0.0|0.0|1.0|2.84|0.000102|0.0|0.0|7.45e-08|2.75e-05||||||||||||||||51.0|7.2924
16e_a32|0.0|1|3.343660084|0.0|0|7.765993078999999|0|0.609420752|-0.06951854|0.040982906|-0.772021601|-0.0048042729999999|-0.070351839|10.31100268|3|3|-0.002310082|-0.079817994|-0.698621582|0.804503712|0.86370575|0.096017785|-0.022651598|1|-0.087117996|-0.117338144|0.504569498|0.024145309|-55.957388|-75.36830928|15.50894749|105.4021155|134.6906051|-0.037448344|-48.41036206|9.961663868|-1.760072163|-35.94239328|90.34923861|-24.05371573|71.46633549|0.458956284|-1130.524639|0.297773438|12.15001203|0.848279482|6142.277629|34.2534974|0.023323257|-259.78720209999994|573.3529948|0.0|1.0|2.0|0.26|19.0|-7.38|149.27|1.12|3.0|1.0|-6.59|28.0|1.0|0.0|1.0|3.77|1.7899999999999998e-05|0.0|0.0|4.18e-08|1.73e-05|-0.0505899999999999|3.6214|4.59|-1955.993572|677.82|342.37|0.7022|0.7022|-1955.766505|0.2858|-0.14991|3.2372|0.02792775|-1955.827194|3.9389|7.0|8.1367
8c_a32|0.0|1|3.46252244|0.0|0|7.765993078999999|0|0.609420757|-0.04699673|0.036711712|-0.459589251|-0.003484915|-0.026048985|10.31100269|3|3|-0.001662219|-0.047650724|-0.578242111|0.788133615|0.845443342|-0.024032462|-0.11492754|1|-0.076876481|-0.097480366|0.263222951|0.016240436|-46.47597924|-58.93213925|9.818219446|126.6561213|119.85432240000002|-0.027548799|-35.6276568|5.935643221|-1.267244762|-28.09723623|74.36515033|-16.654735000000002|56.29419869|0.447542891|-766.1178102000001|0.399315117|12.81496717|0.8100952690000001|5773.240734|27.72624296|0.025527931|-121.7388847|557.1050635|1.0|1.0|2.0|0.26|19.0|-7.65|140.04|1.1|1.0|1.0|-5.82|27.0|1.0|0.0|1.0|3.56|4.11e-05|0.0|0.0|2.23e-08|8.86e-06|-0.04161|3.5673|4.28|-1880.764533|646.97|347.56|0.70135|0.70135|-1880.537558|0.3272|-0.14712|8.4922|0.03115673|-1880.597039|10.2656|37.0|7.4318
14u_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197962732|-0.025360103|0.043321995|-0.385981432|0.010561248|-0.026062012|10.31321759|2|2|0.010508236|0.091604179|-0.4086345999999999|0.756252127|0.787538583|-0.001778422|-0.094773814|1|-0.055259924|-0.086465795|0.445665682|0.0254134689999999|-36.90928915|-57.75236052|16.97420126|43.06242147|60.27663131|-0.033908155|-38.57404134|11.3374334|-1.729315897|-24.65250654|73.50348823|-22.64798452|53.88349042|0.47648509|-1155.04721|0.297131017|14.12094979|0.910165272|6913.009783|32.2221994|0.023582305|-271.0010972|683.7405759|0.0|1.0|1.0|0.09|26.0|-7.51|114.25|2.72|2.0|1.0|-5.63|32.0|0.0|0.0|0.0|3.48|9.57e-06|0.0|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|-1744.446261|712.54|306.82|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.1543|5.9743|0.0237199999999999|-1744.2405670000005|8.1549|6.0|8.2449
47i_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251177255|-0.066917145|0.037484277|-0.440488042|-0.000919158|0.073977454|10.94702091|0|0|0.000427479|-0.057689282|-0.499939719|0.742536498|0.744472118|-0.064085904|-0.068524374|0|-0.0780255879999999|-0.089609068|0.279553995|0.009745543|-54.34379065|-62.41153158|6.787641686000001|72.81110823|137.1555392|-0.035256027|-43.46880696|4.727502734|-2.150617629|-37.84973202|68.954317|-24.55535669|61.13143233|0.487446923|-1497.876758|0.139131409|18.67881257|0.951017454|6353.6617320000005|28.52393145|0.009393984|-502.6804099|855.7438937000001|1.0|1.0|3.0|0.22|18.0|-8.98|85.29|2.74|3.0|1.0|-5.18|33.0|0.0|0.0|1.0|2.5|1.67e-05|0.0|0.0|1.04e-09|4.6e-07|-0.05062|3.2321|7.37|-1416.260696|744.95|383.61|0.69175|0.69175|-1415.875678|0.5085|-0.13237|2.7749|0.02671774|-1415.944522|3.5235|19.0|7.7212
12a_a32|0.0|1|3.442930603|0.0|0|7.765993078999999|0|0.609420757|-0.057200812|0.036711712|-0.463563696|-0.003484915|-0.031249617|10.31100269|3|3|-0.001662219|-0.024155151|-0.583507277|0.788133615|0.845443342|-0.018578911|-0.125149165|1|-0.085324121|-0.109151429|0.288267255|0.016535497|-53.20970382|-68.06885478|10.31184223|111.9735444|131.7691491|-0.0308471429999999|-42.44899997|6.430656017|-1.4189685719999998|-33.18255791|81.41372467|-19.23685026|63.52154605|0.456641145|-884.8951120999999|0.332293625|13.03685125|0.840404348|5656.0082|28.81034388|0.021399091|-209.1696096|557.1050635|1.0|1.0|2.0|0.26|19.0|-7.65|140.04|1.1|1.0|1.0|-6.01|27.0|1.0|0.0|1.0|3.6|3.17e-05|0.0|0.0|2.23e-08|8.86e-06|-0.05222|3576.0|4.63|-1880.771042|667.68|346.71|0.7025600000000001|0.7025600000000001|-1880.539078|0.2908|-0.14827|3.0517|0.03682626|-1880.600043|4.2371|25.0|7.6021
5b_a40|0.0|0|0.0|0.0|1|8.149890544|1|0.604912077|0.064329005|0.044946237|-0.163148971|0.008515162|0.179058252|10.31198309|2|2|0.006372485|-0.164084255|-0.389789991|0.537115914|0.817071232|-0.400500595|0.029485257|1|-0.077031845|-0.091267779|0.313503463|0.019116586|-38.64461938|-45.78637031|9.59023102|169.18694230000003|59.56617021|-0.036507111|-22.96968039|4.811137897|-1.095213344|-19.38687321|52.08187888|-18.31454812|48.2348504|0.477304896|-549.4364437|0.1709818139999999|12.47657231|0.913161214|4813.179854|22.09185326|0.012549086|-330.1175669|285.9136384|0.0|0.0|0.0|0.21|14.0|-5.25|75.5|2.89|1.0|2.0|-5.43|21.0|0.0|0.0|1.0|3.83|1.44e-05|0.0|0.0|5.65e-06|0.00191|-0.07069|3.9759|5.62|-2096.782087|515.23|311.84|0.59928|0.59928|-2096.707754|0.3005|-0.15999|7.2947|0.01471235|-2096.757832|9.3069|64.0|7.1938
13k_a6|0.0|0|3.423411754|0.0|0|7.412764017000001|1|1.42421381|-0.132667824|0.04162037|-0.8554679409999999|-0.009326562|0.0809333929999999|10.95129637|1|1|-0.006280295|0.08217847|-0.5627624379999999|0.8694295409999999|0.7908110340000001|0.1373649019999999|-0.123105035|0|-0.11937574|-0.127178105|0.212093198|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|183.1261118|249.215618|-0.045420752|-61.29890279999999|14.31458589|-2.543562101|-57.53822059|100.7779947|-31.53366823|103.4959988|0.426031882|-1765.8854210000002|0.202868306|14.58291125|0.7422570490000001|6492.211639|39.55891914|0.017981419|-412.5714301|741.5222707|1.0|1.0|3.0|0.16|23.0|-8.89|115.15|1.39|1.0|1.0|-5.49|33.0|0.0|0.0|1.0|3.18|1.7100000000000002e-05|0.0|0.0|1.29e-09|5.7e-07|-0.04851|5112.0|5.41|-1465.862962|731.25|242.53|0.4547|0.70536|-1465.557346|0.0137|-0.14589|8.1639|0.0308324|-1465.621288|10.5079|46.0|7.3372
12aa_a36|0.0|0|3.4172704080000003|0.0|0|7.412764017000001|2|1.297043479|-0.135770278|0.042560386|-0.672129428|-0.006653538|0.010538281|10.95446449|1|1|-0.004569485|0.0620143779999999|-0.53315493|0.892815402|0.833911317|0.156337925|-0.023185884|0|-0.1066659309999999|-0.117270578|0.4679233379999999|0.023617545|-72.94175494|-80.19356964|16.1504726|132.3194611|212.7097172|-0.04126187|-54.83906299|11.04423694|-2.228140982|-49.88002793|96.18613736|-28.21625599|89.09222754|0.44829258|-1523.677823|0.2686642589999999|14.60824604|0.812554922|6438.603019|38.58180913|0.023386634|-316.3903377|689.2886595|0.0|1.0|3.0|0.13|17.0|-6.14|112.29|1.28|1.0|1.0|-3.52|32.0|0.0|0.0|0.0|1.15|0.000359|0.0|0.0|7.19e-07|0.000305|-0.05111|3.8899|3.88|-1401.662677|701.99|318.73|0.6931|0.6931|-1401.389257|0.4446|-0.15718|3.5904|0.04550032|-1401.45065|4.7433|9.0|8.0458
5d_a40|0.0|0|0.0|0.0|1|8.149890544|1|0.6049133329999999|0.0418378229999999|0.044526749|-0.1868684619999999|0.007200253|0.2078052269999999|10.31198333|2|2|0.006642869|-0.259985037|-0.399968083|0.496945486|0.8092726020000001|0.145024458|0.0451110059999999|1|-0.086193996|-0.094277694|0.049855551|0.022027556|-39.55506228|-43.26473143|10.10860823|181.4728912|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|-1.131332331|-18.15211073|49.97858532|-17.30589257|49.66367051|0.479931934|-519.1767771000001|0.188819426|12.09256826|0.922825231|4051.712713|21.3342049|0.014630084|-285.606135|243.4287716|0.0|0.0|0.0|0.21|14.0|-4.32|75.5|2.25|0.0|2.0|-4.23|20.0|0.0|1.0|1.0|3.1|0.000152|0.0|0.0|4.7600000000000005e-05|0.0137|-0.06796|3.7374|4.61|-1276.833831|473.48|331.74|0.69613|0.69613|-1276.751174|0.4493|-0.14851|7.0422|0.01667985|-1276.797751|9.2439|19.0|7.7212
17a_a22|0.0|0|0.0|0.0|1|6.842683282|0|1.2689202|-0.092107225|0.043274232|-0.314134834|0.00220634|-0.094996254|10.94643739|1|1|0.0027615779999999|-0.089641194|-0.3626566539999999|0.830653242|0.7562495659999999|0.155547571|-0.010355535|1|-0.072161482|-0.08790445|0.345497724|0.0140462319999999|-49.30541729|-60.0620365|9.597299109|286.3611391|96.01444244|-0.030843667|-41.03828927|6.55749888|-1.758088991|-33.68866751|73.26110471|-21.07439877|58.9027164|0.485943988|-1201.24073|0.289041025|16.63169381|0.945313306|6343.687177000001|29.64221498|0.01931764|-288.28178110000005|784.2697099|1.0|1.0|1.0|0.15|27.0|-9.13|68.52|2.01|2.0|1.0|-4.75|33.0|0.0|1.0|0.0|2.25|1.09e-05|0.0|0.0|7.41e-10|3.23e-07|-0.15124|4.8502|5.13|-1408.300966|731.19|255.63|0.46268|0.71303|-1407.8711|0.0085|-0.06214|3.0156|0.02170866|-1407.935792|2268.0|82.0|7.0862
12o_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604984133|-0.028326022|0.040899471|-0.364378536|0.00372838|0.019094532|10.31162888|1|1|0.003603419|-0.157974241|-0.465857798|0.8264832879999999|0.815003426|-0.054392357|-0.149451598|0|-0.076908942|-0.0975052409999999|0.402022325|0.015460222|-49.48891079|-62.74209511|9.948252054|75.15128057|100.1600333|-0.037808155|-40.37291185|6.401442327000001|-1.852599578|-31.84483128|71.87393121|-24.32856749|59.43716284|0.46964626|-1192.099807|0.186865502|13.95467208|0.885533983|6542.77337|29.91948755|0.0141914589999999|-402.9878652|652.8825454|0.0|1.0|1.0|0.14|17.0|-7.22|81.65|3.31|2.0|1.0|-5.93|30.0|0.0|0.0|1.0|3.11|3.61e-06|0.0|0.0|6.03e-08|2.61e-05|-0.05085|5.1935|4.45|-2035.37262|687.92|238.73|0.3493699999999999|0.6854399999999999|-2035.139147|149.0|-0.1478799999999999|5559.0|0.03392126|-2035.199757|6.8632|16.0|7.8097
15_a31|0.0|0|3.155574452|0.0|0|7.765993078999999|1|0.610137926|-0.134784483|0.038809524|-0.775463115|-0.011797858|-0.070065105|10.31169996|2|2|-0.007631228|-0.052339921|-0.6215974160000001|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0|-0.116196194|-0.131697567|0.287991212|0.038524836|-61.76522754|-70.00513464|20.47825449|141.1489667|230.1075793|-0.041588706|-37.21191643|10.88541717|-1.58037081|-32.83191294|88.05886218|-22.10688462|82.24348203|0.466164359|-840.0616157|0.358466423|11.51842782|0.873235738|5087.628096|34.45943505|0.03396368|-150.46712390000002|363.593507|1.0|1.0|2.0|0.19|16.0|-5.66|117.37|0.41|0.0|2.0|-4.28|24.0|0.0|0.0|1.0|2.27|0.000272|0.0|0.0|2.19e-06|0.000749|-0.04192|4569.0|3.9|-1460.900291|556.68|271.36|0.5241899999999999|0.5241899999999999|-1460.736142|348.0|-0.15202|5.5793|0.03843988|-1460.790873|7.5831|1.1|5.9586
1m_a5|0.0|0|2.934162514|0.0|0|6.605297921|0|1.3047206409999998|-0.005518104|0.026339869|-0.096417794|0.006422789|-0.10797859|10.94856032|1|1|0.00520748|-0.118494698|-0.2274929269999999|0.691858366|0.7824502320000001|0.077347244|-0.022280685|0|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.380714700000006|-37.65438054|4.7571353730000006|154.6334216|61.95289543|-0.028977918|-19.83596661|2.506013299|-1.072182971|-19.69180207|46.74648368|-15.26528941|42.13785007|0.482646195|-564.8157081|0.26152627|13.35855701|0.932913201|4584.808374|20.67140479|0.0172594319999999|-251.2513491|383.4128238|1.0|1.0|1.0|0.0|23.0|-8.63|54.46|2.4|1.0|1.0|-4.52|24.0|0.0|1.0|1.0|3.63|1.82e-05|0.0|0.0|2.35e-09|7.82e-07|-0.0507699999999999|4.6678|3.48|-1410.912452|553.42|265.61|0.4527899999999999|0.45426|-1410.783167|0.2373|-0.1778|1939.0|0.03223201|-1410.833395|2.4582|43.0|7.3665
1j_a5|0.0|0|2.9426852410000004|0.0|0|6.605297921|0|1.427567371|-0.010620031|0.025987654|-0.175183967|0.00683534|-0.07622096|10.9487794|1|1|0.006957291|-0.190920568|-0.2470489089999999|0.74740095|0.7862755770000001|-0.084090414|-0.0614852279999999|0|-0.073803258|-0.074505844|0.35883584|0.019690225|-39.64241895|-40.01980349|10.57633738|73.73338699|82.09385267|-0.027258236|-21.49609451|5.680936139|-1.117587665|-21.29338752|54.3827755|-14.64139152|50.21875634|0.469085779|-600.2970524|0.383510433|13.80288876|0.883543443|4618.562904|23.74961767|0.026739895|-125.1415813|422.96706330000006|1.0|1.0|1.0|0.05|23.0|-8.14|63.69|1.57|0.0|1.0|-4.03|25.0|0.0|1.0|1.0|3.19|6.29e-05|0.0|0.0|7.190000000000001e-09|2.36e-06|-0.03832|4.4331|2.61|-1065.849941|572.47|279.68|0.66182|0.6449|-1065.671975|0.1644|-0.16813|2.2503|0.03246499|-1065.723417|3.0364|24.0|7.6198
15_a47|0.0|1|2.9226792460000004|0.0|0|6.605297921|0|1.304329657|-0.072588375|0.042285714|-0.21194909|-0.0026314909999999|0.086682657|10.9497222|1|1|-0.002377481|-0.299654464|-0.332654104|0.644280611|0.830688568|-0.131424138|0.081171071|1|-0.084413593|-0.0904066519999999|0.429825305|0.016669157|-45.1562696|-48.36220049|8.917011222000001|61.0548099|111.3994409|-0.033307714|-25.87091101|4.770072524|-1.265693121|-24.15592798|59.79410145|-17.81765281|54.07328082|0.477646539|-677.0708068|0.288369895|13.37174753|0.914412511|5075.773767000001|25.03780079|0.021370407|-226.4191275|383.4213189|1.0|1.0|2.0|0.06|21.0|-8.49|66.49|2.83|2.0|1.0|-4.89|25.0|0.0|0.0|1.0|3.74|1.41e-05|0.0|0.0|3.22e-09|1.14e-06|-0.0591799999999999|4.3312|3.33|-1527.4104|552.16|286.26|0.67203|0.68008|-1527.265523|0.0759|-0.16762|2.2271|0.03425526|-1527.316555|3.7709|16.0|7.8
1i_a5|0.0|0|2.843224727|-4.358943904|0|6.605297921|0|1.219028472|-0.31059482|0.0253888889999999|-0.279280326|-0.0012491689999999|-0.174016111|10.94550053|1|1|-0.000700145|0.059972925|-0.403861432|0.525406088|0.780175595|-0.058385936|-0.00496377|0|-0.091178745|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|-46.82694838|4.621144795|201.1526326|62.64191946|-0.03570792|-26.09853285|2.575548983|-1.428316788|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|-796.0581225|0.240540403|13.79450888|0.8858245220000001|5432.586961|26.20475553|0.0196689|-289.21443910000005|403.396385|1.0|1.0|1.0|0.05|23.0|-8.88|54.46|2.73|2.0|1.0|-4.79|27.0|1.0|0.0|1.0|4.12|1.0800000000000002e-05|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.05729|4.7243|3.58|-1288.356212|569.42|262.44|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.17945|2.6336|0.03383899|-1288.264271|2.8939|24.0|7.6198
12r_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604984545|-0.093024002|0.043383838|-0.400352091|-0.002544958|-0.0682882559999999|10.31162892|1|1|-0.001131023|-0.247439715|-0.44083509|0.609043558|0.83236194|-0.007140234|-0.105767484|0|-0.090229387|-0.109990462|0.451652492|0.019137908|-58.32042638|-71.0931422|12.36992712|90.4724548|180.5098625|-0.040404659|-45.9515743|7.995393191000001|-1.979828309|-37.69583567|82.06195604|-26.11584816|70.6903535|0.464481911|-1279.67656|0.209934663|13.94386247|0.867350555|6735.090739|33.05530181|0.016970201|-374.9717191|616.2856203|0.0|1.0|1.0|0.14|17.0|-7.16|81.65|3.58|2.0|1.0|-5.49|31.0|0.0|0.0|0.0|3.21|6.71e-06|0.0|0.0|6.900000000000002e-08|3e-05|-0.05244|5067.0|4.32|-1774.236548|679.64|244.69|0.32409|0.68476|-1774.009422|0.1522|-0.14894|5.2021|0.03388131|-1774.070699|6.5511|29.0|7.5317
11_a15|0.0|0|0.0|0.0|0|0.0|1|1.435688956|-0.029665252|0.02962963|-0.402711212|0.001806571|-0.0856783419999999|10.95979791|0|0|0.003766915|-0.056500144|-0.363940085|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0|-0.064429158|-0.0974577669999999|0.632319408|0.018519054|-44.15161868|-66.78526188|12.69062406|143.8088883|72.27026771|-0.033606127|-45.76619542|8.696553172|-1.949155337|-30.25595097|79.1792768|-23.02940065|56.84224275|0.470042906|-1335.705238|0.260684316|11.76226306|0.8869452090000001|7002.915718000001|31.14961732|0.018086221|-327.9935744|830.7967967000001|1.0|0.0|1.0|0.07|24.0|-8.9|59.51|2.52|2.0|1.0|-6.32|34.0|1.0|0.0|0.0|4.62|7.970000000000001e-07|0.0|0.0|1.27e-09|5.7e-07|-0.03877|4.7106|5.04|-1450.740771|739.57|263.2|0.58935|0.70577|-1450.39211|0.0011|-0.12134|812.0|0.03503399|-1450.457814|1.3581|739.0|6.1314
3a_a49|0.0|0|0.0|0.0|1|7.535296702|1|1.343850114|-0.072328354|0.0355787039999999|-0.337858497|-0.000349523|-0.060613765|10.92976559|1|1|0.000521532|-0.074886415|-0.421478185|0.775818577|0.8145214209999999|0.012813604|0.008391259|1|-0.094437035|-0.088484274|0.526915193|0.016205613|-55.30832478|-51.82200998|9.491036042|107.4001347|158.77029040000002|-0.030698626|-30.35026007|5.558553447|-1.504232653|-32.39206742|64.2037853|-17.97906469|64.79936082|0.474653816|-880.9741697000001|0.310225187|12.49907878|0.903506738|5792.106924000001|26.06512204|0.021141449|-222.2883651|578.2841135|1.0|1.0|2.0|0.18|21.0|-7.19|98.72|1.04|1.0|1.0|-3.06|29.0|0.0|0.0|1.0|2.02|0.000503|0.0|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|-1254.012043|635.89|240.06|0.53794|0.66614|-1253.756918|0.0793|-0.15978|3801.0|0.03833529|-1253.8126619999998|4.2593|64.0|7.1938
19a_a22|0.0|0|0.0|0.0|1|6.842683282|0|1.422917238|-0.144269652|0.0389622639999999|-0.548716971|-0.002607064|-0.011513343|10.9464374|1|1|-0.001355145|-0.03516233|-0.496053375|0.72808001|0.777600172|-0.155892259|0.0271939039999999|1|-0.090145161|-0.09370213|0.51561501|0.024839714|-67.26339083|-69.91748544|18.53458775|373.8201781|190.7541925|-0.035138299|-52.17015658|13.82990734|-1.967744721|-50.18975739|89.23486638|-26.21905704|85.79797858|0.4347718229999999|-1468.267194|0.315293811|15.30120355|0.76919701|7095.27723|38.29242013|0.025888799|-275.6435167|781.8210659|1.0|1.0|2.0|0.08|27.0|-8.76|128.68|0.98|1.0|1.0|-4.38|35.0|0.0|0.0|0.0|2.36|7.69e-05|0.0|0.0|1.73e-09|8e-07|-0.06398|5.0397|5.69|-1537.071348|740.07|246.01|0.34556|0.66605|-1536.756515|0.0623|-0.1508|4.5288|0.04718381|-1536.823574|6.5658|48.0|7.3188
3j_a32|0.0|1|3.564417045|0.0|0|8.234564993|1|0.609420782|-0.017889768|0.037373737|-0.269814716|-0.000202965|-0.086191775|10.31100276|3|3|0.001173363|-0.055211759|-0.528541012|0.812195122|0.824282683|-0.020129489|-0.084553991|1|-0.070289671|-0.095013178|0.27811778|0.013773753|-37.33051857|-50.46105839|7.315176208|47.55031019|71.64373163|-0.030815085|-26.79963418|3.885056172|-1.140158136|-19.82606536|58.58770587|-16.36574867|44.64569478|0.4482615029999999|-605.5327007000001|0.251226|10.69497519|0.812452828|4866.613493|21.85672669|0.015301673|-264.245436|398.2788055|1.0|1.0|1.0|0.24|19.0|-6.69|110.94|1.94|1.0|1.0|-5.92|23.0|0.0|0.0|1.0|4.09|1.58e-05|0.0|0.0|2.03e-07|6.86e-05|-0.05361|3.4982|3.02|-1671.507439|564.55|354.42|0.7028|0.7028|-1671.351322|0.3005|-0.14498|3.6238|0.02833407|-1671.402462|5.9266|8.0|8.0969
4e_a46|-3.742323661|0|0.0|0.092094405|1|7.825245291|1|0.300205548|-0.370202917|0.041636905|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|1|1|0.002688298|-0.135489528|-0.514537262|0.738134189|0.77019676|0.075271624|-0.076733489|0|-0.0835371459999999|-0.084780904|0.68427144|0.010671173|-63.39469142|-64.33855433|8.098142567|105.0139519|186.9007941|-0.030951758|-48.825259|6.145520557|-1.949960781|-48.10898007|73.87174786|-23.48867857|71.49283399|0.4753010039999999|-1479.78675|0.204892146|15.06943449|0.905854609|7615.063066|29.54149986|0.0125621839999999|-447.9030518999999|942.2127953|0.0|1.0|2.0|0.27|23.0|-8.81|124.17|2.06|2.0|1.0|-6.08|35.0|1.0|0.0|0.0|3.5|3.92e-06|0.0|0.0|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|-1884.613031|757.1|292.1|0.5745600000000001|0.56481|-1884.255802|0.3109|-0.17112|1.9941|0.04805633|-1884.324182|3.2466|154.0|6.8125
9g_a40|0.0|0|0.0|0.0|1|7.515889085|0|0.604992427|-0.0220464379999999|0.043730159|-0.225327061|0.011921308|0.139758613|10.31197177|2|2|0.0115573539999999|0.133954053|-0.383703998|0.694156166|0.764275277|-0.384131901|-0.242405063|1|-0.063539055|-0.079033043|0.002717414|0.021367335|-33.47455057|-41.63731423|11.25704374|65.74631496|50.29077056|-0.031197254|-21.93596333|5.930596229|-1.185495647|-17.63553984|51.16627179|-16.43578193|44.73159432|0.476386801|-624.5597134|0.259759794|15.62271835|0.909806709|4435.743087|22.20330888|0.018087202|-253.1335385|384.6422631|1.0|1.0|1.0|0.06|22.0|-6.43|72.28|0.64|0.0|1.0|-2.49|23.0|0.0|1.0|0.0|1.93|0.0008179999999999|0.0|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.83|-1332.487689|559.04|402.84|0.70233|0.70233|-1332.31775|0.3563|-0.12765|3.4787|0.01134289|-1332.369643|5063.0|3548.0|5.45
