molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|SRW09|SaasN|MATS2c|AATSC1s|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GRAV|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
36_a18|0.0|0|0|0.0|0.0|7.03438793|0.0|0.050448408|-0.020339784|-0.05224259|0.0|-0.000451777|-0.0077246719999999|10.94702093|0.003321395|0|-0.079721028|-0.12139648|0.7343989059999999|0.741135729|-0.010091893|0.721836103|0|0.804293867|-0.07777765|0.009440278|-56.82615305|6.722004572|110.8288932|0.195706133|139.3536816|-0.031922305|0.812056067|-2.074949798|-39.43509046|65.59412783|62.10402945|0.4751830729999999|2979.013751|572.70209|1547.485543|0.187943933|6799.65027|0.0123136069999999|-444.4026478999999|975.4099618|8.767974776|1.0|1.0|0.0|1.0|3.0|4.19|0.0|0.28|18.0|-9.16|2.96|2.0|1.0|146.24|1.0|7.0|-5.68|35.0|3.0|-6.18|466.57|0.0|0.0|1.0|2.09e-06|0.000975|5.19e-06|0.0|0.0|3.210000000000001e-07|-0.04991|7.75|769.73|1350.57|388.57|0.69372|-1493.266344|-0.18124|-1493.333297|2.7547|7.4949
3d_a12|0.0|0|0|0.0|0.0|0.0|0.0|0.092417272|-0.053022041|-0.166233441|0.0|-0.00259095|-0.002185753|10.95472859|-0.058191686|0|-0.1394967999999999|-0.237203828|0.91670178|0.7697403429999999|-0.097468573|0.8605417409999999|0|0.8547246829999999|-0.066850425|0.011128076|-49.24083018|5.717316796|74.39425719|0.145275317|74.63869204|-0.035063929|0.77428353|-1.437621096|-17.64609244|57.52228251|40.06333231|0.472404561|2148.979792|439.1353855|1205.356874|0.22571647|4509.417998|0.01611886|-281.8395348|410.9162081|8.281452338|1.0|1.0|1.0|1.0|1.0|3.98|2.71|0.11|18.0|-7.51|2.19|0.0|0.0|100.28|1.0|3.0|-3.52|24.0|4.0|-6.22|313.36|0.0|1.0|1.0|0.000302|0.0945|0.000123|0.0|0.0|9.64e-06|-0.06842|3.1|548.21|918.3|328.71|0.53114|-1006.556654|-0.22229|-1006.606666|3.0037|7.6021
14q_a23|0.0|0|1|0.0|0.0|7.423568444|3.292130907|0.141057047|-0.130330047|0.064903564|0.720966302|0.002243702|-0.058543701|10.31321757|-0.056324491|2|-0.017918675|-0.033435987|0.77007911|0.808928963|0.067394607|0.7333675390000001|1|0.773194598|-0.08960718|0.02158178|-66.16349731|14.81701129|350.836102|0.226805402|155.7136729|-0.039682061|0.777340899|-2.023785094|-42.23665548|79.42966327|76.3369885|0.472004985|3097.399651|530.8381985000001|2213.1193780000003|0.222659101|6982.066379000001|0.01932289|-380.8178266000001|693.3423458|13.26616596|0.0|0.0|1.0|0.0|2.0|3.52|2.66|0.04|26.0|-6.96|3.12|1.0|1.0|128.38|1.0|6.0|-5.21|33.0|5.0|-7.33|454.51|1.0|0.0|0.0|6.11e-06|0.00278|4.03e-05|0.0|0.0|5.03e-05|-0.08159|4.19|714.22|1222.17|340.33|0.5949|-1798.3704079999998|-0.23013|-1798.433122|12.0503|7.8069
27_a47|0.0|0|1|0.0|0.0|6.842683282|2.041063341|-0.160399235|0.006768957|-0.067535989|1.807806182|0.001861676|0.0427469459999999|10.95005714|0.013336016|1|-0.077485193|-0.157688306|0.6636125860000001|0.804224077|0.0436226579999999|0.634406338|1|0.846469886|-0.0630454209999999|0.016506051|-50.87821306|10.56549582|20.73428323|0.153530114|98.27436776|-0.028494622|0.700732763|-1.510214943|-25.8313393|63.02085767|50.9207639|0.475450742|2804.020752|541.8239522999999|2181.236691|0.299267237|6433.288104|0.018969968|-256.9774086|682.9868225|12.14264461|1.0|1.0|0.0|1.0|2.0|3.37|3.52|0.26|21.0|-8.82|5.07|2.0|0.0|125.17|1.0|5.0|-4.81|31.0|5.0|-6.34|436.91|0.0|0.0|1.0|1.5399999999999998e-05|0.00674|8.89e-06|0.0|0.0|6.55e-07|-0.05814|2.97|673.27|1165.54|325.21|0.40976|-1777.830739|-0.21594|-1777.891054|5.2214|5.6
14u_a23|0.0|0|1|0.0|0.0|7.423568444|3.357982471|-0.066969083|-0.025360103|0.050530143|0.743634137|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|-0.110069159|-0.199540201|0.756252127|0.787538583|-0.001778422|0.71381683|1|0.909754912|-0.055259924|0.0254134689999999|-57.75236052|16.97420126|43.06242147|0.090245088|60.27663131|-0.033908155|0.702868983|-1.729315897|-24.65250654|73.50348823|53.88349042|0.47648509|3015.478095|607.6448353|2430.634114|0.297131017|6913.009783|0.023582305|-271.0010972|683.7405759|15.75112771|0.0|0.0|1.0|1.0|1.0|3.59|3.68|0.09|26.0|-7.51|4.03|2.0|1.0|126.78|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|0.0|2.32e-06|0.0010199999999999|9.57e-06|0.0|0.0|1.3699999999999998e-05|-0.0618299999999999|3.23|712.54|1214.4|389.66|0.4523|-1744.1781010000002|-0.21613|-1744.2405670000005|8.1549|8.2449
4_a47|0.0|0|0|0.0|0.0|0.0|0.0|0.004633887|-0.121159855|-0.158636969|1.42341819|-0.007295208|0.0687047279999999|10.93671044|0.011775922|0|-0.017555555|-0.027355932|0.893350891|0.783871003|-0.095209424|0.8124901999999999|1|0.874200878|-0.07804769|0.007772995|-50.35610033|4.22896799|96.20929041|0.1257991219999999|68.44214684|-0.03525955|0.806604393|-1.48090111|-23.10213311|57.78603076|46.69151766|0.402148382|2306.463316|475.6168721|1528.797085|0.193395607|5254.939281|0.013656479|-333.62177030000004|471.7712484|7.429930428|1.0|1.0|0.0|1.0|2.0|2.75|3.01|0.05|22.0|-8.79|5.71|2.0|0.0|106.52|1.0|3.0|-5.92|26.0|3.0|-4.99|361.82|0.0|0.0|1.0|1.21e-06|0.0004379999999999|2.31e-06|0.0|0.0|5.81e-07|-0.05606|4.44|576.9|988.42|332.4|0.45947|-1509.262887|-0.21076|-1509.3147789999998|5.4892|7.5
47d_a18|0.0|0|0|0.0|0.0|7.03438793|0.0|-0.017398129|-0.041876322|0.069914568|0.0|0.003376831|-0.07722825|10.94702255|0.016324953|0|-0.272202025|-0.406388629|0.7640994990000001|0.7430748709999999|-0.002494715|0.741366815|0|0.836999127|-0.06394156|0.015270278|-71.20388424|12.45251265|64.92967228|0.163000873|132.9229494|-0.028722356|0.69814381|-2.182899066|-42.52098397|86.29525584|64.59518279|0.481311892|3304.705347|682.5509007|1947.023498|0.30185619|7780.945962999999|0.018506261|-323.1621908|1255.618298|15.0913716|1.0|1.0|0.0|1.0|2.0|4.73|0.0|0.32|18.0|-8.83|3.21|3.0|2.0|159.67|1.0|12.0|-5.74|39.0|4.0|-6.57|527.66|0.0|0.0|0.0|1.83e-06|0.000968|5.23e-06|1.0|1.0|7.790000000000001e-07|-0.04561|8.08|875.6|1544.09|398.94|0.69905|-1703.545539|-0.17405|-1703.622959|4.2225|8.0969
4j_a46|0.0|0|0|0.0|0.19521727|7.825245291|2.194310043|-0.175292207|-0.012405467|-0.0529855709999999|0.0|0.011968098|-0.1051618459999999|10.94638774|-0.176133068|1|-0.0589746909999999|-0.087688953|0.72796254|0.7298040140000001|-0.061823242|0.728293097|0|0.949893337|-0.05924408|0.01492164|-43.95227197|8.812983129|70.56141095|0.0501066629999999|29.59387777|-0.024805825|0.776932317|-1.339514565|-20.66606288|50.26191521|43.80358011|0.402450715|2260.870095|561.0237355|2563.282153|0.223067683|5077.124695|0.0106831269999999|-327.122208|642.1335502000001|6.30964324|0.0|1.0|1.0|1.0|0.0|4.0|3.9|0.39|17.0|-7.69|5.33|2.0|0.0|110.24|1.0|4.0|-5.38|27.0|3.0|-5.09|361.48|0.0|1.0|1.0|4.16e-06|0.0015|4.86e-06|0.0|0.0|7.33e-06|-0.01684|4.93|646.67|1112.13|281.19|0.37853|-1131.761156|-0.20071|-1131.817578|3.8105|6.0942
5_a18 (BIBF0775)|0.0|0|0|0.0|0.0|7.03438793|0.0|0.0160123|-0.015946718|-0.0366107389999999|0.0|0.002526619|0.0002403959999999|10.94702058|-0.022817602|0|-0.144352593|-0.216531385|0.7140745620000001|0.7395978390000001|-0.001626287|0.7061155790000001|0|0.8432358679999999|-0.068989967|0.008501088|-59.08151918|6.418873637000001|10.36586529|0.156764132|118.3671077|-0.029755876|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|58.5107823|0.483962172|3115.979466|636.6978809999999|1645.395714|0.184058942|7221.114573000001|0.010831199|-477.1120625|1140.896548|8.178259299999999|0.0|1.0|0.0|1.0|2.0|4.42|0.0|0.32|18.0|-9.21|3.69|3.0|1.0|155.95|1.0|8.0|-6.07|37.0|3.0|-5.96|494.63|0.0|1.0|0.0|8.590000000000001e-07|0.000425|1.91e-06|0.0|0.0|3.06e-07|-0.04938|8.45|817.02|1446.02|378.13|0.69298|-1571.843719|-0.18092|-1571.914419|2.8009|7.4685
4a_a49|0.0|0|0|0.0|0.0|7.535296702|2.085628989|-0.076526919|-0.074495823|-0.080255074|1.713107022|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|-0.037142108|-0.060391347|0.7541604690000001|0.803344301|0.0063958109999999|0.731643066|1|0.7570436159999999|-0.094228246|0.017143497|-53.88810275|10.51443916|313.22432680000003|0.242956384|149.0098632|-0.0292876779999999|0.650301539|-1.4936715669999998|-35.44496163|68.37721704|68.30645049|0.4716382|2675.628678|464.3095353|1647.61849|0.349698461|5950.370212|0.023624093|-184.3656985|620.5697596|14.48911428|0.0|1.0|1.0|1.0|2.0|3.35|2.89|0.22|21.0|-7.36|2.83|1.0|0.0|114.08|1.0|6.0|-3.28|30.0|5.0|-7.52|399.45|0.0|0.0|1.0|0.000528|211.0|0.000305|0.0|0.0|1.74e-05|-0.06461|3.34|660.19|1128.22|327.34|0.35731|-1312.924353|-0.2231199999999999|-1312.98289|4.8706|7.4949
2_a47|0.0|0|0|0.0|0.0|0.0|0.0|-0.002024001|-0.13117284|-0.004557357|1.454085483|-0.007479445|0.107297513|10.93671092|-0.013580367|0|-0.017113434|-0.0274111779999999|0.916092248|0.671819147|0.115527282|0.875463345|1|0.847324011|-0.083455669|0.008511123|-47.65477123|4.240150185|99.5619537|0.152675989|76.06154148|-0.036790752|0.784978115|-1.4348393119999998|-20.71307621|55.81329383|45.81686991|0.433425706|2105.761386|422.1277419|1242.745585|0.215021885|4559.060763|0.016376351|-283.9460863|392.6099255|8.158522603|1.0|1.0|0.0|1.0|2.0|2.58|2.54|0.0|22.0|-7.82|4.75|1.0|0.0|96.54|1.0|3.0|-5.46|24.0|3.0|-5.0|313.35|0.0|1.0|1.0|3.46e-06|0.00109|7.75e-06|0.0|0.0|4.73e-06|-0.05285|3.49|536.13|902.07|333.46|0.69102|-1010.364507|-0.20731|-1010.412694|3.1004|6.2
19_a20|0.0|1|0|3.423603867|0.0|6.842683282|0.0|0.071176085|-0.130949446|0.103271147|1.622562232|-0.006620594|0.077469518|10.94899558|-0.063133522|1|-0.049177437|-0.083481481|0.811128636|0.7619768840000001|-0.143992458|0.7741509329999999|1|0.754452534|-0.091725453|0.013643765|-65.49811346|8.964643162|339.8339889|0.245547466|161.33709|-0.038340404|0.796070588|-1.993700989|-39.5992891|75.98477124|69.23289949|0.483310517|2849.084477|495.7134289|1818.518838|0.203929412|6325.747732|0.0159602|-389.0666676|684.5377542|10.48665779|1.0|1.0|1.0|1.0|2.0|3.49|2.49|0.08|27.0|-9.63|4.08|1.0|0.0|122.86|1.0|5.0|-4.89|32.0|5.0|-6.8|420.47|0.0|0.0|1.0|1.29e-05|0.00541|2.6600000000000003e-05|0.0|0.0|9.86e-08|-0.06767|5.01|687.79|1190.68|368.83|0.6987399999999999|-1368.129074|-0.2067|-1368.190746|6.3327|5585.0
12t_a30|0.0|0|0|0.0|0.0|7.412764017000001|0.0|0.073057637|-0.097216874|-0.0596036729999999|0.0|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|-0.0546637159999999|-0.145315868|0.609043558|0.83236194|-0.003937967|0.591758164|0|0.696413582|-0.090535776|0.018862708|-65.79920855|12.26965165|88.42093081|0.303586418|197.4742794|-0.037159417|0.745705883|-1.82081145|-38.30686627|78.8278828|71.1605835|0.445760296|2976.648597|452.99711|2479.787504|0.254294117|6617.834146|0.020029588|-319.6492937|616.2856203|13.02867425|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-7.16|3.74|2.0|0.0|127.19|1.0|5.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|0.0|3.24e-06|0.00141|6.71e-06|0.0|0.0|3e-05|-0.05542|4.32|677.85|1139.2|349.67|0.33647|-1774.0165149999998|-0.20571|-1774.077985|3.2145|8.0496
15_a3|0.0|0|0|0.0|0.0|6.823286122000001|0.0|0.079167398|-0.092127078|-0.182934001|1.809035179|-0.006419472|0.126641951|10.33806279|0.021805556|0|-0.022386155|-0.039798975|0.968837995|0.813015336|-0.103599654|0.911346861|1|0.7789088340000001|-0.092342351|0.007901554|-55.08588323|4.04445331|315.5421792|0.221091166|113.1667185|-0.037667|0.850327497|-1.50667999|-24.19332693|60.30684851|51.31038923|0.461565365|2116.88728|398.6887321|1433.713715|0.149672503|4617.470007|0.010200078|-358.6340772|402.781061|5.220965278|1.0|1.0|0.0|1.0|1.0|4.12|0.0|0.24|16.0|-5.78|1.56|0.0|0.0|94.29|2.0|2.0|-2.77|23.0|5.0|-7.35|321.4|0.0|0.0|0.0|0.0017|547.0|0.000951|0.0|0.0|0.000535|-0.06319|2.33|553.81|916.07|334.44|0.2843199999999999|-1328.531138|-0.22079|-1328.581677|2.3271|7.6021
19e_a38|0.0|1|0|3.376977671|0.0|7.412764017000001|0.0|-0.082311936|-0.10490608|0.021678225|0.0|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|-0.091460175|-0.191751024|0.723755855|0.839953955|0.04818471|0.700181525|0|0.776562593|-0.083623427|0.02118651|-68.82539051|14.27562164|118.734325|0.223437407|150.553721|-0.03783113|0.749190974|-2.042881001|-37.96637911|82.37885703|70.62168376|0.4655978389999999|2920.436229|523.2534216|3426.997928|0.250809026|6531.762734|0.020114756|-335.8133169|696.3887025|13.55346651|1.0|0.0|1.0|1.0|3.0|4.96|3.08|0.12|17.0|-7.28|3.09|2.0|0.0|135.78|1.0|6.0|-4.94|32.0|4.0|-6.39|427.48|0.0|0.0|1.0|1.15e-05|0.0049|1.89e-05|0.0|0.0|2.25e-05|-0.05139|4.08|685.34|1183.12|321.31|0.41961|-1409.315831|-0.20723|-1409.37733|8.0952|8.0083
9_a1|0.0|1|0|3.358585365|0.0|6.86171134|0.0|0.020428974|-0.1075163359999999|-0.110185988|0.0|-0.00314411|-0.079063236|10.94877277|0.016589221|1|-0.044035724|-0.093062585|0.582499378|0.737794643|-0.053460262|0.572272366|0|0.755276458|-0.080888063|0.011266799|-49.42275468|6.495805626|63.73880199|0.244723542|141.093898|-0.031896718|0.7816897429999999|-1.371558857|-26.88743664|57.60218193|53.13133578|0.452572261|2387.143654|435.4501351|1739.0376789999998|0.2183102569999999|5063.330971|0.014186995|-324.81308110000003|472.9447227|8.17942725|1.0|1.0|1.0|1.0|1.0|2.78|2.66|0.05|23.0|-8.98|5.57|2.0|0.0|102.84|1.0|4.0|-4.68|27.0|4.0|-5.81|357.38|0.0|0.0|1.0|2.07e-05|0.00739|1.62e-05|0.0|0.0|3.7100000000000003e-07|-0.07602|5.6|600.6|1007.04|370.88|0.70296|-1187.011122|-0.21015|-1187.065335|6.4447|5.2218
4k_a46|0.0|0|0|0.0|0.173180233|7.825245291|2.145043462|-0.050636784|-0.088084767|-0.104665424|0.0|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.008544799|0.012963356|0.78837943|0.7477594870000001|-0.003017362|0.784722915|0|0.8789113709999999|-0.091943864|0.007038271|-46.76051618|3.801175594|171.92614719999997|0.121088629|65.39662252|-0.0306644389999999|0.8732380740000001|-1.471893066|-26.8180173|50.48291318|53.45751583|0.417368922|2104.876032|474.67574630000007|1912.936687|0.126761926|4685.0322320000005|0.006892404|-403.1511415|519.5743695|3.722397006000001|1.0|1.0|0.0|1.0|1.0|3.8|3.03|0.33|17.0|-6.61|4.77|1.0|0.0|100.96|1.0|2.0|-4.82|25.0|3.0|-5.46|333.43|0.0|1.0|1.0|1.5e-05|5.0|1.4800000000000002e-05|0.0|0.0|8.28e-05|-0.01712|4.52|582.84|1001.96|278.71|0.39943|-1053.196897|-0.20254|-1053.249847|5.7714|7.0969
3o_a32|0.0|1|1|3.644417045|0.0|7.773594467000001|0.0|-0.022603806|-0.014299905|-0.064818511|2.240993002|-0.001411347|-0.117781901|10.3110027|-0.090297882|3|-0.061774721|-0.11221537|0.90022001|0.8214857240000001|-0.074509084|0.840991936|1|0.8377808240000001|-0.073742105|0.012519666|-55.03672286|7.218280399|62.67187821|0.162219176|93.52833522|-0.031819276|0.7850948190000001|-1.4318674340000002|-24.51306152|62.56936516|49.73468603|0.455089918|2488.133192|483.0270239|2469.87467|0.214905181|5488.777096|0.0130649069999999|-328.7458915|541.0877621000001|7.532642302|1.0|1.0|1.0|1.0|2.0|3.47|3.06|0.32|19.0|-7.27|4.2|1.0|0.0|112.07|1.0|3.0|-5.72|26.0|4.0|-6.17|381.52|0.0|0.0|1.0|1.89e-06|0.00072|1.87e-05|0.0|0.0|2.04e-05|-0.05413|2.35|620.56|1049.14|350.9|0.70216|-1805.277864|-0.20065|-1805.333039|5.8476|6.6198
LY364947_a10|0.0|1|0|2.949609552|0.0|6.605297921|0.0|-0.278922508|-0.00390904|0.0938628109999999|2.084955541|0.007575|0.010202602|10.9303125|-0.006198347|1|0.04209715|0.072909639|0.706034038|0.711607778|-0.072740964|0.681525895|1|0.8431045490000001|-0.076999385|0.009678082|-33.26705198|4.275500834|144.7228349|0.156895451|69.31194102|-0.029665114|0.7234846559999999|-0.978948758|-15.02735938|41.53157099|38.29163558|0.486715511|1896.845282|372.4595738|839.5356408|0.276515344|3903.496845|0.018707677|-197.4583104|287.99188260000005|8.264519015|1.0|1.0|0.0|1.0|1.0|2.46|1.88|0.0|21.0|-7.2|3.69|0.0|0.0|82.56|1.0|2.0|-3.54|21.0|3.0|-6.02|272.3|0.0|1.0|1.0|0.00029|0.0789|0.000137|0.0|0.0|1.7199999999999998e-05|||||||||||7.2291
14a_a25|0.0|0|0|0.0|0.0|6.842683282|1.667057351|-0.092005241|-0.05112778|0.051906412|1.975771616|0.006085806|-0.046802062|10.93106303|-0.019985937|1|-0.0469914379999999|-0.077269115|0.6716839040000001|0.7385460309999999|-0.085643386|0.653818362|1|0.850426305|-0.069657015|0.012870836|-55.27820709|8.449104086|107.22698590000002|0.149573695|98.18816423|-0.033365179|0.8067529940000001|-1.76835447|-30.017374100000005|63.96772039|54.17569023|0.492236681|2844.993903|558.2652611000001|2142.5112510000004|0.193247006|6315.975408|0.01323706|-402.7381076|712.1606951|8.689513304|1.0|1.0|1.0|1.0|1.0|3.43|3.06|0.08|27.0|-9.59|4.92|2.0|0.0|126.26|1.0|6.0|-5.39|32.0|4.0|-5.91|419.48|0.0|0.0|1.0|4.03e-06|0.0016899999999999|5.13e-06|0.0|0.0|1.08e-07|-0.05083|5.79|689.55|1202.13|314.05|0.42461|-1352.024616|-0.2143|-1352.086073|4.1656|6684.0
11_a1|0.0|1|0|3.3361517380000003|0.0|7.423568444|0.0|0.033732316|-0.196819043|0.08043435|0.0|-0.0127744789999999|-0.05257082|10.94957487|-0.044235537|1|-0.07452948|-0.117419838|0.823460272|0.747358374|-0.069193862|0.7846345840000001|0|0.5955245029999999|-0.131972845|0.034974992|-74.35738693|20.62225192|274.39137789999995|0.404475497|238.4902806|-0.048723884|0.751878145|-2.143850877|-45.88191258|89.80732824|98.43720241|0.47723847|2697.640232|351.1382199|1885.148133|0.248121855|5798.645137|0.02620284|-297.0290662|495.0560271000001|15.44994131|1.0|1.0|1.0|1.0|2.0|3.25|2.31|0.05|23.0|-7.47|4.23|1.0|0.0|105.71|1.0|4.0|-5.07|29.0|6.0|-6.27|385.37|0.0|0.0|1.0|8.48e-06|0.00327|2.17e-05|0.0|0.0|1.29e-05|-0.06546|5.26|614.86|1036.18|388.38|0.68162|-1312.241032|-0.19462|-1312.2963630000002|7.1743|6.7696
13i_a6|0.0|1|0|3.399318783|0.0|7.412764017000001|0.0|0.0359494989999999|-0.154502515|0.035242754|0.0|-0.011017781|0.034304189|10.95129557|-0.032549318|1|-0.045418125|-0.073507141|0.8744720490000001|0.7771558909999999|0.145878803|0.830577798|0|0.624046118|-0.120457274|0.031178586|-86.83156133|20.90143854|181.1128483|0.375953882|252.0312146|-0.046433945|0.783597763|-2.460999087|-54.13430283|100.2320567|101.6533459|0.429711323|2906.257489|418.3467934|2880.134143|0.216402237|6306.951561999999|0.019989461|-380.2354072|673.8038326000001|13.40049533|1.0|1.0|1.0|1.0|3.0|3.59|2.7|0.12|23.0|-8.5|3.54|1.0|0.0|120.17|1.0|6.0|-5.03|32.0|5.0|-6.81|427.46|0.0|0.0|1.0|9.32e-06|0.00398|3.28e-05|0.0|0.0|1.36e-06|-0.0481399999999999|4.94|703.43|1196.21|348.14|0.7004600000000001|-1426.269916|-0.19454|-1426.332492|10.1375|7.6778
9r_a24|0.0|1|0|2.950959457|0.0|6.605297921|0.0|-0.134192489|0.013567512|-0.17821765|0.0|0.007861194|0.064425793|10.96129392|-0.043274854|1|-0.179075526|-0.2920573039999999|0.786430472|0.7958149290000001|-0.120617935|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|0.015557618|-54.99020696|10.4302588|71.31566881|0.158284162|106.1180928|-0.025821921|0.6152148279999999|-1.394383716|-27.82142546|70.79264457|51.92828155|0.473403843|2644.462265|564.3096436000001|958.7578093|0.384785172|5501.824326|0.02357068|-154.486433|670.2247423|15.80243761|1.0|1.0|1.0|1.0|1.0|3.53|3.04|0.22|23.0|-8.66|3.93|2.0|0.0|116.9|1.0|8.0|-4.02|30.0|6.0|-6.83|400.48|0.0|0.0|0.0|9.58e-05|0.0383|8.77e-05|0.0|0.0|8.84e-07|-0.04313|1.82|713.25|1199.71|289.16|0.3398|-1294.201456|-0.21074|-1294.263358|3.0322|7.9586
14a_a23|0.0|0|1|0.0|0.0|7.423568444|3.39397765|0.050806184|-0.0246126279999999|0.0446402609999999|0.757767133|0.012219066|-0.0518554529999999|10.31321831|-0.071842463|2|-0.073893976|-0.137733142|0.72792508|0.7556436440000001|0.114693804|0.6888154959999999|1|0.918677038|-0.055677662|0.019504497|-50.79675604|12.33442989|38.57988954|0.081322962|51.42774883|-0.0341809229999999|0.7807587890000001|-1.606503401|-22.26638099|61.36268093|47.54437201|0.462434482|2816.527785|580.9612768999999|2173.7139190000003|0.219241211|6269.28943|0.016707951|-355.0975547|601.8533922|10.56592489|1.0|0.0|1.0|1.0|1.0|3.41|2.86|0.05|26.0|-7.41|4.02|2.0|1.0|120.28|1.0|5.0|-5.47|30.0|4.0|-6.27|411.48|0.0|0.0|0.0|3.38e-06|0.00139|1.1e-05|0.0|0.0|1.6100000000000002e-05|-0.07379|3.47|665.5|1134.02|334.02|0.6289100000000001|-1629.690316|-0.2238099999999999|-1629.748476|8.3962|8.5498
14_a1|0.0|1|0|3.3674017380000003|0.0|7.423568444|0.0|0.043282217|-0.175408303|0.1008839219999999|0.0|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|-0.020716495|-0.033765606|0.838928085|0.7462411859999999|-0.08530265|0.795744863|0|0.593170871|-0.12658238|0.033047776|-72.59355177|19.5711254|161.1772893|0.406829129|240.9270705|-0.046308519|0.753357398|-2.083883365|-44.39360096|87.02320758|94.53410059|0.47517581|2678.985809|351.2799603|1876.042189|0.246642602|5748.712211|0.0243658979999999|-300.0800645|513.4628663999999|14.42965582|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|23.0|-7.69|3.63|1.0|0.0|106.85|1.0|4.0|-4.52|29.0|5.0|-6.73|384.39|0.0|0.0|1.0|3.03e-05|0.0116|5.660000000000001e-05|0.0|0.0|7.81e-06|-0.05962|4.57|621.08|1049.56|375.01|0.6572600000000001|-1292.359534|-0.19322|-1292.415211|5.3099|7.0269
25_a12|0.0|0|0|0.0|0.0|0.0|0.0|0.00700113|-0.045725323|-0.089297664|2.050456822|0.000864238|-0.025245046|10.93676625|-0.11195017|0|-0.0542354559999999|-0.0861945369999999|0.8472746290000001|0.638255008|-0.2430098439999999|0.806844014|1|0.947937175|-0.054734834|0.004952762|-41.75851719|2.580489093|37.96125329|0.052062825|27.12578432|-0.03323193|0.917298637|-1.362509125|-14.85843094|44.42528172|31.09844409|0.448858246|2067.69985|493.8944271000001|1907.027255|0.082701363|4329.321091|0.005118351|-434.8420476|430.4348528|2.666764531|1.0|1.0|0.0|1.0|1.0|2.81|3.43|0.05|22.0|-8.78|5.35|1.0|0.0|99.48|1.0|3.0|-5.28|24.0|2.0|-4.82|311.38|0.0|1.0|1.0|5.19e-06|0.00162|5.63e-06|0.0|0.0|5.12e-07|-0.05352|4.73|560.14|945.73|359.04|0.63284|-974.458128|-0.19655|-974.508059|2.2482|7.6576
13g_a6|0.0|1|0|3.457632039|0.0|6.842683282|0.0|-0.0961994219999999|0.004767264|0.03536788|1.648997541|-0.002407131|0.073394284|10.95053423|-0.080022038|1|-0.12414699|-0.215607882|0.836982172|0.774238891|0.095969451|0.789769968|1|0.871972049|-0.074216821|0.017637229|-64.02222283|12.28038897|68.57626488|0.128027951|89.14285747|-0.0323525729999999|0.7357333540000001|-1.747038966|-35.98038956|76.50577593|63.95581946|0.444443571|2929.039254|607.1336751|3916.754765|0.264266646|6332.20768|0.017929016|-328.2712049|744.1359788|12.48355309|1.0|1.0|1.0|1.0|2.0|3.61|2.34|0.12|27.0|-10.57|4.79|2.0|0.0|128.63|0.0|6.0|-5.56|33.0|5.0|-6.31|431.49|0.0|0.0|1.0|2.77e-06|0.0012|8.8e-06|0.0|0.0|1.15e-08|-0.07536|3.83|739.55|1253.71|381.82|0.38325|-1386.3020800000002|-0.20806|-1386.364067|13.3225|6.9245
