molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|RASA|FNSA5|PNSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
11_a27|1|0|0|2.680511093|0.0|0|7.535296702|1|0.0|-0.0067474069999999|5.4161004020000005|2|0.042533875|1.3706083080000002|0.004538653|10.93910312|-0.027287578|0.005111147|-0.1299181459999999|-0.041662169|-0.488734846|2|0.734834532|0.814843016|0.8629676709999999|0.7645505|-0.094820973|-42.27430065|143.3238715|124.5410133|-0.034296948|4.524597532|72.60399149|0.8088958709999999|-1.611956546|-22.36099135|56.8702158|50.82822357|0.4528656239999999|2339.465471|404.4089873|-852.6444161000001|0.1911041289999999|5.231762955|0.82770457|22.42732497|0.012694323|1054.084273|504.209846|6.714661907000001|1.0|0.0|0.0|1.0|0.0|0.35|16.0|-6.09|2.72|0.0|106.33|0.0|2.0|4.0|1.0|0.0|0.000207|0.0716|9.45e-05|2.73|0.0|0.0|8.2e-07|0.000283|4.54|-1122.433411|571.4|974.29|499.21|0.3492|370.92|0.6125|-1122.190727|-0.1022|3.1278|-0.16205|0.0226944|-1122.242519|4.2894|8301.0
4R4l_a46|0|0|0|0.0|0.171853072|1|7.825245291|1|2.155247543|-0.004736212|5.587248657999999|1|0.049498645|0.0|0.0066560469999999|10.94631401|-0.161358058|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|1|0.7940662409999999|0.726535412|0.762625193|0.896653672|-0.084697739|-49.12015477|177.33836430000002|56.0891211|-0.02989332|2.086777505|0.0|0.8782984840000001|-1.524559305|-26.65896664|49.44228224|52.96512128|0.4568839389999999|2165.83681|486.6405745|-827.4236073|0.121701516|5.669819400000001|0.8412270820000001|18.4720714|0.006401537|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|1.0|3.24|0.36|17.0|-7.0|4.64|0.0|105.77|0.0|3.0|3.0|1.0|1.0|5.25e-06|0.00182|7.78e-06|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|4.99|-1092.728268|584.44|1038.78|301.29|0.1678|266.65|0.40548|-1092.4898449999998|-0.17475|2.1973|-0.19602|0.02589231|-1092.544322|2.3035|6.8633
8b_a31|1|0|0|3.37710223|0.0|0|7.765993078999999|1|0.0|-0.013629145|5.733341277|0|0.041161616|0.0|-0.010300564|10.31170011|-0.069423138|-0.006785954|-0.222667869|-0.05421947|-0.510259793|0|0.928940547|0.843119174|0.8956498159999999|0.6076192260000001|-0.132574249|-63.04219151|129.8921115|204.9365822|-0.040792077|8.823644775|472.8995873|0.703469355|-1.590890986|-32.92631065|82.21438954|79.93633765|0.479278|2189.617009|317.3534883|-830.906565|0.296530645|6.142377144|0.920410507|30.28603362|0.02483711|1181.155311|372.3224834|12.97217579|0.0|1.0|1.0|2.0|2.71|0.25|16.0|-5.73|4.52|0.0|88.64|0.0|4.0|5.0|0.0|1.0|8.97e-05|0.0294|0.000399|2.02|0.0|0.0|1.86e-06|0.00061|1.77|-1386.815519|566.18|927.61|321.36|0.2643|321.36|0.70036|-1386.681003|-0.16015|3.6945|-0.19265|0.03659821|-1386.734257|5.6001|5.6576
4S4l_a46|0|0|0|0.0|0.171853072|1|7.825245291|1|2.155247543|-0.004736212|5.587248657999999|1|0.049498645|0.0|0.0066560469999999|10.94631401|-0.161358058|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|1|0.7940662409999999|0.726535412|0.762625193|0.894782107|-0.084663086|-49.45536962|178.19783940000002|57.30330315|-0.029881089|2.117940478|0.0|0.877939134|-1.523935543|-26.93416438|49.6055056|53.34424204|0.469439238|2166.052483|487.3122681|-829.959026|0.1220608659999999|5.668394116|0.884798257|18.5362581|0.006420439|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|3.19|0.36|17.0|-7.0|4.64|0.0|105.77|0.0|3.0|3.0|1.0|1.0|5.25e-06|0.00182|7.78e-06|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|4.99|-1092.727031|583.76|1040.96|299.38|0.2586|234.25|0.57885|-1092.489558|-0.17632|2.5083|-0.19647|0.02696794|-1092.543641|2.8473|6.5834
3c_a12|0|0|0|0.0|0.0|0|6.555356892000001|1|0.0|-0.009252756|4.59511985|2|0.039605735|0.0|-0.003879878|10.3117069|-0.056537396|-0.001825446|-0.267255164|-0.116098308|-0.545592465|1|0.923855679|0.826033688|0.888353608|0.843855494|-0.099327724|-36.28720467|73.9854678|79.00277721|-0.033980537|3.384177297|0.0|0.7055242159999999|-1.291260406|-18.35985151|61.16334136|42.97583906|0.427357986|2186.344105|426.9566009|-653.3253118|0.2944757839999999|6.231995392999999|0.746291708|24.36878988|0.02155815|926.0140155|380.2468615|10.90754815|1.0|1.0|1.0|1.0|2.78|0.12|17.0|-6.78|4.01|0.0|98.16|0.0|3.0|4.0|0.0|1.0|6.06e-05|0.0194|9.940000000000002e-05|2.91|0.0|0.0|1.67e-07|5.3200000000000006e-05|2.56|-1327.471862|544.65|894.36|345.72|0.4687|311.14|0.43415|-1327.351991|-0.14572|1.6035|-0.22035|0.02665687|-1327.4004710000002|2.3061|7699.0
19a_a38|1|0|0|3.3685352889999995|0.0|0|7.412764017000001|2|0.0|-0.007986407|5.351858133|2|0.043848238|0.0|-0.002526241|10.96083376|-0.077535135|-0.000673716|0.116434494|-0.101303149|-0.4342819429999999|1|0.724208473|0.819222745|0.8741648479999999|0.747152898|-0.108300308|-51.36166266|137.2318698|151.1278869|-0.038988111|7.910363161|0.0|0.744796537|-1.949405536|-30.69910427|77.20795279999999|64.59623135|0.465829126|2774.129458|446.57675660000007|-1165.168741|0.255203463|6.923156054|0.872060139|31.28824271|0.020873781|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|3.0|2.56|0.14|17.0|-6.86|3.13|0.0|125.69|0.0|5.0|4.0|0.0|1.0|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|3.41|-1332.1529369999998|628.65|1092.25|339.65|0.2668|316.19|0.6329100000000001|-1331.94466|-0.15108|4.7986|-0.20379|0.03338983|-1332.002093|6.0223|8.0106
4g_a46|0|0|0|0.0|0.171759574|1|7.825245291|1|2.156712018|-0.001702489|5.587248657999999|2|0.046415344|0.0|0.011488768|10.96333695|-0.138341481|0.010608122|-0.144064904|-0.078780402|-0.2455749539999999|2|0.662386484|0.74106323|0.7796270059999999|0.946829733|-0.070153728|-32.64186634|7.38470955|30.50581108|-0.024339048|2.638545451|72.82863401|0.826861093|-1.192613373|-18.72788427|44.72726697|37.24073329|0.448462961|2242.010126|543.2323468999999|-684.2477996|0.1731389069999999|5.8466355000000005|0.8131148579999999|16.88825479|0.007803902|827.5244845|568.1534007|4.477396402|1.0|0.0|1.0|0.0|3.61|0.38|17.0|-7.8|5.19|1.0|106.55|0.0|3.0|3.0|1.0|1.0|4.22e-06|0.00155|4.16e-06|4.73|0.0|0.0|1.57e-08|5.75e-06|4.65|-1493.132001|615.33|1064.92|280.74|0.1294|280.74|0.6983199999999999|-1492.923098|-0.18602|3.5526|-0.22587|0.02266493|-1492.979142|3.7113|5.5615
GW6604_a52|1|0|0|2.944144148|0.0|0|6.605297921|0|0.0|-0.002149879|4.59511985|2|0.021346801|0.0|0.007746755|10.94914378|-0.028376521|0.0070554269999999|-0.131886693|0.039867344|-0.201462112|2|0.709088617|0.693399445|0.7550228990000001|0.87346455|-0.072069252|-35.51891876|157.2481263|62.55188751|-0.029217264|2.204526664|0.2386028039999999|0.73529506|-1.081038779|-17.55852148|44.37166117|39.97842884|0.4597869779999999|2044.612273|431.7909048|-534.4037285|0.26470494|6.2973559020000005|0.851121611|19.64292268|0.01768964|726.7881391|359.1060668|8.744745933999999|1.0|1.0|1.0|1.0|1.76|0.0|23.0|-8.03|4.49|0.0|90.49|0.0|3.0|3.0|1.0|1.0|0.000135|0.0402|6.929999999999999e-05|3.06|0.0|0.0|9.31e-09|2.78e-06||||||||||||||||6.9706
13e_a6|1|0|0|3.433539068|0.0|0|6.842683282|0|0.0|-0.006882528|4.727387819|2|0.044021739|1.643912856|-0.003356527|10.95053349|-0.037793156|-0.001446486|0.032420935|-0.126749697|-0.462344944|2|0.841211811|0.765593573|0.827254552|0.861676601|-0.093298845|-49.62570093|66.59852278|92.4587065|-0.032929004|8.211609879|0.0|0.722530518|-1.679379203|-33.17101912|75.42629799|61.91072885|0.4442079679999999|2868.489025|575.965487|-1122.537689|0.277469482|7.973429837999999|0.799234143|30.46313253|0.019543118|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|2.0|2.79|0.08|27.0|-10.18|5.01|0.0|123.82|0.0|5.0|5.0|0.0|1.0|7.74e-06|0.00323|1.65e-05|3.27|0.0|0.0|6.59e-11|2.75e-08|3.36|-1347.25954|713.3|1202.5|381.78|0.8312|207.04|0.38609|-1347.014564|-0.1327|10.1884|-0.20804|0.03809808|-1347.074898|13.2999|7.9208
12l_a30|0|0|0|0.0|-4.712037416|0|7.412764017000001|2|0.0|-0.015371073|5.351858133|2|0.044036281|0.0|-0.00695299|10.31162828|-0.02588969|-0.004395528|-0.300262845|-0.077457998|-0.640870513|1|0.613786308|0.830875659|0.883029843|0.834279405|-0.109810463|-63.31694493|103.5499036|115.9404641|-0.045581702|7.548024079|1.697908189|0.8218150790000001|-2.415830189|-44.29742723|88.64610824|74.10578426|0.462727396|3306.001879|583.6736326|-1690.148855|0.178184921|9.258542907|0.861252543|38.8038646|0.016896687|2056.604824|696.6414817000001|11.82116027|1.0|0.0|0.0|1.0|0.0|0.17|17.0|-7.18|4.43|0.0|133.96|0.0|7.0|8.0|0.0|0.0|1.99e-07|9.63e-05|1.2e-06|5.05|0.0|0.0|6.61e-08|3.19e-05|5.52|-1987.998976|729.17|1223.54|351.78|0.2294|245.74|0.39486|-1987.782294|-0.14944|2.5031|-0.20397|0.03406276|-1987.848331|2.9851|7.2154
12s_a36|1|0|0|3.486136149|0.0|0|7.412764017000001|2|0.0|-0.007059109|5.351858133|2|0.042804233|0.0|0.002951176|10.95352614|-0.050363149|0.003962098|0.063448144|-0.104118159|-0.434472457|1|0.90414347|0.8060798779999999|0.856677627|0.8303378090000001|-0.1000534719999999|-46.58030248|110.6090028|109.5085883|-0.035868226|8.106112169|10.23927133|0.754198383|-1.901015959|-30.06529118|76.34126108|59.13914165|0.4604765839999999|2710.355028|535.942162|-1227.012177|0.245801617|7.545963801|0.853487672|30.69639722|0.018222417|1626.909053|662.0530478999999|11.76167282|1.0|0.0|0.0|2.0|0.0|0.17|17.0|-6.97|3.24|0.0|128.72|0.0|5.0|4.0|1.0|0.0|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|3.48|-1272.236664|683.24|1150.67|329.71|0.4501|319.95|0.6843600000000001|-1272.00109|-0.15559|6.6068|-0.20467|0.03416928|-1272.061111|8.7738|8.0458
9c_a31|1|0|0|3.410619646|0.0|0|7.765993078999999|1|0.0|-0.013082561|5.733341277|0|0.03482906|0.0|-0.003618466|10.311698300000002|-0.062737615|-0.000813398|-0.062065125|-0.138799714|-0.546598398|0|0.8083148840000001|0.842823186|0.8856644770000001|0.6746901059999999|-0.128097622|-65.84728287|153.5739377|207.3144829|-0.035867334|12.30439782|552.8237349999999|0.670716706|-1.7933667130000002|-41.96335759|97.22026028|85.15486955|0.4558841429999999|2592.448925|429.9685721|-1142.882218|0.329283294|8.188627935|0.837843885|34.07943198|0.024456662|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|2.0|3.09|0.35|16.0|-7.24|5.64|0.0|108.16|0.0|8.0|5.0|0.0|1.0|5.85e-06|0.00233|6.94e-05|3.1|0.0|0.0|5.79e-08|2.31e-05|4.94|-1618.115927|691.3|1147.93|322.12|0.2554|322.12|0.7007399999999999|-1617.892493|-0.15975|1.3617|-0.19224|0.04177078|-1617.9568470000002|2.2323|6.3768
21a_a23|0|1|1|0.0|0.0|2|7.525639975|0|3.43622302|-0.005708466|5.4161004020000005|2|0.042862319|0.773970837|0.01269616|10.31321782|-0.083864151|0.01180744|0.130024255|-0.074441567|-0.484404194|2|0.725800261|0.7367638240000001|0.79188323|0.926538469|-0.082341001|-34.01266735|39.56172507|48.49696614|-0.03458322|5.039953753|82.08958626|0.842121383|-1.729161021|-22.45408125|61.73864319|41.64701536|0.492301762|2880.257677|611.67123|-1141.537112|0.157878617|7.950891003|0.969673962|27.11098744|0.011178565|1355.5493720000002|666.0036144999999|7.379733085|0.0|0.0|1.0|1.0|3.48|0.09|26.0|-7.78|3.88|1.0|125.25|0.0|5.0|4.0|0.0|0.0|1.3e-06|0.000552|5.29e-06|3.98|0.0|0.0|1.65e-08|7.03e-06|3.75|-1669.23053|701.01|1189.63|335.16|0.3692|335.16|0.60824|-1668.989671|-0.15024|5.3733|-0.2226699999999999|0.0203361|-1669.0502720000002|7.9309|6.9914
7s_a46|0|0|0|0.0|0.218897825|1|7.727094485|1|2.117265684|-0.005351046|5.533389489|1|0.044509804|0.0|0.0060802|10.94651358|-0.020953253|0.005577925|-0.327656845|0.012197837|-0.3638523629999999|1|0.778692012|0.770312275|0.8182543959999999|0.858788462|-0.083011849|-48.61321955|166.3052939|70.97315818|-0.031623562|2.240932895|0.0|0.8198874559999999|-1.3281895890000002|-24.43308641|47.36217237|53.07188519|0.433822088|1982.695462|431.6285339|-667.5503351|0.1801125439999999|5.565371272|0.7662292690000001|19.38565529|0.01122216|814.1975221|409.9543818|5.640276426000001|0.0|1.0|1.0|1.0|2.33|0.26|17.0|-6.08|3.65|0.0|91.19|0.0|2.0|3.0|1.0|1.0|8.590000000000001e-05|0.0262|5.76e-05|3.32|0.0|0.0|8.39e-07|0.000256|3.54|-974.7707066|539.99|916.7|288.81|0.4164|234.06|0.44692|-974.615216|-0.17923|2.4286|-0.19947|0.036050328|-974.664103|3.6655|5.7022
15_a47|1|1|1|2.9226792460000004|0.0|0|6.605297921|0|0.0|-0.00516949|4.59511985|2|0.042285714|1.56205245|-0.0026314909999999|10.9497222|0.0506476009999999|-0.002377481|-0.299654464|-0.007670908|-0.332654104|2|0.644280611|0.830688568|0.897881853|0.791753677|-0.0904066519999999|-45.1562696|61.0548099|111.3994409|-0.033307714|4.770072524|0.0|0.711630105|-1.265693121|-24.15592798|59.79410145|54.07328082|0.477646539|2327.320914|423.5412927|-677.0708068|0.288369895|6.984778596|0.914412511|25.03780079|0.021370407|951.4364299|383.4213189|11.43190096|1.0|1.0|1.0|2.0|2.1|0.06|21.0|-8.49|4.69|0.0|96.6|0.0|3.0|4.0|0.0|1.0|1.29e-05|0.00455|1.41e-05|3.8|0.0|0.0|3.22e-09|1.14e-06|3.33|-1527.376145|552.16|930.51|305.43|0.2828|286.26|0.67203|-1527.265523|-0.16762|2.2271|-0.2268|0.03425526|-1527.316555|3.7709|7.8
9a_a31|1|0|0|3.348289714|0.0|0|7.765993078999999|1|0.0|-0.01391798|5.733341277|0|0.036891534|0.0|-0.006189303|10.31169772|-0.0007638889999999|-0.0033853629999999|-0.084652799|-0.093527289|-0.542342338|0|0.8058046320000001|0.782715368|0.837697452|0.691768132|-0.122626525|-64.75697831|163.6011874|197.8075471|-0.043430228|13.69193237|95.14995868|0.737758755|-2.0846509230000003|-41.55773748|94.03540892|86.0923113|0.484502446|2855.751316|443.941629|-1337.8230119999998|0.262241245|7.812278516|0.939873412|37.77835579999999|0.0239033229999999|1813.361078|597.3075924999999|15.33993762|1.0|1.0|1.0|2.0|2.78|0.14|22.0|-8.13|5.51|0.0|113.64|0.0|6.0|5.0|0.0|1.0|2.42e-06|0.00101|1.7100000000000002e-05|3.47|0.0|0.0|7.35e-09|3.07e-06|5.27|-1691.9137670000002|680.72|1145.99|327.21|0.7028|327.21|0.7028|-1691.716118|-0.15757|5.0244|-0.20032|0.03885662|-1691.7777600000002|6.2203|6.8239
11g_a5|1|0|0|2.9590700880000003|0.0|1|7.139660336|0|1.984996534|-0.004593347|5.209486153|2|0.020943152|0.0|0.00599982|10.94877951|-0.007175378|0.006964153|-0.14133011|-0.137739838|-0.267507083|2|0.777565622|0.814159231|0.8737292720000001|0.837943738|-0.076326887|-44.19305139|68.77977167|106.4990972|-0.025442296|10.02633335|0.0|0.543581314|-1.297557078|-29.04250676|71.21847290000001|59.4498014|0.485790997|2823.738452|550.6745046|-852.7202582999998|0.456418686|9.342496899|0.944734523|30.75897687|0.03204398|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|1.0|2.34|0.08|28.0|-9.04|4.17|0.0|118.35|0.0|7.0|5.0|0.0|0.0|7.65e-05|0.0312|4.88e-05|2.75|0.0|0.0|9.229999999999999e-10|3.770000000000001e-07|2.3|-1330.144218|693.48|1180.25|294.62|0.4609|274.87|0.56924|-1329.927772|-0.1714|3.2282|-0.2146199999999999|0.04557484|-1329.988893|4314.0|7.5229
12a_a32|1|1|1|3.442930603|0.0|0|7.765993078999999|0|0.0|-0.009460484|5.733341277|0|0.036711712|2.136609567|-0.003484915|10.31100269|-0.074344282|-0.001662219|-0.024155151|-0.0852122769999999|-0.583507277|0|0.788133615|0.845443342|0.8966299409999999|0.788702323|-0.109151429|-53.20970382|111.9735444|131.7691491|-0.0308471429999999|6.430656017|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|81.41372467|63.52154605|0.456641145|2572.916338|491.8493928|-884.8951120999999|0.332293625|7.083688576|0.840404348|28.81034388|0.021399091|1325.275819|557.1050635|13.34486989|1.0|1.0|1.0|2.0|2.85|0.26|19.0|-7.65|6.49|0.0|110.47|1.0|7.0|4.0|0.0|1.0|9.78e-07|0.000389|3.17e-05|3.39|0.0|0.0|2.23e-08|8.86e-06|4.63|-1880.734215|667.68|1114.3|346.71|0.2908|346.71|0.7025600000000001|-1880.539078|-0.14827|3.0517|-0.20049|0.03682626|-1880.600043|4.2371|7.6021
4R4k_a46|0|0|0|0.0|0.173180233|1|7.825245291|1|2.145043462|-0.0049602|5.587248657999999|1|0.0510113959999999|0.0|0.006550513|10.94631314|-0.1032662209999999|0.006050983|-0.158788415|0.008544799|-0.3860697829999999|1|0.78837943|0.7477594870000001|0.787615341|0.890625164|-0.085931818|-47.73036108|173.3171354|58.20005971|-0.030434186|2.232103603|0.0|0.866681099|-1.4608409080000002|-25.39807111|49.58292992|51.92513282|0.465590034|2105.035168|473.9155694|-777.3362788|0.133318901|5.522208638|0.871222588|18.68565706|0.007248925|896.9115391|519.5743695|3.857266463|1.0|1.0|1.0|1.0|3.12|0.33|17.0|-6.61|4.26|0.0|100.96|0.0|2.0|3.0|1.0|1.0|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|0.0|2.48e-07|8.28e-05|4.52|-1053.413412|565.94|994.13|299.53|0.2896|234.09|0.54119|-1053.202129|-0.17484|1.8559|-0.19529|0.0257622|-1053.254911|1.9753|7.0132
1_a3|0|0|0|0.0|0.0|0|6.823286122000001|1|0.0|-0.006053652|4.727387819|2|0.034166667|2.194605012|-0.006610844|10.33805862|0.032569462|-0.005006707|-0.007705076|0.05038525|-0.486774367|2|1.005427002|0.7905285390000001|0.8457792829999999|0.7762512779999999|-0.0925710269999999|-45.44133321|289.8942564|102.8341051|-0.034105115|1.697600903|0.0|0.7920857179999999|-1.295994381|-20.88467272|49.05980305|49.13501083|0.4490711529999999|2012.9704|356.76228530000003|-595.6343396000001|0.207914282|4.984064981|0.8151164259999999|19.78900457|0.014174378|751.9821735|373.1494221|6.514493077999999|1.0|1.0|1.0|1.0|0.0|0.18|16.0|-5.77|2.28|0.0|91.52|0.0|2.0|4.0|0.0|0.0|0.0008529999999999|261.0|0.000503|1.83|0.0|0.0|1.69e-06|0.000518|2.08|-1273.290432|496.09|845.2|320.83|0.1775|210.84|0.30619|-1273.1763970000002|-0.1658599999999999|2.2332|-0.21886|0.02599563|-1273.22339|3.4319|6.1403
6a_a40|0|0|0|0.0|0.0|1|8.421342866|1|1.78213955|-0.014623575|6.401917197|0|0.035707071|0.775942224|-0.001347823|10.30179985|-0.230955427|-0.001171195|-0.272320301|-0.021759541|-0.620787469|0|0.682273668|0.801647855|0.861720535|0.733750993|-0.117413572|-68.11170799|185.06174|166.2999483|-0.049149867|6.397774285|36.84483305|0.8678518190000001|-2.113444291|-42.542782200000005|81.37714586|78.35465194|0.41480944|2936.1501780000003|458.303126|-1320.063801|0.132148181|6.945713476|0.708845065|35.37373259|0.012872604|1521.070502|557.4018948|8.040268001|1.0|0.0|1.0|1.0|3.01|0.21|14.0|-4.05|4.38|2.0|120.14|1.0|5.0|5.0|0.0|1.0|7.85e-08|3.47e-05|1.03e-05|3.77|1.0|0.0|8.950000000000001e-05|0.0396|7.73|-2371.560378|649.48|1103.4|415.55|0.4015|415.55|0.6782699999999999|-2371.3827|-0.11995|6.9379|-0.21255|0.01952089|-2371.443161|9.3893|7.3979
14ab_a23|0|1|1|0.0|0.0|2|7.423568444|0|3.4171257980000003|-0.0050415|5.351858133|2|0.04314059|0.7586471459999999|0.013012022|10.313217300000002|-0.03821899|0.012103325|0.038241896|-0.074579388|-0.449699921|2|0.725358161|0.75434493|0.8072028240000001|0.92422233|-0.076243539|-35.59605095|40.23721489|51.89838547|-0.031648261|8.431109267|82.79560776|0.797837067|-1.677357849|-24.37891748|61.60741239|47.90644969|0.4695727329999999|2941.47118|632.9786397|-1148.783854|0.202162933|7.83369055|0.885272615|27.16741043|0.013710439|1439.872753|733.3886349999999|9.389964491|0.0|0.0|1.0|1.0|3.82|0.12|26.0|-8.16|4.4|1.0|130.22|0.0|5.0|4.0|0.0|0.0|5.9e-07|0.000259|2.81e-06|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|4.1|-1708.543268|719.66|1238.27|338.88|0.3893|338.88|0.66532|-1708.277193|-0.14778|5.9624|-0.21924|0.02013145|-1708.3414239999995|8.4721|8.4012
20_a47|0|1|1|0.0|0.0|1|6.86171134|0|1.1934608|-0.011237762|4.727387819|2|0.039520202|1.010373001|-0.009220816|10.95058273|0.071506228|-0.006342241|0.087325054|-0.108236785|-0.5332051720000001|2|0.61847122|0.7962508290000001|0.8575369009999999|0.6888286020000001|-0.092005493|-45.68149289|43.63174229999999|169.6050003|-0.032859105|7.00733184|49.00609086|0.595234209|-1.38008239|-24.89884887|69.09296541|58.53772498|0.4642647929999999|2630.63609|375.4483088|-752.2184736|0.404765791|7.022502229|0.86659377|30.08893541|0.034758191|1263.735287|428.5826478|18.94506718|0.0|1.0|1.0|2.0|2.96|0.05|21.0|-7.31|2.56|0.0|99.68|0.0|5.0|6.0|0.0|1.0|8.72e-05|0.0332|8.32e-05|2.63|0.0|0.0|4.89e-08|1.86e-05|4.08|-1335.708279|557.84|964.94|311.45|0.2807|311.45|0.68219|-1335.566785|-0.16377|3.1747|-0.22734|0.03389691|-1335.620783|4.3277|8.6
8d_a8|1|0|0|3.190160226|0.0|1|7.05012252|0|1.41693287|-0.0111144189999999|4.844187086|1|0.042323232|0.0|-0.00267541|10.94649761|-0.117111249|-0.001038264|0.111668404|0.016471091|-0.4385133129999999|1|0.76211539|0.757805416|0.804372443|0.6932924890000001|-0.103150936|-69.95878302|57.93693239|200.0182229|-0.03820405|11.92454747|92.49576602|0.675359878|-2.063018716|-45.62337399|86.29065071|88.24385833|0.483207744|2863.968296|452.1282556|-1345.390391|0.324640122|7.507839835|0.935013517|36.89090464|0.029166961|1992.108851|682.0472537|19.02113117|0.0|0.0|1.0|2.0|2.92|0.12|23.0|-7.62|3.93|0.0|121.1|0.0|6.0|5.0|0.0|0.0|1.24e-05|0.00533|3.4200000000000005e-05|2.89|0.0|0.0|2.38e-08|1.03e-05|6.22|-1447.559429|690.78|1185.65|376.13|0.3|265.12|0.62361|-1447.2928029999998|-0.13754|6.0111|-0.19757|0.03604461|-1447.354662|7.5674|4.7303
12b_a50|0|1|1|0.0|0.0|2|7.927685046000001|1|4.058595679|-0.002929899|5.82008293|1|0.034845679|2.112397566|0.01164808|10.94501743|-0.115659308|0.011790103|-0.139522815|-0.168032508|-0.246831987|1|0.699597776|0.804535572|0.8718949979999999|0.925916085|-0.066155918|-22.92589265|8.07905572|37.24447201|-0.0237482779999999|5.43117764|86.49656508|0.5731907470000001|-0.926182858|-11.52561607|47.12729492|33.72918462|0.430791247|2224.116359|465.4891075000001|-465.6232233|0.4268092529999999|5.7232816060000005|0.756824707|20.82911679|0.027586169|812.3355548|388.171611|13.86849326|1.0|1.0|1.0|0.0|2.45|0.11|20.0|-5.49|2.59|0.0|94.69|0.0|2.0|3.0|1.0|1.0|0.000685|215.0|0.000144|2.5|0.0|0.0|3.22e-06|0.00101|2.47|-1006.641541|539.15|909.8|315.44|0.2425|263.3|0.6016199999999999|-1006.501585|-0.16451|4.0567|-0.19425|0.02307802|-1006.550688|5.6617|5.3242
19_a3|1|0|0|2.917217813|0.0|0|6.605297921|0|0.0|-0.003417504|4.59511985|3|0.0386379929999999|1.744747103|0.006821053|10.96959256|0.036226415|0.006731579|-0.015805561|-0.037291767|-0.270506095|3|0.718266758|0.758995484|0.8264237520000001|0.853017902|-0.087730634|-31.50932639|161.5312186|68.43484547|-0.032585664|2.523394126|0.0|0.75798185|-1.140498238|-14.67073822|48.55416845|36.92898885|0.476813896|2000.66399|397.1650228|-531.0158295|0.24201815|5.342307798999999|0.911365749|20.01615321|0.016552404|700.5653624|314.0966684|7.706796952|1.0|1.0|1.0|1.0|1.6|0.06|21.0|-7.21|3.9|0.0|85.32|0.0|2.0|4.0|1.0|1.0|0.000578|166.0|0.000266|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05|2.43|-929.2608626|499.93|832.23|314.28|0.3006|314.28|0.67351|-929.14689|-0.16303|2191.0|-0.2206|0.020989746|-929.193831|2.8758|7.6383
